id,station_id,timestamp,crowd_level,passenger_count,capacity_percentage
44084,1,03-07-2026 13:00,1,278,19.85714286
44085,1,03-07-2026 14:00,3,297,21.21428571
44086,1,03-07-2026 15:00,1,93,6.642857143
44087,1,03-07-2026 16:00,2,457,32.64285714
44088,1,03-07-2026 17:00,4,1183,84.5
44089,1,03-07-2026 18:00,5,1144,81.71428571
44090,1,03-07-2026 19:00,4,878,62.71428571
44091,1,03-07-2026 20:00,4,468,33.42857143
44092,1,03-07-2026 21:00,1,109,7.785714286
44093,1,03-07-2026 22:00,2,121,8.642857143
44094,1,03-07-2026 23:00,3,54,3.857142857
44095,1,04-07-2026 00:00,1,73,5.214285714
44096,1,04-07-2026 01:00,3,120,8.571428571
44097,1,04-07-2026 02:00,1,103,7.357142857
44098,1,04-07-2026 03:00,2,109,7.785714286
44099,1,04-07-2026 04:00,1,70,5
44100,1,04-07-2026 05:00,3,244,17.42857143
44101,1,04-07-2026 06:00,2,386,27.57142857
44102,1,04-07-2026 07:00,4,875,62.5
44103,1,04-07-2026 08:00,5,719,51.35714286
44104,1,04-07-2026 09:00,5,785,56.07142857
44105,1,04-07-2026 10:00,4,529,37.78571429
44106,1,04-07-2026 11:00,3,181,12.92857143
44107,1,04-07-2026 12:00,2,166,11.85714286
44108,1,04-07-2026 13:00,1,174,12.42857143
44109,1,04-07-2026 14:00,3,303,21.64285714
44110,1,04-07-2026 15:00,1,140,10
44111,1,04-07-2026 16:00,2,477,34.07142857
44112,1,04-07-2026 17:00,4,553,39.5
44113,1,04-07-2026 18:00,4,994,71
44114,1,04-07-2026 19:00,4,994,71
44115,1,04-07-2026 20:00,2,544,38.85714286
44116,1,04-07-2026 21:00,2,156,11.14285714
44117,1,04-07-2026 22:00,3,77,5.5
44118,1,04-07-2026 23:00,1,83,5.928571429
44119,1,05-07-2026 00:00,2,109,7.785714286
44120,1,05-07-2026 01:00,3,65,4.642857143
44121,1,05-07-2026 02:00,3,171,12.21428571
44122,1,05-07-2026 03:00,1,97,6.928571429
44123,1,05-07-2026 04:00,2,72,5.142857143
44124,1,05-07-2026 05:00,3,239,17.07142857
44125,1,05-07-2026 06:00,3,316,22.57142857
44126,1,05-07-2026 07:00,4,894,63.85714286
44127,1,05-07-2026 08:00,4,668,47.71428571
44128,1,05-07-2026 09:00,5,708,50.57142857
44129,1,05-07-2026 10:00,3,527,37.64285714
44130,1,05-07-2026 11:00,3,249,17.78571429
44131,1,05-07-2026 12:00,2,127,9.071428571
44132,1,05-07-2026 13:00,1,284,20.28571429
44133,1,05-07-2026 14:00,2,50,3.571428571
44134,1,05-07-2026 15:00,3,306,21.85714286
44135,1,05-07-2026 16:00,2,559,39.92857143
44136,1,05-07-2026 17:00,5,884,63.14285714
44137,1,05-07-2026 18:00,5,733,52.35714286
44138,1,05-07-2026 19:00,4,842,60.14285714
44139,1,05-07-2026 20:00,2,485,34.64285714
44140,1,05-07-2026 21:00,1,331,23.64285714
44141,1,05-07-2026 22:00,2,55,3.928571429
44142,1,05-07-2026 23:00,2,61,4.357142857
44143,1,06-07-2026 00:00,1,125,8.928571429
44144,1,06-07-2026 01:00,3,110,7.857142857
44145,1,06-07-2026 02:00,3,125,8.928571429
44146,1,06-07-2026 03:00,2,95,6.785714286
44147,1,06-07-2026 04:00,1,146,10.42857143
44148,1,06-07-2026 05:00,2,87,6.214285714
44149,1,06-07-2026 06:00,3,411,29.35714286
44150,1,06-07-2026 07:00,4,1016,72.57142857
44151,1,06-07-2026 08:00,5,815,58.21428571
44152,1,06-07-2026 09:00,4,1172,83.71428571
44153,1,06-07-2026 10:00,3,310,22.14285714
44154,1,06-07-2026 11:00,3,175,12.5
44155,1,06-07-2026 12:00,1,81,5.785714286
44156,1,06-07-2026 13:00,1,279,19.92857143
44157,1,06-07-2026 14:00,2,250,17.85714286
44158,1,06-07-2026 15:00,1,233,16.64285714
44159,1,06-07-2026 16:00,3,466,33.28571429
44160,1,06-07-2026 17:00,4,1110,79.28571429
44161,1,06-07-2026 18:00,5,1050,75
44162,1,06-07-2026 19:00,4,923,65.92857143
44163,1,06-07-2026 20:00,4,623,44.5
44164,1,06-07-2026 21:00,3,319,22.78571429
44165,1,06-07-2026 22:00,3,62,4.428571429
44166,1,06-07-2026 23:00,2,96,6.857142857
44167,1,07-07-2026 00:00,1,103,7.357142857
44168,1,07-07-2026 01:00,3,109,7.785714286
44169,1,07-07-2026 02:00,2,120,8.571428571
44170,1,07-07-2026 03:00,3,126,9
44171,1,07-07-2026 04:00,2,53,3.785714286
44172,1,07-07-2026 05:00,1,246,17.57142857
44173,1,07-07-2026 06:00,2,597,42.64285714
44174,1,07-07-2026 07:00,5,944,67.42857143
44175,1,07-07-2026 08:00,4,1236,88.28571429
44176,1,07-07-2026 09:00,5,1042,74.42857143
44177,1,07-07-2026 10:00,4,441,31.5
44178,1,07-07-2026 11:00,1,222,15.85714286
44179,1,07-07-2026 12:00,1,266,19
44180,1,07-07-2026 13:00,2,119,8.5
44181,1,07-07-2026 14:00,3,209,14.92857143
44182,1,07-07-2026 15:00,3,58,4.142857143
44183,1,07-07-2026 16:00,4,382,27.28571429
44184,1,07-07-2026 17:00,4,1334,95.28571429
44185,1,07-07-2026 18:00,4,1051,75.07142857
44186,1,07-07-2026 19:00,4,793,56.64285714
44187,1,07-07-2026 20:00,2,353,25.21428571
44188,1,07-07-2026 21:00,3,301,21.5
44189,1,07-07-2026 22:00,2,123,8.785714286
44190,1,07-07-2026 23:00,2,134,9.571428571
44191,2,01-07-2026 00:00,2,67,4.785714286
44192,2,01-07-2026 01:00,3,166,11.85714286
44193,2,01-07-2026 02:00,3,106,7.571428571
44194,2,01-07-2026 03:00,3,50,3.571428571
44195,2,01-07-2026 04:00,1,111,7.928571429
44196,2,01-07-2026 05:00,3,212,15.14285714
44197,2,01-07-2026 06:00,3,385,27.5
44198,2,01-07-2026 07:00,4,1145,81.78571429
44199,2,01-07-2026 08:00,5,1228,87.71428571
44200,2,01-07-2026 09:00,4,1201,85.78571429
44201,2,01-07-2026 10:00,3,566,40.42857143
44202,2,01-07-2026 11:00,1,150,10.71428571
44203,2,01-07-2026 12:00,1,214,15.28571429
44204,2,01-07-2026 13:00,3,181,12.92857143
44205,2,01-07-2026 14:00,3,174,12.42857143
44206,2,01-07-2026 15:00,3,154,11
44207,2,01-07-2026 16:00,2,313,22.35714286
44208,2,01-07-2026 17:00,4,875,62.5
44209,2,01-07-2026 18:00,4,955,68.21428571
44210,2,01-07-2026 19:00,5,1222,87.28571429
44211,2,01-07-2026 20:00,2,463,33.07142857
44212,2,01-07-2026 21:00,1,128,9.142857143
44213,2,01-07-2026 22:00,3,162,11.57142857
44214,2,01-07-2026 23:00,1,74,5.285714286
44215,2,02-07-2026 00:00,3,128,9.142857143
44216,2,02-07-2026 01:00,1,115,8.214285714
44217,2,02-07-2026 02:00,3,135,9.642857143
44218,2,02-07-2026 03:00,3,112,8
44219,2,02-07-2026 04:00,2,66,4.714285714
44220,2,02-07-2026 05:00,2,234,16.71428571
44221,2,02-07-2026 06:00,4,531,37.92857143
44222,2,02-07-2026 07:00,4,820,58.57142857
44223,2,02-07-2026 08:00,5,803,57.35714286
44224,2,02-07-2026 09:00,4,1008,72
44225,2,02-07-2026 10:00,4,533,38.07142857
44226,2,02-07-2026 11:00,2,242,17.28571429
44227,2,02-07-2026 12:00,1,260,18.57142857
44228,2,02-07-2026 13:00,1,262,18.71428571
44229,2,02-07-2026 14:00,3,137,9.785714286
44230,2,02-07-2026 15:00,1,150,10.71428571
44231,2,02-07-2026 16:00,4,488,34.85714286
44232,2,02-07-2026 17:00,4,867,61.92857143
44233,2,02-07-2026 18:00,5,1424,100
44234,2,02-07-2026 19:00,4,1093,78.07142857
44235,2,02-07-2026 20:00,4,515,36.78571429
44236,2,02-07-2026 21:00,2,139,9.928571429
44237,2,02-07-2026 22:00,3,113,8.071428571
44238,2,02-07-2026 23:00,3,88,6.285714286
44239,2,03-07-2026 00:00,3,74,5.285714286
44240,2,03-07-2026 01:00,1,50,3.571428571
44241,2,03-07-2026 02:00,3,87,6.214285714
44242,2,03-07-2026 03:00,3,109,7.785714286
44243,2,03-07-2026 04:00,1,50,3.571428571
44244,2,03-07-2026 05:00,2,198,14.14285714
44245,2,03-07-2026 06:00,4,575,41.07142857
44246,2,03-07-2026 07:00,5,877,62.64285714
44247,2,03-07-2026 08:00,4,1096,78.28571429
44248,2,03-07-2026 09:00,5,881,62.92857143
44249,2,03-07-2026 10:00,3,410,29.28571429
44250,2,03-07-2026 11:00,3,265,18.92857143
44251,2,03-07-2026 12:00,3,224,16
44252,2,03-07-2026 13:00,1,239,17.07142857
44253,2,03-07-2026 14:00,2,151,10.78571429
44254,2,03-07-2026 15:00,3,223,15.92857143
44255,2,03-07-2026 16:00,2,317,22.64285714
44256,2,03-07-2026 17:00,4,1071,76.5
44257,2,03-07-2026 18:00,5,681,48.64285714
44258,2,03-07-2026 19:00,4,956,68.28571429
44259,2,03-07-2026 20:00,3,460,32.85714286
44260,2,03-07-2026 21:00,3,304,21.71428571
44261,2,03-07-2026 22:00,2,98,7
44262,2,03-07-2026 23:00,1,118,8.428571429
44263,2,04-07-2026 00:00,1,66,4.714285714
44264,2,04-07-2026 01:00,3,109,7.785714286
44265,2,04-07-2026 02:00,3,81,5.785714286
44266,2,04-07-2026 03:00,2,155,11.07142857
44267,2,04-07-2026 04:00,2,90,6.428571429
44268,2,04-07-2026 05:00,2,302,21.57142857
44269,2,04-07-2026 06:00,3,485,34.64285714
44270,2,04-07-2026 07:00,4,757,54.07142857
44271,2,04-07-2026 08:00,4,868,62
44272,2,04-07-2026 09:00,5,923,65.92857143
44273,2,04-07-2026 10:00,3,544,38.85714286
44274,2,04-07-2026 11:00,1,301,21.5
44275,2,04-07-2026 12:00,1,141,10.07142857
44276,2,04-07-2026 13:00,1,221,15.78571429
44277,2,04-07-2026 14:00,3,298,21.28571429
44278,2,04-07-2026 15:00,1,223,15.92857143
44279,2,04-07-2026 16:00,3,366,26.14285714
44280,2,04-07-2026 17:00,5,751,53.64285714
44281,2,04-07-2026 18:00,5,982,70.14285714
44282,2,04-07-2026 19:00,5,916,65.42857143
44283,2,04-07-2026 20:00,4,538,38.42857143
44284,2,04-07-2026 21:00,1,234,16.71428571
44285,2,04-07-2026 22:00,1,104,7.428571429
44286,2,04-07-2026 23:00,3,121,8.642857143
44287,2,05-07-2026 00:00,2,96,6.857142857
44288,2,05-07-2026 01:00,1,89,6.357142857
44289,2,05-07-2026 02:00,3,100,7.142857143
44290,2,05-07-2026 03:00,3,72,5.142857143
44291,2,05-07-2026 04:00,3,55,3.928571429
44292,2,05-07-2026 05:00,1,118,8.428571429
44293,2,05-07-2026 06:00,4,450,32.14285714
44294,2,05-07-2026 07:00,4,710,50.71428571
44295,2,05-07-2026 08:00,5,821,58.64285714
44296,2,05-07-2026 09:00,4,950,67.85714286
44297,2,05-07-2026 10:00,2,581,41.5
44298,2,05-07-2026 11:00,1,160,11.42857143
44299,2,05-07-2026 12:00,3,212,15.14285714
44300,2,05-07-2026 13:00,2,217,15.5
44301,2,05-07-2026 14:00,3,357,25.5
44302,2,05-07-2026 15:00,1,194,13.85714286
44303,2,05-07-2026 16:00,4,458,32.71428571
44304,2,05-07-2026 17:00,5,807,57.64285714
44305,2,05-07-2026 18:00,5,858,61.28571429
44306,2,05-07-2026 19:00,4,818,58.42857143
44307,2,05-07-2026 20:00,3,510,36.42857143
44308,2,05-07-2026 21:00,3,146,10.42857143
44309,2,05-07-2026 22:00,3,88,6.285714286
44310,2,05-07-2026 23:00,2,116,8.285714286
44311,2,06-07-2026 00:00,1,64,4.571428571
44312,2,06-07-2026 01:00,1,121,8.642857143
44313,2,06-07-2026 02:00,1,105,7.5
44314,2,06-07-2026 03:00,3,50,3.571428571
44315,2,06-07-2026 04:00,1,77,5.5
44316,2,06-07-2026 05:00,2,245,17.5
44317,2,06-07-2026 06:00,2,430,30.71428571
44318,2,06-07-2026 07:00,4,1202,85.85714286
44319,2,06-07-2026 08:00,4,931,66.5
44320,2,06-07-2026 09:00,4,847,60.5
44321,2,06-07-2026 10:00,4,503,35.92857143
44322,2,06-07-2026 11:00,2,309,22.07142857
44323,2,06-07-2026 12:00,1,337,24.07142857
44324,2,06-07-2026 13:00,3,169,12.07142857
44325,2,06-07-2026 14:00,3,139,9.928571429
44326,2,06-07-2026 15:00,3,168,12
44327,2,06-07-2026 16:00,2,469,33.5
44328,2,06-07-2026 17:00,4,852,60.85714286
44329,2,06-07-2026 18:00,5,932,66.57142857
44330,2,06-07-2026 19:00,4,928,66.28571429
44331,2,06-07-2026 20:00,2,585,41.78571429
44332,2,06-07-2026 21:00,1,262,18.71428571
44333,2,06-07-2026 22:00,3,80,5.714285714
44334,2,06-07-2026 23:00,3,128,9.142857143
44335,2,07-07-2026 00:00,2,135,9.642857143
44336,2,07-07-2026 01:00,1,117,8.357142857
44337,2,07-07-2026 02:00,2,160,11.42857143
44338,2,07-07-2026 03:00,2,87,6.214285714
44339,2,07-07-2026 04:00,1,101,7.214285714
44340,2,07-07-2026 05:00,2,189,13.5
44341,2,07-07-2026 06:00,2,478,34.14285714
44342,2,07-07-2026 07:00,4,973,69.5
44343,2,07-07-2026 08:00,5,1018,72.71428571
44344,2,07-07-2026 09:00,5,981,70.07142857
44345,2,07-07-2026 10:00,2,423,30.21428571
44346,2,07-07-2026 11:00,1,162,11.57142857
44347,2,07-07-2026 12:00,2,170,12.14285714
44348,2,07-07-2026 13:00,3,222,15.85714286
44349,2,07-07-2026 14:00,2,124,8.857142857
44350,2,07-07-2026 15:00,3,159,11.35714286
44351,2,07-07-2026 16:00,3,560,40
44352,2,07-07-2026 17:00,5,1391,99.35714286
44353,2,07-07-2026 18:00,4,854,61
44354,2,07-07-2026 19:00,5,1199,85.64285714
44355,2,07-07-2026 20:00,3,402,28.71428571
44356,2,07-07-2026 21:00,3,301,21.5
44357,2,07-07-2026 22:00,1,50,3.571428571
44358,2,07-07-2026 23:00,1,104,7.428571429
44359,3,01-07-2026 00:00,2,104,7.428571429
44360,3,01-07-2026 01:00,2,78,5.571428571
44361,3,01-07-2026 02:00,2,96,6.857142857
44362,3,01-07-2026 03:00,1,68,4.857142857
44363,3,01-07-2026 04:00,3,50,3.571428571
44364,3,01-07-2026 05:00,2,96,6.857142857
44365,3,01-07-2026 06:00,4,296,21.14285714
44366,3,01-07-2026 07:00,4,880,62.85714286
44367,3,01-07-2026 08:00,4,1005,71.78571429
44368,3,01-07-2026 09:00,4,757,54.07142857
44369,3,01-07-2026 10:00,4,496,35.42857143
44370,3,01-07-2026 11:00,2,180,12.85714286
44371,3,01-07-2026 12:00,1,249,17.78571429
44372,3,01-07-2026 13:00,2,214,15.28571429
44373,3,01-07-2026 14:00,1,191,13.64285714
44374,3,01-07-2026 15:00,3,129,9.214285714
44375,3,01-07-2026 16:00,2,540,38.57142857
44376,3,01-07-2026 17:00,5,989,70.64285714
44377,3,01-07-2026 18:00,4,1095,78.21428571
44378,3,01-07-2026 19:00,5,809,57.78571429
44379,3,01-07-2026 20:00,3,478,34.14285714
44380,3,01-07-2026 21:00,3,70,5
44381,3,01-07-2026 22:00,2,50,3.571428571
44382,3,01-07-2026 23:00,2,51,3.642857143
44383,3,02-07-2026 00:00,2,153,10.92857143
44384,3,02-07-2026 01:00,1,119,8.5
44385,3,02-07-2026 02:00,1,50,3.571428571
44386,3,02-07-2026 03:00,1,77,5.5
44387,3,02-07-2026 04:00,1,118,8.428571429
44388,3,02-07-2026 05:00,3,84,6
44389,3,02-07-2026 06:00,3,467,33.35714286
44390,3,02-07-2026 07:00,4,1237,88.35714286
44391,3,02-07-2026 08:00,5,1030,73.57142857
44392,3,02-07-2026 09:00,4,1281,91.5
44393,3,02-07-2026 10:00,3,414,29.57142857
44394,3,02-07-2026 11:00,2,318,22.71428571
44395,3,02-07-2026 12:00,2,192,13.71428571
44396,3,02-07-2026 13:00,2,226,16.14285714
44397,3,02-07-2026 14:00,1,149,10.64285714
44398,3,02-07-2026 15:00,3,160,11.42857143
44399,3,02-07-2026 16:00,3,553,39.5
44400,3,02-07-2026 17:00,4,920,65.71428571
44401,3,02-07-2026 18:00,5,1353,96.64285714
44402,3,02-07-2026 19:00,4,973,69.5
44403,3,02-07-2026 20:00,3,393,28.07142857
44404,3,02-07-2026 21:00,3,284,20.28571429
44405,3,02-07-2026 22:00,3,136,9.714285714
44406,3,02-07-2026 23:00,1,50,3.571428571
44407,3,03-07-2026 00:00,3,102,7.285714286
44408,3,03-07-2026 01:00,1,144,10.28571429
44409,3,03-07-2026 02:00,1,168,12
44410,3,03-07-2026 03:00,3,77,5.5
44411,3,03-07-2026 04:00,2,146,10.42857143
44412,3,03-07-2026 05:00,1,222,15.85714286
44413,3,03-07-2026 06:00,4,631,45.07142857
44414,3,03-07-2026 07:00,4,988,70.57142857
44415,3,03-07-2026 08:00,4,1058,75.57142857
44416,3,03-07-2026 09:00,4,919,65.64285714
44417,3,03-07-2026 10:00,4,536,38.28571429
44418,3,03-07-2026 11:00,1,239,17.07142857
44419,3,03-07-2026 12:00,1,344,24.57142857
44420,3,03-07-2026 13:00,2,110,7.857142857
44421,3,03-07-2026 14:00,3,214,15.28571429
44422,3,03-07-2026 15:00,2,141,10.07142857
44423,3,03-07-2026 16:00,3,428,30.57142857
44424,3,03-07-2026 17:00,5,957,68.35714286
44425,3,03-07-2026 18:00,4,1147,81.92857143
44426,3,03-07-2026 19:00,5,676,48.28571429
44427,3,03-07-2026 20:00,3,251,17.92857143
44428,3,03-07-2026 21:00,1,239,17.07142857
44429,3,03-07-2026 22:00,3,98,7
44430,3,03-07-2026 23:00,2,93,6.642857143
44431,3,04-07-2026 00:00,1,88,6.285714286
44432,3,04-07-2026 01:00,3,50,3.571428571
44433,3,04-07-2026 02:00,2,157,11.21428571
44434,3,04-07-2026 03:00,2,96,6.857142857
44435,3,04-07-2026 04:00,3,85,6.071428571
44436,3,04-07-2026 05:00,1,311,22.21428571
44437,3,04-07-2026 06:00,3,529,37.78571429
44438,3,04-07-2026 07:00,4,931,66.5
44439,3,04-07-2026 08:00,4,637,45.5
44440,3,04-07-2026 09:00,4,821,58.64285714
44441,3,04-07-2026 10:00,3,461,32.92857143
44442,3,04-07-2026 11:00,1,273,19.5
44443,3,04-07-2026 12:00,3,117,8.357142857
44444,3,04-07-2026 13:00,2,219,15.64285714
44445,3,04-07-2026 14:00,2,210,15
44446,3,04-07-2026 15:00,1,151,10.78571429
44447,3,04-07-2026 16:00,2,495,35.35714286
44448,3,04-07-2026 17:00,4,773,55.21428571
44449,3,04-07-2026 18:00,5,825,58.92857143
44450,3,04-07-2026 19:00,5,889,63.5
44451,3,04-07-2026 20:00,2,459,32.78571429
44452,3,04-07-2026 21:00,2,198,14.14285714
44453,3,04-07-2026 22:00,2,117,8.357142857
44454,3,04-07-2026 23:00,1,105,7.5
44455,3,05-07-2026 00:00,3,50,3.571428571
44456,3,05-07-2026 01:00,3,76,5.428571429
44457,3,05-07-2026 02:00,3,156,11.14285714
44458,3,05-07-2026 03:00,3,66,4.714285714
44459,3,05-07-2026 04:00,3,86,6.142857143
44460,3,05-07-2026 05:00,2,304,21.71428571
44461,3,05-07-2026 06:00,4,482,34.42857143
44462,3,05-07-2026 07:00,5,968,69.14285714
44463,3,05-07-2026 08:00,4,845,60.35714286
44464,3,05-07-2026 09:00,4,709,50.64285714
44465,3,05-07-2026 10:00,4,466,33.28571429
44466,3,05-07-2026 11:00,1,220,15.71428571
44467,3,05-07-2026 12:00,3,256,18.28571429
44468,3,05-07-2026 13:00,3,131,9.357142857
44469,3,05-07-2026 14:00,2,113,8.071428571
44470,3,05-07-2026 15:00,3,343,24.5
44471,3,05-07-2026 16:00,4,653,46.64285714
44472,3,05-07-2026 17:00,5,672,48
44473,3,05-07-2026 18:00,5,927,66.21428571
44474,3,05-07-2026 19:00,4,799,57.07142857
44475,3,05-07-2026 20:00,2,402,28.71428571
44476,3,05-07-2026 21:00,3,157,11.21428571
44477,3,05-07-2026 22:00,1,103,7.357142857
44478,3,05-07-2026 23:00,3,69,4.928571429
44479,3,06-07-2026 00:00,1,153,10.92857143
44480,3,06-07-2026 01:00,2,175,12.5
44481,3,06-07-2026 02:00,1,57,4.071428571
44482,3,06-07-2026 03:00,2,50,3.571428571
44483,3,06-07-2026 04:00,3,135,9.642857143
44484,3,06-07-2026 05:00,3,270,19.28571429
44485,3,06-07-2026 06:00,3,423,30.21428571
44486,3,06-07-2026 07:00,4,1228,87.71428571
44487,3,06-07-2026 08:00,5,1073,76.64285714
44488,3,06-07-2026 09:00,5,1245,88.92857143
44489,3,06-07-2026 10:00,4,387,27.64285714
44490,3,06-07-2026 11:00,3,85,6.071428571
44491,3,06-07-2026 12:00,1,250,17.85714286
44492,3,06-07-2026 13:00,1,246,17.57142857
44493,3,06-07-2026 14:00,3,174,12.42857143
44494,3,06-07-2026 15:00,1,289,20.64285714
44495,3,06-07-2026 16:00,3,352,25.14285714
44496,3,06-07-2026 17:00,5,842,60.14285714
44497,3,06-07-2026 18:00,4,1004,71.71428571
44498,3,06-07-2026 19:00,5,735,52.5
44499,3,06-07-2026 20:00,4,354,25.28571429
44500,3,06-07-2026 21:00,2,200,14.28571429
44501,3,06-07-2026 22:00,3,108,7.714285714
44502,3,06-07-2026 23:00,3,72,5.142857143
44503,3,07-07-2026 00:00,2,153,10.92857143
44504,3,07-07-2026 01:00,1,99,7.071428571
44505,3,07-07-2026 02:00,2,111,7.928571429
44506,3,07-07-2026 03:00,3,128,9.142857143
44507,3,07-07-2026 04:00,1,151,10.78571429
44508,3,07-07-2026 05:00,3,258,18.42857143
44509,3,07-07-2026 06:00,4,297,21.21428571
44510,3,07-07-2026 07:00,5,990,70.71428571
44511,3,07-07-2026 08:00,4,1096,78.28571429
44512,3,07-07-2026 09:00,4,826,59
44513,3,07-07-2026 10:00,4,566,40.42857143
44514,3,07-07-2026 11:00,3,159,11.35714286
44515,3,07-07-2026 12:00,3,206,14.71428571
44516,3,07-07-2026 13:00,1,249,17.78571429
44517,3,07-07-2026 14:00,1,167,11.92857143
44518,3,07-07-2026 15:00,2,138,9.857142857
44519,3,07-07-2026 16:00,2,442,31.57142857
44520,3,07-07-2026 17:00,5,1217,86.92857143
44521,3,07-07-2026 18:00,4,1237,88.35714286
44522,3,07-07-2026 19:00,5,910,65
44523,3,07-07-2026 20:00,3,506,36.14285714
44524,3,07-07-2026 21:00,2,158,11.28571429
44525,3,07-07-2026 22:00,1,126,9
44526,3,07-07-2026 23:00,3,95,6.785714286
44527,4,01-07-2026 00:00,2,50,3.571428571
44528,4,01-07-2026 01:00,1,50,3.571428571
44529,4,01-07-2026 02:00,2,157,11.21428571
44530,4,01-07-2026 03:00,2,50,3.571428571
44531,4,01-07-2026 04:00,2,114,8.142857143
44532,4,01-07-2026 05:00,3,157,11.21428571
44533,4,01-07-2026 06:00,4,516,36.85714286
44534,4,01-07-2026 07:00,4,903,64.5
44535,4,01-07-2026 08:00,5,898,64.14285714
44536,4,01-07-2026 09:00,5,731,52.21428571
44537,4,01-07-2026 10:00,2,384,27.42857143
44538,4,01-07-2026 11:00,3,160,11.42857143
44539,4,01-07-2026 12:00,3,257,18.35714286
44540,4,01-07-2026 13:00,3,230,16.42857143
44541,4,01-07-2026 14:00,1,337,24.07142857
44542,4,01-07-2026 15:00,1,159,11.35714286
44543,4,01-07-2026 16:00,2,541,38.64285714
44544,4,01-07-2026 17:00,5,1056,75.42857143
44545,4,01-07-2026 18:00,4,1119,79.92857143
44546,4,01-07-2026 19:00,4,801,57.21428571
44547,4,01-07-2026 20:00,4,494,35.28571429
44548,4,01-07-2026 21:00,2,152,10.85714286
44549,4,01-07-2026 22:00,3,135,9.642857143
44550,4,01-07-2026 23:00,2,79,5.642857143
44551,4,02-07-2026 00:00,1,133,9.5
44552,4,02-07-2026 01:00,1,165,11.78571429
44553,4,02-07-2026 02:00,2,156,11.14285714
44554,4,02-07-2026 03:00,3,136,9.714285714
44555,4,02-07-2026 04:00,3,156,11.14285714
44556,4,02-07-2026 05:00,1,229,16.35714286
44557,4,02-07-2026 06:00,3,495,35.35714286
44558,4,02-07-2026 07:00,5,1005,71.78571429
44559,4,02-07-2026 08:00,5,1106,79
44560,4,02-07-2026 09:00,5,887,63.35714286
44561,4,02-07-2026 10:00,4,306,21.85714286
44562,4,02-07-2026 11:00,2,218,15.57142857
44563,4,02-07-2026 12:00,2,105,7.5
44564,4,02-07-2026 13:00,2,93,6.642857143
