Trip_ID,Route_ID,Service_ID,Shape_ID
10762,21,weekday,shp_1_34
10763,21,weekday,shp_1_34
10764,21,weekday,shp_1_34
10765,21,weekday,shp_1_34
10766,21,weekday,shp_1_34
10767,21,weekday,shp_1_34
10768,21,weekday,shp_1_34
10769,21,weekday,shp_1_34
10770,21,weekday,shp_1_34
10771,21,weekday,shp_1_34
10772,21,weekday,shp_1_34
10773,21,weekday,shp_1_34
10774,21,weekday,shp_1_34
10775,21,weekday,shp_1_34
10776,21,weekday,shp_1_34
10777,21,weekday,shp_1_34
10778,21,weekday,shp_1_34
10779,21,weekday,shp_1_34
10780,21,weekday,shp_1_34
10781,21,weekday,shp_1_34
10782,21,weekday,shp_1_34
10783,21,weekday,shp_1_34
10784,21,weekday,shp_1_34
10785,21,weekday,shp_1_34
10786,21,weekday,shp_1_34
10787,21,weekday,shp_1_34
10788,21,weekday,shp_1_34
10789,21,weekday,shp_1_34
10790,21,weekday,shp_1_34
10791,21,weekday,shp_1_34
10792,21,weekday,shp_1_34
10793,21,weekday,shp_1_34
10794,21,weekday,shp_1_34
10795,21,weekday,shp_1_34
10796,21,weekday,shp_1_34
10797,21,weekday,shp_1_34
10798,21,weekday,shp_1_34
10799,21,weekday,shp_1_34
108,0,weekday,shp_1_30
10800,21,weekday,shp_1_34
10801,21,weekday,shp_1_34
10802,21,weekday,shp_1_34
10803,21,weekday,shp_1_34
10804,21,weekday,shp_1_34
10805,21,weekday,shp_1_34
10806,21,weekday,shp_1_34
10807,21,weekday,shp_1_34
10808,21,weekday,shp_1_34
10809,21,weekday,shp_1_34
10810,21,weekday,shp_1_34
10811,21,weekday,shp_1_34
10812,21,weekday,shp_1_34
10813,21,weekday,shp_1_34
10814,21,weekday,shp_1_34
10815,21,weekday,shp_1_34
10816,21,weekday,shp_1_34
10817,21,weekday,shp_1_34
10818,21,weekday,shp_1_34
10819,21,weekday,shp_1_34
10820,21,weekday,shp_1_34
10821,21,weekday,shp_1_34
10822,21,weekday,shp_1_34
10823,21,weekday,shp_1_34
10824,21,weekday,shp_1_34
10825,21,weekday,shp_1_34
10826,21,weekday,shp_1_34
10827,21,weekday,shp_1_34
10828,21,weekday,shp_1_34
10829,21,weekday,shp_1_34
10830,21,weekday,shp_1_34
10831,21,weekday,shp_1_34
10832,21,weekday,shp_1_34
10833,21,weekday,shp_1_34
10834,21,weekday,shp_1_34
10835,21,weekday,shp_1_34
10836,21,weekday,shp_1_34
10837,21,weekday,shp_1_34
10838,21,weekday,shp_1_34
10839,21,weekday,shp_1_34
10840,21,weekday,shp_1_34
10841,21,weekday,shp_1_34
10842,21,weekday,shp_1_34
10843,21,weekday,shp_1_34
10844,21,weekday,shp_1_34
10845,21,weekday,shp_1_34
10846,21,weekday,shp_1_34
10847,21,weekday,shp_1_34
10848,21,weekday,shp_1_34
10849,21,weekday,shp_1_34
10850,21,weekday,shp_1_34
10851,21,weekday,shp_1_34
10852,21,weekday,shp_1_34
10853,21,weekday,shp_1_34
10854,21,weekday,shp_1_34
10855,21,weekday,shp_1_34
10856,21,weekday,shp_1_34
10857,21,weekday,shp_1_34
10858,21,weekday,shp_1_34
10859,21,weekday,shp_1_34
10860,21,weekday,shp_1_34
10861,21,weekday,shp_1_34
10862,21,weekday,shp_1_34
10863,21,weekday,shp_1_34
10864,21,weekday,shp_1_34
10865,21,weekday,shp_1_34
10866,21,weekday,shp_1_34
10867,21,weekday,shp_1_34
10868,21,weekday,shp_1_34
10869,21,weekday,shp_1_34
10870,21,weekday,shp_1_34
10871,21,weekday,shp_1_34
10872,21,weekday,shp_1_34
10873,21,weekday,shp_1_34
10874,21,weekday,shp_1_34
10875,21,weekday,shp_1_34
10876,21,weekday,shp_1_34
10877,21,weekday,shp_1_34
10878,21,weekday,shp_1_34
10879,21,weekday,shp_1_34
10880,21,weekday,shp_1_34
10881,21,weekday,shp_1_34
10882,21,weekday,shp_1_34
10883,21,weekday,shp_1_34
10884,21,weekday,shp_1_34
10885,21,weekday,shp_1_34
10886,21,weekday,shp_1_34
10887,21,weekday,shp_1_34
10888,21,weekday,shp_1_34
10889,21,weekday,shp_1_34
10890,21,weekday,shp_1_34
10891,21,weekday,shp_1_34
10892,21,weekday,shp_1_34
10893,21,weekday,shp_1_34
10894,21,weekday,shp_1_34
10895,21,weekday,shp_1_34
10896,21,weekday,shp_1_34
10897,21,weekday,shp_1_34
10898,21,weekday,shp_1_34
10899,21,weekday,shp_1_34
109,0,weekday,shp_1_30
10900,21,weekday,shp_1_34
10901,21,weekday,shp_1_34
10902,21,weekday,shp_1_34
10903,21,weekday,shp_1_34
10904,21,weekday,shp_1_34
10905,21,weekday,shp_1_34
10906,21,weekday,shp_1_34
10907,21,weekday,shp_1_34
10908,21,weekday,shp_1_34
10909,21,weekday,shp_1_34
10910,21,weekday,shp_1_34
10911,21,weekday,shp_1_34
10912,21,weekday,shp_1_34
10913,21,weekday,shp_1_34
10914,21,weekday,shp_1_34
10915,21,weekday,shp_1_34
10916,21,weekday,shp_1_34
10917,21,weekday,shp_1_34
10918,21,weekday,shp_1_34
10919,21,weekday,shp_1_34
10920,21,weekday,shp_1_34
10921,21,weekday,shp_1_34
10922,21,weekday,shp_1_34
10923,21,weekday,shp_1_34
10924,21,weekday,shp_1_34
10925,21,weekday,shp_1_34
10926,21,weekday,shp_1_34
10927,21,weekday,shp_1_34
10928,21,weekday,shp_1_34
10929,21,weekday,shp_1_34
10930,21,weekday,shp_1_34
10931,21,weekday,shp_1_34
10932,21,weekday,shp_1_34
10933,21,weekday,shp_1_34
10934,21,weekday,shp_1_34
10935,21,weekday,shp_1_34
10936,21,weekday,shp_1_34
10937,21,weekday,shp_1_34
10938,21,weekday,shp_1_34
10939,21,weekday,shp_1_34
10940,21,weekday,shp_1_34
10941,21,weekday,shp_1_34
10942,21,weekday,shp_1_34
10943,21,weekday,shp_1_34
10944,21,weekday,shp_1_34
10945,21,weekday,shp_1_34
10946,21,weekday,shp_1_34
10947,21,weekday,shp_1_34
10948,21,weekday,shp_1_34
10949,21,weekday,shp_1_34
10950,21,weekday,shp_1_34
10951,21,weekday,shp_1_34
10952,21,weekday,shp_1_34
10953,21,weekday,shp_1_34
10954,21,weekday,shp_1_34
10955,21,weekday,shp_1_34
10956,21,weekday,shp_1_34
10957,21,weekday,shp_1_34
10958,21,weekday,shp_1_34
10959,21,weekday,shp_1_34
10960,21,weekday,shp_1_34
10961,21,weekday,shp_1_34
10962,21,weekday,shp_1_34
10963,21,weekday,shp_1_34
10964,21,weekday,shp_1_34
10965,21,weekday,shp_1_34
10966,21,weekday,shp_1_34
10967,21,weekday,shp_1_34
10968,21,weekday,shp_1_34
10969,21,weekday,shp_1_34
11441,22,weekday,shp_1_22
11442,22,weekday,shp_1_22
11443,22,weekday,shp_1_22
11444,22,weekday,shp_1_22
11445,22,weekday,shp_1_22
11446,22,weekday,shp_1_22
11447,22,weekday,shp_1_22
11448,22,weekday,shp_1_22
11449,22,weekday,shp_1_22
11450,22,weekday,shp_1_22
11451,22,weekday,shp_1_22
11452,22,weekday,shp_1_22
11453,22,weekday,shp_1_22
11454,22,weekday,shp_1_22
11455,22,weekday,shp_1_22
11456,22,weekday,shp_1_22
11457,22,weekday,shp_1_22
11458,22,weekday,shp_1_22
11459,22,weekday,shp_1_22
11460,22,weekday,shp_1_22
11461,22,weekday,shp_1_22
11462,22,weekday,shp_1_22
11463,22,weekday,shp_1_22
11464,22,weekday,shp_1_22
11465,22,weekday,shp_1_22
11466,22,weekday,shp_1_22
11467,22,weekday,shp_1_22
11468,22,weekday,shp_1_22
11469,22,weekday,shp_1_22
11470,22,weekday,shp_1_22
11471,22,weekday,shp_1_22
11472,22,weekday,shp_1_22
11473,22,weekday,shp_1_22
11474,22,weekday,shp_1_22
11475,22,weekday,shp_1_22
11476,22,weekday,shp_1_22
11477,22,weekday,shp_1_22
11478,22,weekday,shp_1_22
11479,22,weekday,shp_1_22
11480,22,weekday,shp_1_22
11481,22,weekday,shp_1_22
11482,22,weekday,shp_1_22
11483,22,weekday,shp_1_22
11484,22,weekday,shp_1_22
11485,22,weekday,shp_1_22
11486,22,weekday,shp_1_22
11487,22,weekday,shp_1_22
11488,22,weekday,shp_1_22
11489,22,weekday,shp_1_22
11490,22,weekday,shp_1_22
11491,22,weekday,shp_1_22
11492,22,weekday,shp_1_22
11493,22,weekday,shp_1_22
11494,22,weekday,shp_1_22
11495,22,weekday,shp_1_22
11496,22,weekday,shp_1_22
11497,22,weekday,shp_1_22
11498,22,weekday,shp_1_22
11499,22,weekday,shp_1_22
11500,22,weekday,shp_1_22
11501,22,weekday,shp_1_22
11502,22,weekday,shp_1_22
11503,22,weekday,shp_1_22
11504,22,weekday,shp_1_22
11505,22,weekday,shp_1_22
11506,22,weekday,shp_1_22
11507,22,weekday,shp_1_22
11508,22,weekday,shp_1_22
11509,22,weekday,shp_1_22
11510,22,weekday,shp_1_22
11511,22,weekday,shp_1_22
11512,22,weekday,shp_1_22
11513,22,weekday,shp_1_22
11514,22,weekday,shp_1_22
11515,22,weekday,shp_1_22
11516,22,weekday,shp_1_22
11517,22,weekday,shp_1_22
11518,22,weekday,shp_1_22
11519,22,weekday,shp_1_22
11520,22,weekday,shp_1_22
11521,22,weekday,shp_1_22
11522,22,weekday,shp_1_22
11523,22,weekday,shp_1_22
11524,22,weekday,shp_1_22
11525,22,weekday,shp_1_22
11526,22,weekday,shp_1_22
11527,22,weekday,shp_1_22
11528,22,weekday,shp_1_22
11529,22,weekday,shp_1_22
11530,22,weekday,shp_1_22
11531,22,weekday,shp_1_22
11532,22,weekday,shp_1_22
11533,22,weekday,shp_1_22
11534,22,weekday,shp_1_22
11535,22,weekday,shp_1_22
11536,22,weekday,shp_1_22
11537,22,weekday,shp_1_22
11538,22,weekday,shp_1_22
11539,22,weekday,shp_1_22
11540,22,weekday,shp_1_22
11541,22,weekday,shp_1_22
11542,22,weekday,shp_1_22
11543,22,weekday,shp_1_22
11544,22,weekday,shp_1_22
11545,22,weekday,shp_1_22
11546,22,weekday,shp_1_22
11547,22,weekday,shp_1_22
11548,22,weekday,shp_1_22
11549,22,weekday,shp_1_22
11550,22,weekday,shp_1_22
11551,22,weekday,shp_1_22
11552,22,weekday,shp_1_22
11553,22,weekday,shp_1_22
11554,22,weekday,shp_1_22
11555,22,weekday,shp_1_22
11556,22,weekday,shp_1_22
11557,22,weekday,shp_1_22
11558,22,weekday,shp_1_22
11559,22,weekday,shp_1_22
11560,22,weekday,shp_1_22
11561,22,weekday,shp_1_22
11562,22,weekday,shp_1_22
11563,22,weekday,shp_1_22
11564,22,weekday,shp_1_22
11565,22,weekday,shp_1_22
11566,22,weekday,shp_1_22
11567,22,weekday,shp_1_22
11568,22,weekday,shp_1_22
11569,22,weekday,shp_1_22
11570,22,weekday,shp_1_22
11571,22,weekday,shp_1_22
11572,22,weekday,shp_1_22
11573,22,weekday,shp_1_22
11574,22,weekday,shp_1_22
11575,22,weekday,shp_1_22
11576,22,weekday,shp_1_22
11577,22,weekday,shp_1_22
11578,22,weekday,shp_1_22
11579,22,weekday,shp_1_22
11580,22,weekday,shp_1_22
11581,22,weekday,shp_1_22
11582,22,weekday,shp_1_22
11583,22,weekday,shp_1_22
11584,22,weekday,shp_1_22
11585,22,weekday,shp_1_22
11586,22,weekday,shp_1_22
11587,22,weekday,shp_1_22
11588,22,weekday,shp_1_22
11589,22,weekday,shp_1_22
11590,22,weekday,shp_1_22
11591,22,weekday,shp_1_22
11592,22,weekday,shp_1_22
11593,22,weekday,shp_1_22
11594,22,weekday,shp_1_22
11595,22,weekday,shp_1_22
11596,22,weekday,shp_1_22
11597,22,weekday,shp_1_22
11598,22,weekday,shp_1_22
11599,22,weekday,shp_1_22
11600,22,weekday,shp_1_22
11601,22,weekday,shp_1_22
11602,22,weekday,shp_1_22
11603,22,weekday,shp_1_22
11604,22,weekday,shp_1_22
11605,22,weekday,shp_1_22
11606,22,weekday,shp_1_22
11607,22,weekday,shp_1_22
11608,22,weekday,shp_1_22
11609,22,weekday,shp_1_22
11610,22,weekday,shp_1_22
11611,22,weekday,shp_1_22
11612,22,weekday,shp_1_22
11613,22,weekday,shp_1_22
11614,22,weekday,shp_1_22
11615,22,weekday,shp_1_22
11616,22,weekday,shp_1_22
11617,22,weekday,shp_1_22
11618,22,weekday,shp_1_22
11619,22,weekday,shp_1_22
11620,22,weekday,shp_1_22
11621,22,weekday,shp_1_22
11622,22,weekday,shp_1_22
11623,22,weekday,shp_1_22
11624,22,weekday,shp_1_22
11625,22,weekday,shp_1_22
11626,22,weekday,shp_1_22
11627,22,weekday,shp_1_22
11628,22,weekday,shp_1_22
11629,22,weekday,shp_1_22
11630,22,weekday,shp_1_22
11631,22,weekday,shp_1_22
11632,22,weekday,shp_1_22
11633,22,weekday,shp_1_22
11634,22,weekday,shp_1_22
11635,22,weekday,shp_1_22
11636,22,weekday,shp_1_22
11637,22,weekday,shp_1_22
11638,22,weekday,shp_1_22
11639,22,weekday,shp_1_22
11640,22,weekday,shp_1_22
11641,22,weekday,shp_1_22
11642,22,weekday,shp_1_22
11643,22,weekday,shp_1_22
11644,22,weekday,shp_1_22
11645,22,weekday,shp_1_22
11646,22,weekday,shp_1_22
11647,22,weekday,shp_1_22
11648,22,weekday,shp_1_22
11649,22,weekday,shp_1_22
11650,22,weekday,shp_1_22
11651,22,weekday,shp_1_22
11652,22,weekday,shp_1_22
11653,22,weekday,shp_1_22
11654,22,weekday,shp_1_22
11655,22,weekday,shp_1_22
11656,22,weekday,shp_1_22
11657,22,weekday,shp_1_22
11658,22,weekday,shp_1_22
11659,22,weekday,shp_1_22
11660,22,weekday,shp_1_22
11661,22,weekday,shp_1_22
11662,22,weekday,shp_1_22
11663,22,weekday,shp_1_22
11664,22,weekday,shp_1_22
11665,22,weekday,shp_1_22
11666,22,weekday,shp_1_22
11667,22,weekday,shp_1_22
11668,22,weekday,shp_1_22
11669,22,weekday,shp_1_22
11670,22,weekday,shp_1_22
11671,22,weekday,shp_1_22
11672,22,weekday,shp_1_22
11673,22,weekday,shp_1_22
11674,22,weekday,shp_1_22
11675,22,weekday,shp_1_22
11676,22,weekday,shp_1_22
11677,22,weekday,shp_1_22
11678,22,weekday,shp_1_22
11679,22,weekday,shp_1_22
12423,23,weekday,shp_1_28
12424,23,weekday,shp_1_28
12425,23,weekday,shp_1_28
12426,23,weekday,shp_1_28
12427,23,weekday,shp_1_28
12428,23,weekday,shp_1_28
12429,23,weekday,shp_1_28
12430,23,weekday,shp_1_28
12431,23,weekday,shp_1_28
12432,23,weekday,shp_1_28
12433,23,weekday,shp_1_28
12434,23,weekday,shp_1_28
12435,23,weekday,shp_1_28
12436,23,weekday,shp_1_28
12437,23,weekday,shp_1_28
12438,23,weekday,shp_1_28
12439,23,weekday,shp_1_28
12440,23,weekday,shp_1_28
12441,23,weekday,shp_1_28
12442,23,weekday,shp_1_28
12443,23,weekday,shp_1_28
12444,23,weekday,shp_1_28
12445,23,weekday,shp_1_28
12446,23,weekday,shp_1_28
12447,23,weekday,shp_1_28
12448,23,weekday,shp_1_28
12449,23,weekday,shp_1_28
12450,23,weekday,shp_1_28
12451,23,weekday,shp_1_28
12452,23,weekday,shp_1_28
12453,23,weekday,shp_1_28
12454,23,weekday,shp_1_28
12455,23,weekday,shp_1_28
12456,23,weekday,shp_1_28
12457,23,weekday,shp_1_28
12458,23,weekday,shp_1_28
12459,23,weekday,shp_1_28
12460,23,weekday,shp_1_28
12461,23,weekday,shp_1_28
12462,23,weekday,shp_1_28
12463,23,weekday,shp_1_28
12464,23,weekday,shp_1_28
12465,23,weekday,shp_1_28
12466,23,weekday,shp_1_28
12467,23,weekday,shp_1_28
12468,23,weekday,shp_1_28
12469,23,weekday,shp_1_28
12470,23,weekday,shp_1_28
12471,23,weekday,shp_1_28
12472,23,weekday,shp_1_28
12473,23,weekday,shp_1_28
12474,23,weekday,shp_1_28
12475,23,weekday,shp_1_28
12476,23,weekday,shp_1_28
12477,23,weekday,shp_1_28
12478,23,weekday,shp_1_28
12479,23,weekday,shp_1_28
12480,23,weekday,shp_1_28
12481,23,weekday,shp_1_28
12482,23,weekday,shp_1_28
12483,23,weekday,shp_1_28
12484,23,weekday,shp_1_28
12485,23,weekday,shp_1_28
12486,23,weekday,shp_1_28
12487,23,weekday,shp_1_28
12488,23,weekday,shp_1_28
12489,23,weekday,shp_1_28
12490,23,weekday,shp_1_28
12491,23,weekday,shp_1_28
12492,23,weekday,shp_1_28
