id,station_id,day_of_week,hour,avg_passengers,peak_status
44565,4,3,14,244,off-peak
44566,4,3,15,194,off-peak
44567,4,3,16,235,off-peak
44568,4,3,17,775,peak
44569,4,3,18,1033,peak
44570,4,3,19,983,peak
44571,4,3,20,268,off-peak
44572,4,3,21,300,off-peak
44573,4,3,22,258,off-peak
44574,4,3,23,262,off-peak
44575,4,4,0,248,off-peak
44576,4,4,1,225,off-peak
44577,4,4,2,317,off-peak
44578,4,4,3,313,off-peak
44579,4,4,4,269,off-peak
44580,4,4,5,203,off-peak
44581,4,4,6,326,off-peak
44582,4,4,7,1162,peak
44583,4,4,8,761,peak
44584,4,4,9,1216,peak
44585,4,4,10,307,off-peak
44586,4,4,11,121,off-peak
44587,4,4,12,201,off-peak
44588,4,4,13,118,off-peak
44589,4,4,14,342,off-peak
44590,4,4,15,226,off-peak
44591,4,4,16,134,off-peak
44592,4,4,17,1077,peak
44593,4,4,18,783,peak
44594,4,4,19,756,peak
44595,4,4,20,226,off-peak
44596,4,4,21,126,off-peak
44597,4,4,22,280,off-peak
44598,4,4,23,200,off-peak
44599,4,5,0,150,off-peak
44600,4,5,1,198,off-peak
44601,4,5,2,196,off-peak
44602,4,5,3,129,off-peak
44603,4,5,4,230,off-peak
44604,4,5,5,183,off-peak
44605,4,5,6,264,off-peak
44606,4,5,7,827,peak
44607,4,5,8,968,peak
44608,4,5,9,1011,peak
44609,4,5,10,167,off-peak
44610,4,5,11,125,off-peak
44611,4,5,12,328,off-peak
44612,4,5,13,101,off-peak
44613,4,5,14,150,off-peak
44614,4,5,15,151,off-peak
44615,4,5,16,151,off-peak
44616,4,5,17,1032,peak
44617,4,5,18,1150,peak
44618,4,5,19,1079,peak
44619,4,5,20,137,off-peak
44620,4,5,21,189,off-peak
44621,4,5,22,230,off-peak
44622,4,5,23,175,off-peak
44623,4,6,0,309,off-peak
44624,4,6,1,312,off-peak
44625,4,6,2,254,off-peak
44626,4,6,3,177,off-peak
44627,4,6,4,179,off-peak
44628,4,6,5,170,off-peak
44629,4,6,6,135,off-peak
44630,4,6,7,919,peak
44631,4,6,8,910,peak
44632,4,6,9,938,peak
44633,4,6,10,282,off-peak
44634,4,6,11,197,off-peak
44635,4,6,12,141,off-peak
44636,4,6,13,146,off-peak
44637,4,6,14,220,off-peak
44638,4,6,15,323,off-peak
44639,4,6,16,298,off-peak
44640,4,6,17,1075,peak
44641,4,6,18,1215,peak
44642,4,6,19,997,peak
44643,4,6,20,150,off-peak
44644,4,6,21,145,off-peak
44645,4,6,22,134,off-peak
44646,4,6,23,175,off-peak
44647,4,0,0,158,off-peak
44648,4,0,1,107,off-peak
44649,4,0,2,329,off-peak
44650,4,0,3,223,off-peak
44651,4,0,4,211,off-peak
44652,4,0,5,263,off-peak
44653,4,0,6,266,off-peak
44654,4,0,7,825,peak
44655,4,0,8,1204,peak
44656,4,0,9,791,peak
44657,4,0,10,165,off-peak
44658,4,0,11,322,off-peak
44659,4,0,12,340,off-peak
44660,4,0,13,103,off-peak
44661,4,0,14,233,off-peak
44662,4,0,15,350,off-peak
44663,4,0,16,255,off-peak
44664,4,0,17,1084,peak
44665,4,0,18,1131,peak
44666,4,0,19,1226,peak
44667,4,0,20,161,off-peak
44668,4,0,21,218,off-peak
44669,4,0,22,156,off-peak
44670,4,0,23,122,off-peak
44671,4,1,0,113,off-peak
44672,4,1,1,250,off-peak
44673,4,1,2,303,off-peak
44674,4,1,3,161,off-peak
44675,4,1,4,272,off-peak
44676,4,1,5,294,off-peak
44677,4,1,6,169,off-peak
44678,4,1,7,792,peak
44679,4,1,8,997,peak
44680,4,1,9,868,peak
44681,4,1,10,159,off-peak
44682,4,1,11,116,off-peak
44683,4,1,12,251,off-peak
44684,4,1,13,263,off-peak
44685,4,1,14,149,off-peak
44686,4,1,15,123,off-peak
44687,4,1,16,118,off-peak
44688,4,1,17,971,peak
44689,4,1,18,872,peak
44690,4,1,19,895,peak
44691,4,1,20,313,off-peak
44692,4,1,21,329,off-peak
44693,4,1,22,326,off-peak
44694,4,1,23,209,off-peak
44695,5,2,0,210,off-peak
44696,5,2,1,280,off-peak
44697,5,2,2,139,off-peak
44698,5,2,3,301,off-peak
44699,5,2,4,257,off-peak
44700,5,2,5,340,off-peak
44701,5,2,6,192,off-peak
44702,5,2,7,1164,peak
44703,5,2,8,1137,peak
44704,5,2,9,1153,peak
44705,5,2,10,263,off-peak
44706,5,2,11,270,off-peak
44707,5,2,12,103,off-peak
44708,5,2,13,153,off-peak
44709,5,2,14,323,off-peak
44710,5,2,15,278,off-peak
44711,5,2,16,318,off-peak
44712,5,2,17,1245,peak
44713,5,2,18,974,peak
44714,5,2,19,849,peak
44715,5,2,20,194,off-peak
44716,5,2,21,323,off-peak
44717,5,2,22,281,off-peak
44718,5,2,23,333,off-peak
44719,5,3,0,110,off-peak
44720,5,3,1,187,off-peak
44721,5,3,2,222,off-peak
44722,5,3,3,323,off-peak
44723,5,3,4,238,off-peak
44724,5,3,5,170,off-peak
44725,5,3,6,166,off-peak
44726,5,3,7,891,peak
44727,5,3,8,982,peak
44728,5,3,9,1147,peak
44729,5,3,10,118,off-peak
44730,5,3,11,349,off-peak
44731,5,3,12,159,off-peak
44732,5,3,13,120,off-peak
44733,5,3,14,291,off-peak
44734,5,3,15,271,off-peak
44735,5,3,16,134,off-peak
44736,5,3,17,810,peak
44737,5,3,18,1160,peak
44738,5,3,19,972,peak
44739,5,3,20,115,off-peak
44740,5,3,21,122,off-peak
44741,5,3,22,266,off-peak
44742,5,3,23,201,off-peak
44743,5,4,0,187,off-peak
44744,5,4,1,221,off-peak
44745,5,4,2,138,off-peak
44746,5,4,3,159,off-peak
44747,5,4,4,332,off-peak
44748,5,4,5,277,off-peak
44749,5,4,6,350,off-peak
44750,5,4,7,832,peak
44751,5,4,8,1015,peak
44752,5,4,9,979,peak
44753,5,4,10,349,off-peak
44754,5,4,11,273,off-peak
44755,5,4,12,197,off-peak
44756,5,4,13,248,off-peak
44757,5,4,14,182,off-peak
44758,5,4,15,171,off-peak
44759,5,4,16,111,off-peak
44760,5,4,17,984,peak
44761,5,4,18,786,peak
44762,5,4,19,996,peak
44763,5,4,20,246,off-peak
44764,5,4,21,190,off-peak
44765,5,4,22,285,off-peak
44766,5,4,23,198,off-peak
44767,5,5,0,344,off-peak
44768,5,5,1,223,off-peak
44769,5,5,2,282,off-peak
44770,5,5,3,160,off-peak
44771,5,5,4,244,off-peak
44772,5,5,5,277,off-peak
44773,5,5,6,316,off-peak
44774,5,5,7,944,peak
44775,5,5,8,1058,peak
44776,5,5,9,1214,peak
44777,5,5,10,337,off-peak
44778,5,5,11,346,off-peak
44779,5,5,12,107,off-peak
44780,5,5,13,347,off-peak
44781,5,5,14,272,off-peak
44782,5,5,15,246,off-peak
44783,5,5,16,170,off-peak
44784,5,5,17,868,peak
44785,5,5,18,1051,peak
44786,5,5,19,776,peak
44787,5,5,20,140,off-peak
44788,5,5,21,318,off-peak
44789,5,5,22,150,off-peak
44790,5,5,23,277,off-peak
44791,5,6,0,342,off-peak
44792,5,6,1,266,off-peak
44793,5,6,2,160,off-peak
44794,5,6,3,143,off-peak
44795,5,6,4,281,off-peak
44796,5,6,5,328,off-peak
44797,5,6,6,123,off-peak
44798,5,6,7,830,peak
44799,5,6,8,825,peak
44800,5,6,9,1186,peak
44801,5,6,10,106,off-peak
44802,5,6,11,173,off-peak
44803,5,6,12,162,off-peak
44804,5,6,13,134,off-peak
44805,5,6,14,174,off-peak
44806,5,6,15,192,off-peak
44807,5,6,16,228,off-peak
44808,5,6,17,1185,peak
44809,5,6,18,1247,peak
44810,5,6,19,1241,peak
44811,5,6,20,232,off-peak
44812,5,6,21,269,off-peak
44813,5,6,22,206,off-peak
44814,5,6,23,112,off-peak
44815,5,0,0,248,off-peak
44816,5,0,1,316,off-peak
44817,5,0,2,126,off-peak
44818,5,0,3,212,off-peak
44819,5,0,4,155,off-peak
44820,5,0,5,295,off-peak
44821,5,0,6,166,off-peak
44822,5,0,7,849,peak
44823,5,0,8,1148,peak
44824,5,0,9,1224,peak
44825,5,0,10,240,off-peak
44826,5,0,11,346,off-peak
44827,5,0,12,344,off-peak
44828,5,0,13,244,off-peak
44829,5,0,14,331,off-peak
44830,5,0,15,131,off-peak
44831,5,0,16,186,off-peak
44832,5,0,17,925,peak
44833,5,0,18,911,peak
44834,5,0,19,795,peak
44835,5,0,20,151,off-peak
44836,5,0,21,147,off-peak
44837,5,0,22,113,off-peak
44838,5,0,23,202,off-peak
44839,5,1,0,319,off-peak
44840,5,1,1,307,off-peak
44841,5,1,2,109,off-peak
44842,5,1,3,291,off-peak
44843,5,1,4,175,off-peak
44844,5,1,5,236,off-peak
44845,5,1,6,268,off-peak
44846,5,1,7,1236,peak
44847,5,1,8,775,peak
44848,5,1,9,834,peak
44849,5,1,10,113,off-peak
44850,5,1,11,269,off-peak
44851,5,1,12,149,off-peak
44852,5,1,13,121,off-peak
44853,5,1,14,132,off-peak
44854,5,1,15,248,off-peak
44855,5,1,16,146,off-peak
44856,5,1,17,863,peak
44857,5,1,18,1020,peak
44858,5,1,19,1177,peak
44859,5,1,20,103,off-peak
44860,5,1,21,278,off-peak
44861,5,1,22,251,off-peak
44862,5,1,23,118,off-peak
44863,6,2,0,305,off-peak
44864,6,2,1,278,off-peak
44865,6,2,2,217,off-peak
44866,6,2,3,301,off-peak
44867,6,2,4,160,off-peak
44868,6,2,5,311,off-peak
44869,6,2,6,322,off-peak
44870,6,2,7,1062,peak
44871,6,2,8,1199,peak
44872,6,2,9,1209,peak
44873,6,2,10,146,off-peak
44874,6,2,11,264,off-peak
44875,6,2,12,106,off-peak
44876,6,2,13,114,off-peak
44877,6,2,14,243,off-peak
44878,6,2,15,219,off-peak
44879,6,2,16,338,off-peak
44880,6,2,17,1156,peak
44881,6,2,18,1204,peak
44882,6,2,19,968,peak
44883,6,2,20,135,off-peak
44884,6,2,21,165,off-peak
44885,6,2,22,164,off-peak
44886,6,2,23,198,off-peak
44887,6,3,0,339,off-peak
44888,6,3,1,210,off-peak
44889,6,3,2,195,off-peak
44890,6,3,3,188,off-peak
44891,6,3,4,332,off-peak
44892,6,3,5,329,off-peak
44893,6,3,6,340,off-peak
44894,6,3,7,1089,peak
44895,6,3,8,1121,peak
44896,6,3,9,911,peak
44897,6,3,10,287,off-peak
44898,6,3,11,198,off-peak
44899,6,3,12,235,off-peak
44900,6,3,13,227,off-peak
44901,6,3,14,199,off-peak
44902,6,3,15,281,off-peak
44903,6,3,16,350,off-peak
44904,6,3,17,1045,peak
44905,6,3,18,949,peak
44906,6,3,19,1055,peak
44907,6,3,20,278,off-peak
44908,6,3,21,282,off-peak
44909,6,3,22,347,off-peak
44910,6,3,23,203,off-peak
44911,6,4,0,315,off-peak
44912,6,4,1,157,off-peak
44913,6,4,2,215,off-peak
44914,6,4,3,204,off-peak
