Date,station,passenger_demand,day_of_week,day,month,year,is_weekend,day_type,median_demand,p80_demand,p90_demand,crowd_level,line,latitude,longitude
2022-01-03,Dilshad Garden,62.0,0,3,1,2022,0,Weekday,105.0,151.0,174.90000000000003,Low,Red line,28.67592,77.32142
2022-01-03,Hauz Khas,167.0,0,3,1,2022,0,Weekday,112.0,156.0,177.0,High,Magenta line / Yellow line,28.5442564,77.2067072
2022-01-03,Inderlok,189.0,0,3,1,2022,0,Weekday,108.0,153.0,179.0,High,Green line / Red line,28.67319,77.16994
2022-01-03,Janakpuri West,147.0,0,3,1,2022,0,Weekday,117.0,157.0,176.2,Medium,Blue line / Magenta line,28.62943,77.07767
2022-01-03,Jasola Vihar,86.0,0,3,1,2022,0,Weekday,104.0,148.0,170.0,Low,Magenta line,28.5458279,77.2966578
2022-01-03,Kalkaji Mandir,89.0,0,3,1,2022,0,Weekday,114.0,153.20000000000005,179.20000000000005,Low,Magenta line / Voilet line,28.5497752,77.2606671
2022-01-03,Kashmere Gate,195.0,0,3,1,2022,0,Weekday,109.0,150.0,172.90000000000003,High,Voilet line / Red line / Yellow line,28.6675,77.22817
2022-01-03,Kirti Nagar,48.0,0,3,1,2022,0,Weekday,43.0,67.0,79.40000000000003,Medium,Green line branch / Blue line,28.65575,77.15057
2022-01-03,Laxmi Nagar,187.0,0,3,1,2022,0,Weekday,112.0,159.0,180.0,High,Blue line branch,28.63064,77.27749
2022-01-03,Mandi House,194.0,0,3,1,2022,0,Weekday,177.5,228.8,261.0,Medium,Blue line / Voilet line,28.62588,77.2341
2022-01-03,Model Town,147.0,0,3,1,2022,0,Weekday,113.0,154.0,182.2,Medium,Yellow line,28.70278,77.19363
2022-01-03,Netaji Subhash Place,66.0,0,3,1,2022,0,Weekday,46.0,74.0,94.0,Medium,Pink line / Red line,28.69605175,77.15264042
2022-01-03,New Delhi,183.0,0,3,1,2022,0,Weekday,168.5,220.8,246.0,Medium,Yellow line,28.64307,77.22144
2022-01-03,Noida City Centre,205.0,0,3,1,2022,0,Weekday,250.0,311.0,341.0,Low,Blue line,28.57466,77.35608
2022-01-03,Pragati Maidan,86.0,0,3,1,2022,0,Weekday,48.0,77.0,95.20000000000005,High,Blue line,28.62342,77.2425
2022-01-03,Rajiv Chowk,312.0,0,3,1,2022,0,Weekday,312.0,382.0,420.90000000000003,Medium,Yellow line / Blue line,28.63282,77.21826
2022-01-03,Rajouri Garden,56.0,0,3,1,2022,0,Weekday,114.0,153.0,175.0,Low,Pink line / Blue line,28.6421518,77.11606038
2022-01-03,Shivaji Park,57.0,0,3,1,2022,0,Weekday,43.0,69.80000000000001,91.0,Medium,Green line,28.6749,77.13056
2022-01-04,AIIMS,166.0,1,4,1,2022,0,Weekday,105.0,151.0,180.80000000000007,High,Yellow line,28.56892,77.20771
2022-01-04,Barakhamba Road,22.0,1,4,1,2022,0,Weekday,43.0,71.0,88.0,Low,Blue line,28.63003,77.22436
2022-01-04,Central Secretariat,89.0,1,4,1,2022,0,Weekday,113.5,156.60000000000002,180.3,Low,Yellow line / Voilet line,28.61474,77.21191
2022-01-04,Chandni Chowk,109.0,1,4,1,2022,0,Weekday,112.0,155.4000000000001,175.10000000000002,Low,Yellow line,28.65785,77.23014
2022-01-04,Dilshad Garden,39.0,1,4,1,2022,0,Weekday,105.0,151.0,174.90000000000003,Low,Red line,28.67592,77.32142
2022-01-04,Hauz Khas,169.0,1,4,1,2022,0,Weekday,112.0,156.0,177.0,High,Magenta line / Yellow line,28.5442564,77.2067072
2022-01-04,Inderlok,160.0,1,4,1,2022,0,Weekday,108.0,153.0,179.0,High,Green line / Red line,28.67319,77.16994
2022-01-04,Janakpuri West,61.0,1,4,1,2022,0,Weekday,117.0,157.0,176.2,Low,Blue line / Magenta line,28.62943,77.07767
2022-01-04,Jasola Vihar,196.0,1,4,1,2022,0,Weekday,104.0,148.0,170.0,High,Magenta line,28.5458279,77.2966578
2022-01-04,Kalkaji Mandir,159.0,1,4,1,2022,0,Weekday,114.0,153.20000000000005,179.20000000000005,High,Magenta line / Voilet line,28.5497752,77.2606671
2022-01-04,Kashmere Gate,124.0,1,4,1,2022,0,Weekday,109.0,150.0,172.90000000000003,Medium,Voilet line / Red line / Yellow line,28.6675,77.22817
2022-01-04,Kirti Nagar,58.0,1,4,1,2022,0,Weekday,43.0,67.0,79.40000000000003,Medium,Green line branch / Blue line,28.65575,77.15057
2022-01-04,Laxmi Nagar,39.0,1,4,1,2022,0,Weekday,112.0,159.0,180.0,Low,Blue line branch,28.63064,77.27749
2022-01-04,Mandi House,134.0,1,4,1,2022,0,Weekday,177.5,228.8,261.0,Low,Blue line / Voilet line,28.62588,77.2341
2022-01-04,Model Town,91.0,1,4,1,2022,0,Weekday,113.0,154.0,182.2,Low,Yellow line,28.70278,77.19363
2022-01-04,Netaji Subhash Place,115.0,1,4,1,2022,0,Weekday,46.0,74.0,94.0,High,Pink line / Red line,28.69605175,77.15264042
2022-01-04,New Delhi,256.0,1,4,1,2022,0,Weekday,168.5,220.8,246.0,High,Yellow line,28.64307,77.22144
2022-01-04,Noida City Centre,249.0,1,4,1,2022,0,Weekday,250.0,311.0,341.0,Low,Blue line,28.57466,77.35608
2022-01-04,Pragati Maidan,23.0,1,4,1,2022,0,Weekday,48.0,77.0,95.20000000000005,Low,Blue line,28.62342,77.2425
2022-01-04,Punjabi Bagh,69.0,1,4,1,2022,0,Weekday,44.0,69.0,85.0,Medium,Green line,28.67289,77.14614
2022-01-04,Rajiv Chowk,314.0,1,4,1,2022,0,Weekday,312.0,382.0,420.90000000000003,Medium,Yellow line / Blue line,28.63282,77.21826
2022-01-04,Rajouri Garden,182.0,1,4,1,2022,0,Weekday,114.0,153.0,175.0,High,Pink line / Blue line,28.6421518,77.11606038
2022-01-05,AIIMS,131.0,2,5,1,2022,0,Weekday,105.0,151.0,180.80000000000007,Medium,Yellow line,28.56892,77.20771
2022-01-05,Barakhamba Road,39.0,2,5,1,2022,0,Weekday,43.0,71.0,88.0,Low,Blue line,28.63003,77.22436
2022-01-05,Central Secretariat,159.0,2,5,1,2022,0,Weekday,113.5,156.60000000000002,180.3,High,Yellow line / Voilet line,28.61474,77.21191
2022-01-05,Chandni Chowk,168.0,2,5,1,2022,0,Weekday,112.0,155.4000000000001,175.10000000000002,High,Yellow line,28.65785,77.23014
2022-01-05,Dilshad Garden,98.0,2,5,1,2022,0,Weekday,105.0,151.0,174.90000000000003,Low,Red line,28.67592,77.32142
2022-01-05,Hauz Khas,74.0,2,5,1,2022,0,Weekday,112.0,156.0,177.0,Low,Magenta line / Yellow line,28.5442564,77.2067072
2022-01-05,Inderlok,49.0,2,5,1,2022,0,Weekday,108.0,153.0,179.0,Low,Green line / Red line,28.67319,77.16994
2022-01-05,Janakpuri West,73.0,2,5,1,2022,0,Weekday,117.0,157.0,176.2,Low,Blue line / Magenta line,28.62943,77.07767
2022-01-05,Jasola Vihar,121.0,2,5,1,2022,0,Weekday,104.0,148.0,170.0,Medium,Magenta line,28.5458279,77.2966578
2022-01-05,Kalkaji Mandir,29.0,2,5,1,2022,0,Weekday,114.0,153.20000000000005,179.20000000000005,Low,Magenta line / Voilet line,28.5497752,77.2606671
2022-01-05,Kashmere Gate,59.0,2,5,1,2022,0,Weekday,109.0,150.0,172.90000000000003,Low,Voilet line / Red line / Yellow line,28.6675,77.22817
2022-01-05,Kirti Nagar,47.0,2,5,1,2022,0,Weekday,43.0,67.0,79.40000000000003,Medium,Green line branch / Blue line,28.65575,77.15057
2022-01-05,Laxmi Nagar,55.0,2,5,1,2022,0,Weekday,112.0,159.0,180.0,Low,Blue line branch,28.63064,77.27749
2022-01-05,Mandi House,264.0,2,5,1,2022,0,Weekday,177.5,228.8,261.0,High,Blue line / Voilet line,28.62588,77.2341
2022-01-05,Model Town,142.0,2,5,1,2022,0,Weekday,113.0,154.0,182.2,Medium,Yellow line,28.70278,77.19363
2022-01-05,Netaji Subhash Place,40.0,2,5,1,2022,0,Weekday,46.0,74.0,94.0,Low,Pink line / Red line,28.69605175,77.15264042
2022-01-05,New Delhi,172.0,2,5,1,2022,0,Weekday,168.5,220.8,246.0,Medium,Yellow line,28.64307,77.22144
2022-01-05,Noida City Centre,167.0,2,5,1,2022,0,Weekday,250.0,311.0,341.0,Low,Blue line,28.57466,77.35608
2022-01-05,Punjabi Bagh,102.0,2,5,1,2022,0,Weekday,44.0,69.0,85.0,High,Green line,28.67289,77.14614
2022-01-05,Rajiv Chowk,213.0,2,5,1,2022,0,Weekday,312.0,382.0,420.90000000000003,Low,Yellow line / Blue line,28.63282,77.21826
2022-01-05,Rajouri Garden,141.0,2,5,1,2022,0,Weekday,114.0,153.0,175.0,Medium,Pink line / Blue line,28.6421518,77.11606038
2022-01-05,Shivaji Park,73.0,2,5,1,2022,0,Weekday,43.0,69.80000000000001,91.0,High,Green line,28.6749,77.13056
2022-01-06,AIIMS,57.0,3,6,1,2022,0,Weekday,105.0,151.0,180.80000000000007,Low,Yellow line,28.56892,77.20771
2022-01-06,Barakhamba Road,58.0,3,6,1,2022,0,Weekday,43.0,71.0,88.0,Medium,Blue line,28.63003,77.22436
2022-01-06,Central Secretariat,134.0,3,6,1,2022,0,Weekday,113.5,156.60000000000002,180.3,Medium,Yellow line / Voilet line,28.61474,77.21191
2022-01-06,Chandni Chowk,142.0,3,6,1,2022,0,Weekday,112.0,155.4000000000001,175.10000000000002,Medium,Yellow line,28.65785,77.23014
2022-01-06,Dilshad Garden,164.0,3,6,1,2022,0,Weekday,105.0,151.0,174.90000000000003,High,Red line,28.67592,77.32142
2022-01-06,Hauz Khas,85.0,3,6,1,2022,0,Weekday,112.0,156.0,177.0,Low,Magenta line / Yellow line,28.5442564,77.2067072
2022-01-06,Inderlok,81.0,3,6,1,2022,0,Weekday,108.0,153.0,179.0,Low,Green line / Red line,28.67319,77.16994
2022-01-06,Janakpuri West,72.0,3,6,1,2022,0,Weekday,117.0,157.0,176.2,Low,Blue line / Magenta line,28.62943,77.07767
2022-01-06,Jasola Vihar,57.0,3,6,1,2022,0,Weekday,104.0,148.0,170.0,Low,Magenta line,28.5458279,77.2966578
2022-01-06,Kalkaji Mandir,60.0,3,6,1,2022,0,Weekday,114.0,153.20000000000005,179.20000000000005,Low,Magenta line / Voilet line,28.5497752,77.2606671
2022-01-06,Kashmere Gate,92.0,3,6,1,2022,0,Weekday,109.0,150.0,172.90000000000003,Low,Voilet line / Red line / Yellow line,28.6675,77.22817
2022-01-06,Kirti Nagar,23.0,3,6,1,2022,0,Weekday,43.0,67.0,79.40000000000003,Low,Green line branch / Blue line,28.65575,77.15057
2022-01-06,Laxmi Nagar,73.0,3,6,1,2022,0,Weekday,112.0,159.0,180.0,Low,Blue line branch,28.63064,77.27749
2022-01-06,Mandi House,246.0,3,6,1,2022,0,Weekday,177.5,228.8,261.0,High,Blue line / Voilet line,28.62588,77.2341
2022-01-06,Model Town,192.0,3,6,1,2022,0,Weekday,113.0,154.0,182.2,High,Yellow line,28.70278,77.19363
2022-01-06,New Delhi,43.0,3,6,1,2022,0,Weekday,168.5,220.8,246.0,Low,Yellow line,28.64307,77.22144
2022-01-06,Noida City Centre,295.0,3,6,1,2022,0,Weekday,250.0,311.0,341.0,Medium,Blue line,28.57466,77.35608
2022-01-06,Pragati Maidan,61.0,3,6,1,2022,0,Weekday,48.0,77.0,95.20000000000005,Medium,Blue line,28.62342,77.2425
2022-01-06,Punjabi Bagh,58.0,3,6,1,2022,0,Weekday,44.0,69.0,85.0,Medium,Green line,28.67289,77.14614
2022-01-06,Rajiv Chowk,390.0,3,6,1,2022,0,Weekday,312.0,382.0,420.90000000000003,High,Yellow line / Blue line,28.63282,77.21826
2022-01-06,Rajouri Garden,113.0,3,6,1,2022,0,Weekday,114.0,153.0,175.0,Low,Pink line / Blue line,28.6421518,77.11606038
2022-01-06,Shivaji Park,63.0,3,6,1,2022,0,Weekday,43.0,69.80000000000001,91.0,Medium,Green line,28.6749,77.13056
2022-01-07,AIIMS,75.0,4,7,1,2022,0,Weekday,105.0,151.0,180.80000000000007,Low,Yellow line,28.56892,77.20771
2022-01-07,Barakhamba Road,71.0,4,7,1,2022,0,Weekday,43.0,71.0,88.0,Medium,Blue line,28.63003,77.22436
2022-01-07,Central Secretariat,79.0,4,7,1,2022,0,Weekday,113.5,156.60000000000002,180.3,Low,Yellow line / Voilet line,28.61474,77.21191
2022-01-07,Chandni Chowk,52.0,4,7,1,2022,0,Weekday,112.0,155.4000000000001,175.10000000000002,Low,Yellow line,28.65785,77.23014
2022-01-07,Dilshad Garden,157.0,4,7,1,2022,0,Weekday,105.0,151.0,174.90000000000003,High,Red line,28.67592,77.32142
2022-01-07,Hauz Khas,88.0,4,7,1,2022,0,Weekday,112.0,156.0,177.0,Low,Magenta line / Yellow line,28.5442564,77.2067072
2022-01-07,Inderlok,63.0,4,7,1,2022,0,Weekday,108.0,153.0,179.0,Low,Green line / Red line,28.67319,77.16994
2022-01-07,Janakpuri West,174.0,4,7,1,2022,0,Weekday,117.0,157.0,176.2,High,Blue line / Magenta line,28.62943,77.07767
2022-01-07,Jasola Vihar,138.0,4,7,1,2022,0,Weekday,104.0,148.0,170.0,Medium,Magenta line,28.5458279,77.2966578
2022-01-07,Kalkaji Mandir,44.0,4,7,1,2022,0,Weekday,114.0,153.20000000000005,179.20000000000005,Low,Magenta line / Voilet line,28.5497752,77.2606671
2022-01-07,Kashmere Gate,105.0,4,7,1,2022,0,Weekday,109.0,150.0,172.90000000000003,Low,Voilet line / Red line / Yellow line,28.6675,77.22817
2022-01-07,Kirti Nagar,34.0,4,7,1,2022,0,Weekday,43.0,67.0,79.40000000000003,Low,Green line branch / Blue line,28.65575,77.15057
2022-01-07,Laxmi Nagar,71.0,4,7,1,2022,0,Weekday,112.0,159.0,180.0,Low,Blue line branch,28.63064,77.27749
2022-01-07,Mandi House,262.0,4,7,1,2022,0,Weekday,177.5,228.8,261.0,High,Blue line / Voilet line,28.62588,77.2341
2022-01-07,Model Town,152.0,4,7,1,2022,0,Weekday,113.0,154.0,182.2,Medium,Yellow line,28.70278,77.19363
2022-01-07,New Delhi,244.0,4,7,1,2022,0,Weekday,168.5,220.8,246.0,High,Yellow line,28.64307,77.22144
2022-01-07,Noida City Centre,203.0,4,7,1,2022,0,Weekday,250.0,311.0,341.0,Low,Blue line,28.57466,77.35608
2022-01-07,Pragati Maidan,109.0,4,7,1,2022,0,Weekday,48.0,77.0,95.20000000000005,High,Blue line,28.62342,77.2425
2022-01-07,Punjabi Bagh,67.0,4,7,1,2022,0,Weekday,44.0,69.0,85.0,Medium,Green line,28.67289,77.14614
2022-01-07,Rajiv Chowk,208.0,4,7,1,2022,0,Weekday,312.0,382.0,420.90000000000003,Low,Yellow line / Blue line,28.63282,77.21826
2022-01-07,Rajouri Garden,101.0,4,7,1,2022,0,Weekday,114.0,153.0,175.0,Low,Pink line / Blue line,28.6421518,77.11606038
2022-01-07,Shivaji Park,34.0,4,7,1,2022,0,Weekday,43.0,69.80000000000001,91.0,Low,Green line,28.6749,77.13056
2022-01-08,AIIMS,96.0,5,8,1,2022,1,Weekend,105.0,151.0,180.80000000000007,Low,Yellow line,28.56892,77.20771
2022-01-08,Barakhamba Road,55.0,5,8,1,2022,1,Weekend,43.0,71.0,88.0,Medium,Blue line,28.63003,77.22436
2022-01-08,Central Secretariat,129.0,5,8,1,2022,1,Weekend,113.5,156.60000000000002,180.3,Medium,Yellow line / Voilet line,28.61474,77.21191
2022-01-08,Chandni Chowk,75.0,5,8,1,2022,1,Weekend,112.0,155.4000000000001,175.10000000000002,Low,Yellow line,28.65785,77.23014
2022-01-08,Dilshad Garden,93.0,5,8,1,2022,1,Weekend,105.0,151.0,174.90000000000003,Low,Red line,28.67592,77.32142
2022-01-08,Hauz Khas,38.0,5,8,1,2022,1,Weekend,112.0,156.0,177.0,Low,Magenta line / Yellow line,28.5442564,77.2067072
2022-01-08,Inderlok,203.0,5,8,1,2022,1,Weekend,108.0,153.0,179.0,High,Green line / Red line,28.67319,77.16994
2022-01-08,Janakpuri West,103.0,5,8,1,2022,1,Weekend,117.0,157.0,176.2,Low,Blue line / Magenta line,28.62943,77.07767
2022-01-08,Jasola Vihar,158.0,5,8,1,2022,1,Weekend,104.0,148.0,170.0,High,Magenta line,28.5458279,77.2966578
2022-01-08,Kalkaji Mandir,191.0,5,8,1,2022,1,Weekend,114.0,153.20000000000005,179.20000000000005,High,Magenta line / Voilet line,28.5497752,77.2606671
2022-01-08,Kashmere Gate,187.0,5,8,1,2022,1,Weekend,109.0,150.0,172.90000000000003,High,Voilet line / Red line / Yellow line,28.6675,77.22817
2022-01-08,Kirti Nagar,33.0,5,8,1,2022,1,Weekend,43.0,67.0,79.40000000000003,Low,Green line branch / Blue line,28.65575,77.15057
2022-01-08,Laxmi Nagar,118.0,5,8,1,2022,1,Weekend,112.0,159.0,180.0,Medium,Blue line branch,28.63064,77.27749
2022-01-08,Mandi House,118.0,5,8,1,2022,1,Weekend,177.5,228.8,261.0,Low,Blue line / Voilet line,28.62588,77.2341
2022-01-08,Model Town,161.0,5,8,1,2022,1,Weekend,113.0,154.0,182.2,High,Yellow line,28.70278,77.19363
2022-01-08,Netaji Subhash Place,48.0,5,8,1,2022,1,Weekend,46.0,74.0,94.0,Medium,Pink line / Red line,28.69605175,77.15264042
2022-01-08,New Delhi,188.0,5,8,1,2022,1,Weekend,168.5,220.8,246.0,Medium,Yellow line,28.64307,77.22144
2022-01-08,Noida City Centre,332.0,5,8,1,2022,1,Weekend,250.0,311.0,341.0,High,Blue line,28.57466,77.35608
2022-01-08,Pragati Maidan,51.0,5,8,1,2022,1,Weekend,48.0,77.0,95.20000000000005,Medium,Blue line,28.62342,77.2425
2022-01-08,Punjabi Bagh,46.0,5,8,1,2022,1,Weekend,44.0,69.0,85.0,Medium,Green line,28.67289,77.14614
2022-01-08,Rajiv Chowk,296.0,5,8,1,2022,1,Weekend,312.0,382.0,420.90000000000003,Low,Yellow line / Blue line,28.63282,77.21826
2022-01-08,Rajouri Garden,42.0,5,8,1,2022,1,Weekend,114.0,153.0,175.0,Low,Pink line / Blue line,28.6421518,77.11606038
2022-01-08,Shivaji Park,23.0,5,8,1,2022,1,Weekend,43.0,69.80000000000001,91.0,Low,Green line,28.6749,77.13056
2022-01-09,AIIMS,83.0,6,9,1,2022,1,Weekend,105.0,151.0,180.80000000000007,Low,Yellow line,28.56892,77.20771
2022-01-09,Central Secretariat,115.0,6,9,1,2022,1,Weekend,113.5,156.60000000000002,180.3,Medium,Yellow line / Voilet line,28.61474,77.21191
2022-01-09,Chandni Chowk,149.0,6,9,1,2022,1,Weekend,112.0,155.4000000000001,175.10000000000002,Medium,Yellow line,28.65785,77.23014
2022-01-09,Dilshad Garden,160.0,6,9,1,2022,1,Weekend,105.0,151.0,174.90000000000003,High,Red line,28.67592,77.32142
2022-01-09,Hauz Khas,153.0,6,9,1,2022,1,Weekend,112.0,156.0,177.0,Medium,Magenta line / Yellow line,28.5442564,77.2067072
2022-01-09,Inderlok,156.0,6,9,1,2022,1,Weekend,108.0,153.0,179.0,High,Green line / Red line,28.67319,77.16994
2022-01-09,Janakpuri West,59.0,6,9,1,2022,1,Weekend,117.0,157.0,176.2,Low,Blue line / Magenta line,28.62943,77.07767
2022-01-09,Jasola Vihar,82.0,6,9,1,2022,1,Weekend,104.0,148.0,170.0,Low,Magenta line,28.5458279,77.2966578
2022-01-09,Kalkaji Mandir,94.0,6,9,1,2022,1,Weekend,114.0,153.20000000000005,179.20000000000005,Low,Magenta line / Voilet line,28.5497752,77.2606671
2022-01-09,Kashmere Gate,146.0,6,9,1,2022,1,Weekend,109.0,150.0,172.90000000000003,Medium,Voilet line / Red line / Yellow line,28.6675,77.22817
2022-01-09,Kirti Nagar,53.0,6,9,1,2022,1,Weekend,43.0,67.0,79.40000000000003,Medium,Green line branch / Blue line,28.65575,77.15057
2022-01-09,Laxmi Nagar,83.0,6,9,1,2022,1,Weekend,112.0,159.0,180.0,Low,Blue line branch,28.63064,77.27749
2022-01-09,Mandi House,168.0,6,9,1,2022,1,Weekend,177.5,228.8,261.0,Low,Blue line / Voilet line,28.62588,77.2341
2022-01-09,Model Town,164.0,6,9,1,2022,1,Weekend,113.0,154.0,182.2,High,Yellow line,28.70278,77.19363
2022-01-09,Netaji Subhash Place,28.0,6,9,1,2022,1,Weekend,46.0,74.0,94.0,Low,Pink line / Red line,28.69605175,77.15264042
2022-01-09,New Delhi,217.0,6,9,1,2022,1,Weekend,168.5,220.8,246.0,Medium,Yellow line,28.64307,77.22144
