trip_id,arrival_time,departure_time,stop_id,stop_sequence
106,17:51:57,17:52:17,11,10
106,17:54:12,17:54:32,10,11
106,17:56:27,17:56:47,9,12
106,17:58:52,17:59:12,8,13
106,18:02:37,18:02:57,7,14
106,18:05:27,18:05:47,6,15
106,18:07:52,18:08:12,5,16
106,18:10:22,18:10:42,4,17
106,18:12:52,18:13:12,3,18
106,18:15:07,18:15:27,2,19
106,18:17:22,18:17:42,1,20
107,17:33:24,17:33:44,21,0
107,17:36:14,17:36:34,20,1
107,17:38:44,17:39:04,19,2
107,17:40:49,17:41:09,18,3
107,17:43:09,17:43:29,17,4
107,17:45:39,17:45:59,16,5
107,17:48:19,17:48:39,15,6
107,17:50:19,17:50:39,14,7
107,17:52:39,17:52:59,13,8
107,17:55:14,17:55:34,12,9
107,17:58:09,17:58:29,11,10
107,18:00:24,18:00:44,10,11
107,18:02:39,18:02:59,9,12
107,18:05:04,18:05:24,8,13
107,18:08:49,18:09:09,7,14
107,18:11:39,18:11:59,6,15
107,18:14:04,18:14:24,5,16
107,18:16:34,18:16:54,4,17
107,18:19:04,18:19:24,3,18
107,18:21:19,18:21:39,2,19
107,18:23:34,18:23:54,1,20
108,17:39:36,17:39:56,21,0
108,17:42:26,17:42:46,20,1
108,17:44:56,17:45:16,19,2
108,17:47:01,17:47:21,18,3
108,17:49:21,17:49:41,17,4
108,17:51:51,17:52:11,16,5
108,17:54:31,17:54:51,15,6
108,17:56:31,17:56:51,14,7
108,17:58:51,17:59:11,13,8
108,18:01:26,18:01:46,12,9
108,18:04:21,18:04:41,11,10
108,18:06:36,18:06:56,10,11
108,18:08:51,18:09:11,9,12
108,18:11:16,18:11:36,8,13
108,18:15:01,18:15:21,7,14
108,18:17:51,18:18:11,6,15
108,18:20:16,18:20:36,5,16
108,18:22:46,18:23:06,4,17
108,18:25:16,18:25:36,3,18
108,18:27:31,18:27:51,2,19
108,18:29:46,18:30:06,1,20
109,17:45:48,17:46:08,21,0
109,17:48:38,17:48:58,20,1
109,17:51:08,17:51:28,19,2
109,17:53:13,17:53:33,18,3
109,17:55:33,17:55:53,17,4
109,17:58:03,17:58:23,16,5
109,18:00:43,18:01:03,15,6
109,18:02:43,18:03:03,14,7
109,18:05:03,18:05:23,13,8
109,18:07:38,18:07:58,12,9
109,18:10:33,18:10:53,11,10
109,18:12:48,18:13:08,10,11
109,18:15:03,18:15:23,9,12
109,18:17:28,18:17:48,8,13
109,18:21:13,18:21:33,7,14
109,18:24:03,18:24:23,6,15
109,18:26:28,18:26:48,5,16
109,18:28:58,18:29:18,4,17
109,18:31:28,18:31:48,3,18
109,18:33:43,18:34:03,2,19
109,18:35:58,18:36:18,1,20
430,05:25:02,05:25:22,21,0
430,05:27:52,05:28:12,20,1
430,05:30:22,05:30:42,19,2
430,05:32:27,05:32:47,18,3
430,05:34:47,05:35:07,17,4
430,05:37:17,05:37:37,16,5
430,05:39:57,05:40:17,15,6
430,05:41:57,05:42:17,14,7
430,05:44:17,05:44:37,13,8
430,05:46:52,05:47:12,12,9
430,05:49:47,05:50:07,11,10
430,05:52:02,05:52:22,10,11
430,05:54:17,05:54:37,9,12
430,05:56:42,05:57:02,8,13
430,06:00:27,06:00:47,7,14
430,06:03:17,06:03:37,6,15
430,06:05:42,06:06:02,5,16
430,06:08:12,06:08:32,4,17
430,06:10:42,06:11:02,3,18
430,06:12:57,06:13:17,2,19
430,06:15:12,06:15:32,1,20
430,06:17:38,06:17:58,232,21
430,06:20:08,06:20:28,231,22
430,06:22:28,06:22:48,230,23
430,06:24:50,06:25:10,229,24
430,06:27:26,06:27:46,228,25
430,06:29:11,06:29:31,227,26
430,06:32:04,06:32:24,226,27
430,06:34:17,06:34:37,225,28
431,05:32:12,05:32:32,21,0
431,05:35:02,05:35:22,20,1
431,05:37:32,05:37:52,19,2
431,05:39:37,05:39:57,18,3
431,05:41:57,05:42:17,17,4
431,05:44:27,05:44:47,16,5
431,05:47:07,05:47:27,15,6
431,05:49:07,05:49:27,14,7
431,05:51:27,05:51:47,13,8
431,05:54:02,05:54:22,12,9
431,05:56:57,05:57:17,11,10
431,05:59:12,05:59:32,10,11
431,06:01:27,06:01:47,9,12
431,06:03:52,06:04:12,8,13
431,06:07:37,06:07:57,7,14
431,06:10:27,06:10:47,6,15
431,06:12:52,06:13:12,5,16
431,06:15:22,06:15:42,4,17
431,06:17:52,06:18:12,3,18
431,06:20:07,06:20:27,2,19
431,06:22:22,06:22:42,1,20
431,06:24:48,06:25:08,232,21
431,06:27:18,06:27:38,231,22
431,06:29:38,06:29:58,230,23
431,06:32:00,06:32:20,229,24
431,06:34:36,06:34:56,228,25
431,06:36:21,06:36:41,227,26
431,06:39:14,06:39:34,226,27
431,06:41:27,06:41:47,225,28
432,05:39:22,05:39:42,21,0
432,05:42:12,05:42:32,20,1
432,05:44:42,05:45:02,19,2
432,05:46:47,05:47:07,18,3
432,05:49:07,05:49:27,17,4
432,05:51:37,05:51:57,16,5
432,05:54:17,05:54:37,15,6
432,05:56:17,05:56:37,14,7
432,05:58:37,05:58:57,13,8
432,06:01:12,06:01:32,12,9
432,06:04:07,06:04:27,11,10
432,06:06:22,06:06:42,10,11
432,06:08:37,06:08:57,9,12
432,06:11:02,06:11:22,8,13
432,06:14:47,06:15:07,7,14
432,06:17:37,06:17:57,6,15
432,06:20:02,06:20:22,5,16
432,06:22:32,06:22:52,4,17
432,06:25:02,06:25:22,3,18
432,06:27:17,06:27:37,2,19
432,06:29:32,06:29:52,1,20
432,06:31:58,06:32:18,232,21
432,06:34:28,06:34:48,231,22
432,06:36:48,06:37:08,230,23
432,06:39:10,06:39:30,229,24
432,06:41:46,06:42:06,228,25
432,06:43:31,06:43:51,227,26
432,06:46:24,06:46:44,226,27
432,06:48:37,06:48:57,225,28
433,05:46:32,05:46:52,21,0
433,05:49:22,05:49:42,20,1
433,05:51:52,05:52:12,19,2
433,05:53:57,05:54:17,18,3
433,05:56:17,05:56:37,17,4
433,05:58:47,05:59:07,16,5
433,06:01:27,06:01:47,15,6
433,06:03:27,06:03:47,14,7
433,06:05:47,06:06:07,13,8
433,06:08:22,06:08:42,12,9
433,06:11:17,06:11:37,11,10
433,06:13:32,06:13:52,10,11
433,06:15:47,06:16:07,9,12
433,06:18:12,06:18:32,8,13
433,06:21:57,06:22:17,7,14
433,06:24:47,06:25:07,6,15
433,06:27:12,06:27:32,5,16
433,06:29:42,06:30:02,4,17
433,06:32:12,06:32:32,3,18
433,06:34:27,06:34:47,2,19
433,06:36:42,06:37:02,1,20
433,06:39:08,06:39:28,232,21
433,06:41:38,06:41:58,231,22
433,06:43:58,06:44:18,230,23
433,06:46:20,06:46:40,229,24
433,06:48:56,06:49:16,228,25
433,06:50:41,06:51:01,227,26
433,06:53:34,06:53:54,226,27
433,06:55:47,06:56:07,225,28
434,05:53:42,05:54:02,21,0
434,05:56:32,05:56:52,20,1
434,05:59:02,05:59:22,19,2
434,06:01:07,06:01:27,18,3
434,06:03:27,06:03:47,17,4
434,06:05:57,06:06:17,16,5
434,06:08:37,06:08:57,15,6
434,06:10:37,06:10:57,14,7
434,06:12:57,06:13:17,13,8
434,06:15:32,06:15:52,12,9
434,06:18:27,06:18:47,11,10
434,06:20:42,06:21:02,10,11
434,06:22:57,06:23:17,9,12
434,06:25:22,06:25:42,8,13
434,06:29:07,06:29:27,7,14
434,06:31:57,06:32:17,6,15
434,06:34:22,06:34:42,5,16
434,06:36:52,06:37:12,4,17
434,06:39:22,06:39:42,3,18
434,06:41:37,06:41:57,2,19
434,06:43:52,06:44:12,1,20
434,06:46:18,06:46:38,232,21
434,06:48:48,06:49:08,231,22
434,06:51:08,06:51:28,230,23
434,06:53:30,06:53:50,229,24
434,06:56:06,06:56:26,228,25
434,06:57:51,06:58:11,227,26
434,07:00:44,07:01:04,226,27
434,07:02:57,07:03:17,225,28
435,06:00:52,06:01:12,21,0
435,06:03:42,06:04:02,20,1
435,06:06:12,06:06:32,19,2
435,06:08:17,06:08:37,18,3
435,06:10:37,06:10:57,17,4
435,06:13:07,06:13:27,16,5
435,06:15:47,06:16:07,15,6
435,06:17:47,06:18:07,14,7
435,06:20:07,06:20:27,13,8
435,06:22:42,06:23:02,12,9
435,06:25:37,06:25:57,11,10
435,06:27:52,06:28:12,10,11
435,06:30:07,06:30:27,9,12
435,06:32:32,06:32:52,8,13
435,06:36:17,06:36:37,7,14
435,06:39:07,06:39:27,6,15
435,06:41:32,06:41:52,5,16
435,06:44:02,06:44:22,4,17
435,06:46:32,06:46:52,3,18
435,06:48:47,06:49:07,2,19
435,06:51:02,06:51:22,1,20
435,06:53:28,06:53:48,232,21
435,06:55:58,06:56:18,231,22
435,06:58:18,06:58:38,230,23
435,07:00:40,07:01:00,229,24
435,07:03:16,07:03:36,228,25
435,07:05:01,07:05:21,227,26
435,07:07:54,07:08:14,226,27
435,07:10:07,07:10:27,225,28
436,06:08:02,06:08:22,21,0
436,06:10:52,06:11:12,20,1
436,06:13:22,06:13:42,19,2
436,06:15:27,06:15:47,18,3
436,06:17:47,06:18:07,17,4
436,06:20:17,06:20:37,16,5
436,06:22:57,06:23:17,15,6
436,06:24:57,06:25:17,14,7
436,06:27:17,06:27:37,13,8
436,06:29:52,06:30:12,12,9
436,06:32:47,06:33:07,11,10
436,06:35:02,06:35:22,10,11
436,06:37:17,06:37:37,9,12
436,06:39:42,06:40:02,8,13
436,06:43:27,06:43:47,7,14
436,06:46:17,06:46:37,6,15
436,06:48:42,06:49:02,5,16
436,06:51:12,06:51:32,4,17
436,06:53:42,06:54:02,3,18
436,06:55:57,06:56:17,2,19
436,06:58:12,06:58:32,1,20
436,07:00:38,07:00:58,232,21
436,07:03:08,07:03:28,231,22
436,07:05:28,07:05:48,230,23
436,07:07:50,07:08:10,229,24
436,07:10:26,07:10:46,228,25
436,07:12:11,07:12:31,227,26
436,07:15:04,07:15:24,226,27
436,07:17:17,07:17:37,225,28
437,06:15:12,06:15:32,21,0
437,06:18:02,06:18:22,20,1
437,06:20:32,06:20:52,19,2
437,06:22:37,06:22:57,18,3
437,06:24:57,06:25:17,17,4
437,06:27:27,06:27:47,16,5
437,06:30:07,06:30:27,15,6
437,06:32:07,06:32:27,14,7
437,06:34:27,06:34:47,13,8
437,06:37:02,06:37:22,12,9
437,06:39:57,06:40:17,11,10
437,06:42:12,06:42:32,10,11
437,06:44:27,06:44:47,9,12
437,06:46:52,06:47:12,8,13
437,06:50:37,06:50:57,7,14
437,06:53:27,06:53:47,6,15
437,06:55:52,06:56:12,5,16
437,06:58:22,06:58:42,4,17
437,07:00:52,07:01:12,3,18
437,07:03:07,07:03:27,2,19
437,07:05:22,07:05:42,1,20
437,07:07:48,07:08:08,232,21
437,07:10:18,07:10:38,231,22
437,07:12:38,07:12:58,230,23
437,07:15:00,07:15:20,229,24
437,07:17:36,07:17:56,228,25
437,07:19:21,07:19:41,227,26
437,07:22:14,07:22:34,226,27
437,07:24:27,07:24:47,225,28
438,06:22:22,06:22:42,21,0
438,06:25:12,06:25:32,20,1
438,06:27:42,06:28:02,19,2
438,06:29:47,06:30:07,18,3
438,06:32:07,06:32:27,17,4
438,06:34:37,06:34:57,16,5
438,06:37:17,06:37:37,15,6
438,06:39:17,06:39:37,14,7
438,06:41:37,06:41:57,13,8
438,06:44:12,06:44:32,12,9
438,06:47:07,06:47:27,11,10
438,06:49:22,06:49:42,10,11
438,06:51:37,06:51:57,9,12
438,06:54:02,06:54:22,8,13
438,06:57:47,06:58:07,7,14
438,07:00:37,07:00:57,6,15
438,07:03:02,07:03:22,5,16
438,07:05:32,07:05:52,4,17
438,07:08:02,07:08:22,3,18
438,07:10:17,07:10:37,2,19
438,07:12:32,07:12:52,1,20
438,07:14:58,07:15:18,232,21
438,07:17:28,07:17:48,231,22
438,07:19:48,07:20:08,230,23
438,07:22:10,07:22:30,229,24
438,07:24:46,07:25:06,228,25
438,07:26:31,07:26:51,227,26
438,07:29:24,07:29:44,226,27
438,07:31:37,07:31:57,225,28
439,06:29:32,06:29:52,21,0
439,06:32:22,06:32:42,20,1
439,06:34:52,06:35:12,19,2
439,06:36:57,06:37:17,18,3
439,06:39:17,06:39:37,17,4
439,06:41:47,06:42:07,16,5
439,06:44:27,06:44:47,15,6
439,06:46:27,06:46:47,14,7
439,06:48:47,06:49:07,13,8
439,06:51:22,06:51:42,12,9
439,06:54:17,06:54:37,11,10
439,06:56:32,06:56:52,10,11
439,06:58:47,06:59:07,9,12
439,07:01:12,07:01:32,8,13
439,07:04:57,07:05:17,7,14
439,07:07:47,07:08:07,6,15
439,07:10:12,07:10:32,5,16
439,07:12:42,07:13:02,4,17
439,07:15:12,07:15:32,3,18
439,07:17:27,07:17:47,2,19
439,07:19:42,07:20:02,1,20
439,07:22:08,07:22:28,232,21
439,07:24:38,07:24:58,231,22
439,07:26:58,07:27:18,230,23
439,07:29:20,07:29:40,229,24
439,07:31:56,07:32:16,228,25
439,07:33:41,07:34:01,227,26
439,07:36:34,07:36:54,226,27
439,07:38:47,07:39:07,225,28
440,06:36:42,06:37:02,21,0
440,06:39:32,06:39:52,20,1
440,06:42:02,06:42:22,19,2
440,06:44:07,06:44:27,18,3
440,06:46:27,06:46:47,17,4
440,06:48:57,06:49:17,16,5
440,06:51:37,06:51:57,15,6
440,06:53:37,06:53:57,14,7
440,06:55:57,06:56:17,13,8
440,06:58:32,06:58:52,12,9
440,07:01:27,07:01:47,11,10
440,07:03:42,07:04:02,10,11
440,07:05:57,07:06:17,9,12
440,07:08:22,07:08:42,8,13
440,07:12:07,07:12:27,7,14
440,07:14:57,07:15:17,6,15
440,07:17:22,07:17:42,5,16
440,07:19:52,07:20:12,4,17
440,07:22:22,07:22:42,3,18
440,07:24:37,07:24:57,2,19
440,07:26:52,07:27:12,1,20
440,07:29:18,07:29:38,232,21
440,07:31:48,07:32:08,231,22
440,07:34:08,07:34:28,230,23
440,07:36:30,07:36:50,229,24
440,07:39:06,07:39:26,228,25
440,07:40:51,07:41:11,227,26
440,07:43:44,07:44:04,226,27
440,07:45:57,07:46:17,225,28
441,06:43:52,06:44:12,21,0
441,06:46:42,06:47:02,20,1
441,06:49:12,06:49:32,19,2
441,06:51:17,06:51:37,18,3
441,06:53:37,06:53:57,17,4
441,06:56:07,06:56:27,16,5
441,06:58:47,06:59:07,15,6
441,07:00:47,07:01:07,14,7
441,07:03:07,07:03:27,13,8
441,07:05:42,07:06:02,12,9
441,07:08:37,07:08:57,11,10
441,07:10:52,07:11:12,10,11
441,07:13:07,07:13:27,9,12
441,07:15:32,07:15:52,8,13
441,07:19:17,07:19:37,7,14
441,07:22:07,07:22:27,6,15
441,07:24:32,07:24:52,5,16
441,07:27:02,07:27:22,4,17
441,07:29:32,07:29:52,3,18
441,07:31:47,07:32:07,2,19
441,07:34:02,07:34:22,1,20
441,07:36:28,07:36:48,232,21
441,07:38:58,07:39:18,231,22
441,07:41:18,07:41:38,230,23
441,07:43:40,07:44:00,229,24
441,07:46:16,07:46:36,228,25
441,07:48:01,07:48:21,227,26
441,07:50:54,07:51:14,226,27
441,07:53:07,07:53:27,225,28
442,06:51:02,06:51:22,21,0
442,06:53:52,06:54:12,20,1
442,06:56:22,06:56:42,19,2
442,06:58:27,06:58:47,18,3
442,07:00:47,07:01:07,17,4
442,07:03:17,07:03:37,16,5
442,07:05:57,07:06:17,15,6
442,07:07:57,07:08:17,14,7
442,07:10:17,07:10:37,13,8
442,07:12:52,07:13:12,12,9
442,07:15:47,07:16:07,11,10
442,07:18:02,07:18:22,10,11
442,07:20:17,07:20:37,9,12
442,07:22:42,07:23:02,8,13
442,07:26:27,07:26:47,7,14
442,07:29:17,07:29:37,6,15
442,07:31:42,07:32:02,5,16
442,07:34:12,07:34:32,4,17
442,07:36:42,07:37:02,3,18
442,07:38:57,07:39:17,2,19
442,07:41:12,07:41:32,1,20
442,07:43:38,07:43:58,232,21
442,07:46:08,07:46:28,231,22
442,07:48:28,07:48:48,230,23
442,07:50:50,07:51:10,229,24
442,07:53:26,07:53:46,228,25
442,07:55:11,07:55:31,227,26
442,07:58:04,07:58:24,226,27
442,08:00:17,08:00:37,225,28
443,06:58:12,06:58:32,21,0
443,07:01:02,07:01:22,20,1
443,07:03:32,07:03:52,19,2
443,07:05:37,07:05:57,18,3
443,07:07:57,07:08:17,17,4
443,07:10:27,07:10:47,16,5
443,07:13:07,07:13:27,15,6
443,07:15:07,07:15:27,14,7
443,07:17:27,07:17:47,13,8
443,07:20:02,07:20:22,12,9
443,07:22:57,07:23:17,11,10
443,07:25:12,07:25:32,10,11
443,07:27:27,07:27:47,9,12
443,07:29:52,07:30:12,8,13
443,07:33:37,07:33:57,7,14
443,07:36:27,07:36:47,6,15
443,07:38:52,07:39:12,5,16
443,07:41:22,07:41:42,4,17
443,07:43:52,07:44:12,3,18
443,07:46:07,07:46:27,2,19
443,07:48:22,07:48:42,1,20
443,07:50:48,07:51:08,232,21
443,07:53:18,07:53:38,231,22
443,07:55:38,07:55:58,230,23
443,07:58:00,07:58:20,229,24
443,08:00:36,08:00:56,228,25
443,08:02:21,08:02:41,227,26
443,08:05:14,08:05:34,226,27
443,08:07:27,08:07:47,225,28
444,07:05:22,07:05:42,21,0
444,07:08:12,07:08:32,20,1
444,07:10:42,07:11:02,19,2
444,07:12:47,07:13:07,18,3
444,07:15:07,07:15:27,17,4
444,07:17:37,07:17:57,16,5
444,07:20:17,07:20:37,15,6
444,07:22:17,07:22:37,14,7
444,07:24:37,07:24:57,13,8
444,07:27:12,07:27:32,12,9
444,07:30:07,07:30:27,11,10
444,07:32:22,07:32:42,10,11
444,07:34:37,07:34:57,9,12
444,07:37:02,07:37:22,8,13
444,07:40:47,07:41:07,7,14
444,07:43:37,07:43:57,6,15
444,07:46:02,07:46:22,5,16
444,07:48:32,07:48:52,4,17
444,07:51:02,07:51:22,3,18
444,07:53:17,07:53:37,2,19
444,07:55:32,07:55:52,1,20
444,07:57:58,07:58:18,232,21
444,08:00:28,08:00:48,231,22
444,08:02:48,08:03:08,230,23
444,08:05:10,08:05:30,229,24
444,08:07:46,08:08:06,228,25
444,08:09:31,08:09:51,227,26
444,08:12:24,08:12:44,226,27
444,08:14:37,08:14:57,225,28
445,07:12:32,07:12:52,21,0
445,07:15:22,07:15:42,20,1
445,07:17:52,07:18:12,19,2
445,07:19:57,07:20:17,18,3
445,07:22:17,07:22:37,17,4
445,07:24:47,07:25:07,16,5
445,07:27:27,07:27:47,15,6
445,07:29:27,07:29:47,14,7
445,07:31:47,07:32:07,13,8
445,07:34:22,07:34:42,12,9
445,07:37:17,07:37:37,11,10
445,07:39:32,07:39:52,10,11
445,07:41:47,07:42:07,9,12
445,07:44:12,07:44:32,8,13
445,07:47:57,07:48:17,7,14
445,07:50:47,07:51:07,6,15
445,07:53:12,07:53:32,5,16
445,07:55:42,07:56:02,4,17
445,07:58:12,07:58:32,3,18
445,08:00:27,08:00:47,2,19
445,08:02:42,08:03:02,1,20
445,08:05:08,08:05:28,232,21
445,08:07:38,08:07:58,231,22
445,08:09:58,08:10:18,230,23
445,08:12:20,08:12:40,229,24
445,08:14:56,08:15:16,228,25
445,08:16:41,08:17:01,227,26
445,08:19:34,08:19:54,226,27
445,08:21:47,08:22:07,225,28
446,07:19:42,07:20:02,21,0
446,07:22:32,07:22:52,20,1
446,07:25:02,07:25:22,19,2
446,07:27:07,07:27:27,18,3
446,07:29:27,07:29:47,17,4
446,07:31:57,07:32:17,16,5
446,07:34:37,07:34:57,15,6
446,07:36:37,07:36:57,14,7
446,07:38:57,07:39:17,13,8
446,07:41:32,07:41:52,12,9
446,07:44:27,07:44:47,11,10
446,07:46:42,07:47:02,10,11
446,07:48:57,07:49:17,9,12
446,07:51:22,07:51:42,8,13
446,07:55:07,07:55:27,7,14
446,07:57:57,07:58:17,6,15
446,08:00:22,08:00:42,5,16
446,08:02:52,08:03:12,4,17
446,08:05:22,08:05:42,3,18
446,08:07:37,08:07:57,2,19
446,08:09:52,08:10:12,1,20
446,08:12:18,08:12:38,232,21
446,08:14:48,08:15:08,231,22
446,08:17:08,08:17:28,230,23
446,08:19:30,08:19:50,229,24
446,08:22:06,08:22:26,228,25
446,08:23:51,08:24:11,227,26
446,08:26:44,08:27:04,226,27
446,08:28:57,08:29:17,225,28
447,07:26:52,07:27:12,21,0
447,07:29:42,07:30:02,20,1
447,07:32:12,07:32:32,19,2
447,07:34:17,07:34:37,18,3
447,07:36:37,07:36:57,17,4
447,07:39:07,07:39:27,16,5
447,07:41:47,07:42:07,15,6
447,07:43:47,07:44:07,14,7
