id,station_name,timestamp,entry_count,exit_count,platform_count,concourse_count,crowd_density
HIS_000139,Yamuna Bank,2026-03-01 03:15:00,0,0,0,0,0.0
HIS_000140,Inderlok,2026-03-01 03:15:00,0,0,0,0,0.0
HIS_000141,Rajiv Chowk,2026-03-01 03:30:00,0,0,0,0,0.0
HIS_000142,Kashmere Gate,2026-03-01 03:30:00,0,0,0,0,0.0
HIS_000143,New Delhi,2026-03-01 03:30:00,0,0,0,0,0.0
HIS_000144,Hauz Khas,2026-03-01 03:30:00,0,0,0,0,0.0
HIS_000145,Botanical Garden,2026-03-01 03:30:00,0,0,0,0,0.0
HIS_000146,Janakpuri West,2026-03-01 03:30:00,0,0,0,0,0.0
HIS_000147,Lajpat Nagar,2026-03-01 03:30:00,0,0,0,0,0.0
HIS_000148,Central Secretariat,2026-03-01 03:30:00,0,0,0,0,0.0
HIS_000149,Yamuna Bank,2026-03-01 03:30:00,0,0,0,0,0.0
HIS_000150,Inderlok,2026-03-01 03:30:00,0,0,0,0,0.0
HIS_000151,Rajiv Chowk,2026-03-01 03:45:00,0,0,0,0,0.0
HIS_000152,Kashmere Gate,2026-03-01 03:45:00,0,0,0,0,0.0
HIS_000153,New Delhi,2026-03-01 03:45:00,0,0,0,0,0.0
HIS_000154,Hauz Khas,2026-03-01 03:45:00,0,0,0,0,0.0
HIS_000155,Botanical Garden,2026-03-01 03:45:00,0,0,0,0,0.0
HIS_000156,Janakpuri West,2026-03-01 03:45:00,0,0,0,0,0.0
HIS_000157,Lajpat Nagar,2026-03-01 03:45:00,0,0,0,0,0.0
HIS_000158,Central Secretariat,2026-03-01 03:45:00,0,0,0,0,0.0
HIS_000159,Yamuna Bank,2026-03-01 03:45:00,0,0,0,0,0.0
HIS_000160,Inderlok,2026-03-01 03:45:00,0,0,0,0,0.0
HIS_000161,Rajiv Chowk,2026-03-01 04:00:00,0,0,0,0,0.0
HIS_000162,Kashmere Gate,2026-03-01 04:00:00,0,0,0,0,0.0
HIS_000163,New Delhi,2026-03-01 04:00:00,0,0,0,0,0.0
HIS_000164,Hauz Khas,2026-03-01 04:00:00,0,0,0,0,0.0
HIS_000165,Botanical Garden,2026-03-01 04:00:00,0,0,0,0,0.0
HIS_000166,Janakpuri West,2026-03-01 04:00:00,0,0,0,0,0.0
HIS_000167,Lajpat Nagar,2026-03-01 04:00:00,0,0,0,0,0.0
HIS_000168,Central Secretariat,2026-03-01 04:00:00,0,0,0,0,0.0
HIS_000169,Yamuna Bank,2026-03-01 04:00:00,0,0,0,0,0.0
HIS_000170,Inderlok,2026-03-01 04:00:00,0,0,0,0,0.0
HIS_000171,Rajiv Chowk,2026-03-01 04:15:00,0,0,0,0,0.0
HIS_000172,Kashmere Gate,2026-03-01 04:15:00,0,0,0,0,0.0
HIS_000173,New Delhi,2026-03-01 04:15:00,0,0,0,0,0.0
HIS_000174,Hauz Khas,2026-03-01 04:15:00,0,0,0,0,0.0
HIS_000175,Botanical Garden,2026-03-01 04:15:00,0,0,0,0,0.0
HIS_000176,Janakpuri West,2026-03-01 04:15:00,0,0,0,0,0.0
HIS_000177,Lajpat Nagar,2026-03-01 04:15:00,0,0,0,0,0.0
HIS_000178,Central Secretariat,2026-03-01 04:15:00,0,0,0,0,0.0
HIS_000179,Yamuna Bank,2026-03-01 04:15:00,0,0,0,0,0.0
HIS_000180,Inderlok,2026-03-01 04:15:00,0,0,0,0,0.0
HIS_000181,Rajiv Chowk,2026-03-01 04:30:00,0,0,0,0,0.0
HIS_000182,Kashmere Gate,2026-03-01 04:30:00,0,0,0,0,0.0
HIS_000183,New Delhi,2026-03-01 04:30:00,0,0,0,0,0.0
HIS_000184,Hauz Khas,2026-03-01 04:30:00,0,0,0,0,0.0
HIS_000185,Botanical Garden,2026-03-01 04:30:00,0,0,0,0,0.0
HIS_000186,Janakpuri West,2026-03-01 04:30:00,0,0,0,0,0.0
HIS_000187,Lajpat Nagar,2026-03-01 04:30:00,0,0,0,0,0.0
HIS_000188,Central Secretariat,2026-03-01 04:30:00,0,0,0,0,0.0
HIS_000189,Yamuna Bank,2026-03-01 04:30:00,0,0,0,0,0.0
HIS_000190,Inderlok,2026-03-01 04:30:00,0,0,0,0,0.0
HIS_000191,Rajiv Chowk,2026-03-01 04:45:00,0,0,0,0,0.0
HIS_000192,Kashmere Gate,2026-03-01 04:45:00,0,0,0,0,0.0
HIS_000193,New Delhi,2026-03-01 04:45:00,0,0,0,0,0.0
HIS_000194,Hauz Khas,2026-03-01 04:45:00,0,0,0,0,0.0
HIS_000195,Botanical Garden,2026-03-01 04:45:00,0,0,0,0,0.0
HIS_000196,Janakpuri West,2026-03-01 04:45:00,0,0,0,0,0.0
HIS_000197,Lajpat Nagar,2026-03-01 04:45:00,0,0,0,0,0.0
HIS_000198,Central Secretariat,2026-03-01 04:45:00,0,0,0,0,0.0
HIS_000199,Yamuna Bank,2026-03-01 04:45:00,0,0,0,0,0.0
HIS_000200,Inderlok,2026-03-01 04:45:00,0,0,0,0,0.0
HIS_000201,Rajiv Chowk,2026-03-01 05:00:00,0,0,0,0,0.0
HIS_000202,Kashmere Gate,2026-03-01 05:00:00,0,0,0,0,0.0
HIS_000203,New Delhi,2026-03-01 05:00:00,0,0,0,0,0.0
HIS_000204,Hauz Khas,2026-03-01 05:00:00,0,0,0,0,0.0
HIS_000205,Botanical Garden,2026-03-01 05:00:00,0,0,0,0,0.0
HIS_000206,Janakpuri West,2026-03-01 05:00:00,0,0,0,0,0.0
HIS_000207,Lajpat Nagar,2026-03-01 05:00:00,0,0,0,0,0.0
HIS_000208,Central Secretariat,2026-03-01 05:00:00,0,0,0,0,0.0
HIS_000209,Yamuna Bank,2026-03-01 05:00:00,0,0,0,0,0.0
HIS_000210,Inderlok,2026-03-01 05:00:00,0,0,0,0,0.0
HIS_000211,Rajiv Chowk,2026-03-01 05:15:00,0,0,0,0,0.0
HIS_000212,Kashmere Gate,2026-03-01 05:15:00,0,0,0,0,0.0
HIS_000213,New Delhi,2026-03-01 05:15:00,0,0,0,0,0.0
HIS_000214,Hauz Khas,2026-03-01 05:15:00,0,0,0,0,0.0
HIS_000215,Botanical Garden,2026-03-01 05:15:00,0,0,0,0,0.0
HIS_000216,Janakpuri West,2026-03-01 05:15:00,0,0,0,0,0.0
HIS_000217,Lajpat Nagar,2026-03-01 05:15:00,0,0,0,0,0.0
HIS_000218,Central Secretariat,2026-03-01 05:15:00,0,0,0,0,0.0
HIS_000219,Yamuna Bank,2026-03-01 05:15:00,0,0,0,0,0.0
HIS_000220,Inderlok,2026-03-01 05:15:00,0,0,0,0,0.0
HIS_000221,Rajiv Chowk,2026-03-01 05:30:00,0,0,0,0,0.0
HIS_000222,Kashmere Gate,2026-03-01 05:30:00,0,0,0,0,0.0
HIS_000223,New Delhi,2026-03-01 05:30:00,0,0,0,0,0.0
HIS_000224,Hauz Khas,2026-03-01 05:30:00,0,0,0,0,0.0
HIS_000225,Botanical Garden,2026-03-01 05:30:00,0,0,0,0,0.0
HIS_000226,Janakpuri West,2026-03-01 05:30:00,0,0,0,0,0.0
HIS_000227,Lajpat Nagar,2026-03-01 05:30:00,0,0,0,0,0.0
HIS_000228,Central Secretariat,2026-03-01 05:30:00,0,0,0,0,0.0
HIS_000229,Yamuna Bank,2026-03-01 05:30:00,0,0,0,0,0.0
HIS_000230,Inderlok,2026-03-01 05:30:00,0,0,0,0,0.0
HIS_000231,Rajiv Chowk,2026-03-01 05:45:00,0,0,0,0,0.0
HIS_000232,Kashmere Gate,2026-03-01 05:45:00,0,0,0,0,0.0
HIS_000233,New Delhi,2026-03-01 05:45:00,0,0,0,0,0.0
HIS_000234,Hauz Khas,2026-03-01 05:45:00,0,0,0,0,0.0
HIS_000235,Botanical Garden,2026-03-01 05:45:00,0,0,0,0,0.0
HIS_000236,Janakpuri West,2026-03-01 05:45:00,0,0,0,0,0.0
HIS_000237,Lajpat Nagar,2026-03-01 05:45:00,0,0,0,0,0.0
HIS_000238,Central Secretariat,2026-03-01 05:45:00,0,0,0,0,0.0
HIS_000239,Yamuna Bank,2026-03-01 05:45:00,0,0,0,0,0.0
HIS_000240,Inderlok,2026-03-01 05:45:00,0,0,0,0,0.0
HIS_000241,Rajiv Chowk,2026-03-01 06:00:00,340,153,167,246,1.15
HIS_000242,Kashmere Gate,2026-03-01 06:00:00,223,405,170,314,0.62
HIS_000243,New Delhi,2026-03-01 06:00:00,363,308,207,336,0.52
HIS_000244,Hauz Khas,2026-03-01 06:00:00,547,436,306,492,1.0
HIS_000245,Botanical Garden,2026-03-01 06:00:00,456,543,291,500,0.93
HIS_000246,Janakpuri West,2026-03-01 06:00:00,371,210,190,290,1.05
HIS_000247,Lajpat Nagar,2026-03-01 06:00:00,507,311,265,409,2.0
HIS_000248,Central Secretariat,2026-03-01 06:00:00,507,243,251,375,1.84
HIS_000249,Yamuna Bank,2026-03-01 06:00:00,244,393,176,318,2.18
HIS_000250,Inderlok,2026-03-01 06:00:00,435,260,226,348,2.04
HIS_000251,Rajiv Chowk,2026-03-01 06:15:00,540,242,264,391,1.8
HIS_000252,Kashmere Gate,2026-03-01 06:15:00,380,362,224,371,1.22
HIS_000253,New Delhi,2026-03-01 06:15:00,417,375,242,396,1.29
HIS_000254,Hauz Khas,2026-03-01 06:15:00,278,281,167,280,0.52
HIS_000255,Botanical Garden,2026-03-01 06:15:00,257,476,198,366,0.7
HIS_000256,Janakpuri West,2026-03-01 06:15:00,447,460,271,454,2.42
HIS_000257,Lajpat Nagar,2026-03-01 06:15:00,164,279,121,222,2.43
HIS_000258,Central Secretariat,2026-03-01 06:15:00,271,342,177,306,2.18
HIS_000259,Yamuna Bank,2026-03-01 06:15:00,264,251,156,258,2.4
HIS_000260,Inderlok,2026-03-01 06:15:00,534,276,269,405,0.76
HIS_000261,Rajiv Chowk,2026-03-01 06:30:00,168,171,101,170,1.34
HIS_000262,Kashmere Gate,2026-03-01 06:30:00,388,368,229,378,2.42
HIS_000263,New Delhi,2026-03-01 06:30:00,246,280,154,263,0.79
HIS_000264,Hauz Khas,2026-03-01 06:30:00,482,188,230,335,0.96
HIS_000265,Botanical Garden,2026-03-01 06:30:00,213,414,168,314,1.54
HIS_000266,Janakpuri West,2026-03-01 06:30:00,156,548,172,352,2.35
HIS_000267,Lajpat Nagar,2026-03-01 06:30:00,302,320,185,311,0.84
HIS_000268,Central Secretariat,2026-03-01 06:30:00,203,184,118,194,1.83
HIS_000269,Yamuna Bank,2026-03-01 06:30:00,283,410,195,346,0.84
HIS_000270,Inderlok,2026-03-01 06:30:00,315,171,160,243,0.94
HIS_000271,Rajiv Chowk,2026-03-01 06:45:00,204,208,123,206,2.02
HIS_000272,Kashmere Gate,2026-03-01 06:45:00,467,388,264,428,1.54
HIS_000273,New Delhi,2026-03-01 06:45:00,166,350,136,258,0.92
HIS_000274,Hauz Khas,2026-03-01 06:45:00,254,237,149,246,0.8
HIS_000275,Botanical Garden,2026-03-01 06:45:00,319,154,158,236,1.5
HIS_000276,Janakpuri West,2026-03-01 06:45:00,186,435,161,310,2.33
HIS_000277,Lajpat Nagar,2026-03-01 06:45:00,511,457,296,484,1.13
HIS_000278,Central Secretariat,2026-03-01 06:45:00,183,475,168,329,1.79
HIS_000279,Yamuna Bank,2026-03-01 06:45:00,544,449,307,496,2.03
HIS_000280,Inderlok,2026-03-01 06:45:00,369,437,235,403,2.38
HIS_000281,Rajiv Chowk,2026-03-01 07:00:00,248,284,156,266,1.42
HIS_000282,Kashmere Gate,2026-03-01 07:00:00,412,217,208,314,0.77
HIS_000283,New Delhi,2026-03-01 07:00:00,397,171,193,284,1.62
HIS_000284,Hauz Khas,2026-03-01 07:00:00,323,318,193,320,1.26
HIS_000285,Botanical Garden,2026-03-01 07:00:00,303,328,187,316,1.79
HIS_000286,Janakpuri West,2026-03-01 07:00:00,167,210,109,188,2.05
HIS_000287,Lajpat Nagar,2026-03-01 07:00:00,255,312,164,284,0.61
HIS_000288,Central Secretariat,2026-03-01 07:00:00,190,294,135,242,1.85
HIS_000289,Yamuna Bank,2026-03-01 07:00:00,519,365,281,442,2.04
HIS_000290,Inderlok,2026-03-01 07:00:00,458,467,277,462,2.16
HIS_000291,Rajiv Chowk,2026-03-01 07:15:00,298,302,180,300,2.26
HIS_000292,Kashmere Gate,2026-03-01 07:15:00,374,159,181,266,1.09
HIS_000293,New Delhi,2026-03-01 07:15:00,399,443,248,421,1.83
HIS_000294,Hauz Khas,2026-03-01 07:15:00,452,309,243,380,1.01
HIS_000295,Botanical Garden,2026-03-01 07:15:00,235,365,167,300,2.45
HIS_000296,Janakpuri West,2026-03-01 07:15:00,422,503,269,462,2.31
HIS_000297,Lajpat Nagar,2026-03-01 07:15:00,495,200,238,348,2.05
HIS_000298,Central Secretariat,2026-03-01 07:15:00,174,520,174,347,0.61
HIS_000299,Yamuna Bank,2026-03-01 07:15:00,216,185,123,200,2.06
HIS_000300,Inderlok,2026-03-01 07:15:00,360,478,240,419,2.34
HIS_000301,Rajiv Chowk,2026-03-01 07:30:00,250,171,134,210,2.32
HIS_000302,Kashmere Gate,2026-03-01 07:30:00,187,313,137,250,2.25
HIS_000303,New Delhi,2026-03-01 07:30:00,417,495,266,456,1.07
HIS_000304,Hauz Khas,2026-03-01 07:30:00,362,314,208,338,1.22
HIS_000305,Botanical Garden,2026-03-01 07:30:00,478,540,299,509,1.07
HIS_000306,Janakpuri West,2026-03-01 07:30:00,180,509,174,344,2.37
HIS_000307,Lajpat Nagar,2026-03-01 07:30:00,316,264,179,290,2.4
HIS_000308,Central Secretariat,2026-03-01 07:30:00,366,150,176,258,2.46
HIS_000309,Yamuna Bank,2026-03-01 07:30:00,299,156,151,228,0.81
HIS_000310,Inderlok,2026-03-01 07:30:00,324,394,208,359,1.21
HIS_000311,Rajiv Chowk,2026-03-01 07:45:00,491,272,251,382,1.54
HIS_000312,Kashmere Gate,2026-03-01 07:45:00,421,307,230,364,2.12
HIS_000313,New Delhi,2026-03-01 07:45:00,545,160,250,352,1.21
HIS_000314,Hauz Khas,2026-03-01 07:45:00,532,503,313,518,1.2
HIS_000315,Botanical Garden,2026-03-01 07:45:00,481,400,272,440,1.8
HIS_000316,Janakpuri West,2026-03-01 07:45:00,490,281,252,386,1.33
HIS_000317,Lajpat Nagar,2026-03-01 07:45:00,200,390,158,295,2.12
HIS_000318,Central Secretariat,2026-03-01 07:45:00,220,516,191,368,1.66
HIS_000319,Yamuna Bank,2026-03-01 07:45:00,397,150,189,274,2.38
HIS_000320,Inderlok,2026-03-01 07:45:00,414,423,250,418,1.06
HIS_000321,Rajiv Chowk,2026-03-01 08:00:00,1541,919,800,1230,4.38
HIS_000322,Kashmere Gate,2026-03-01 08:00:00,919,975,563,947,4.2
HIS_000323,New Delhi,2026-03-01 08:00:00,1125,412,532,768,5.43
HIS_000324,Hauz Khas,2026-03-01 08:00:00,841,401,417,621,4.72
HIS_000325,Botanical Garden,2026-03-01 08:00:00,1744,813,860,1278,5.06
HIS_000326,Janakpuri West,2026-03-01 08:00:00,2098,759,991,1428,4.04
HIS_000327,Lajpat Nagar,2026-03-01 08:00:00,1877,470,845,1174,3.76
HIS_000328,Central Secretariat,2026-03-01 08:00:00,1888,601,875,1244,5.53
HIS_000329,Yamuna Bank,2026-03-01 08:00:00,2307,811,1085,1559,4.02
HIS_000330,Inderlok,2026-03-01 08:00:00,1985,460,886,1222,3.04
HIS_000331,Rajiv Chowk,2026-03-01 08:15:00,2171,762,1021,1466,4.22
HIS_000332,Kashmere Gate,2026-03-01 08:15:00,2229,866,1065,1548,3.88
HIS_000333,New Delhi,2026-03-01 08:15:00,1910,965,957,1438,4.89
HIS_000334,Hauz Khas,2026-03-01 08:15:00,2110,605,965,1358,3.45
HIS_000335,Botanical Garden,2026-03-01 08:15:00,2444,610,1100,1527,4.51
HIS_000336,Janakpuri West,2026-03-01 08:15:00,1814,577,841,1196,4.75
HIS_000337,Lajpat Nagar,2026-03-01 08:15:00,1770,770,862,1270,4.8
HIS_000338,Central Secretariat,2026-03-01 08:15:00,1371,709,690,1040,4.78
HIS_000339,Yamuna Bank,2026-03-01 08:15:00,1029,621,536,825,5.38
HIS_000340,Inderlok,2026-03-01 08:15:00,1882,762,905,1322,4.66
HIS_000341,Rajiv Chowk,2026-03-01 08:30:00,1314,977,721,1146,5.35
HIS_000342,Kashmere Gate,2026-03-01 08:30:00,2303,756,1072,1530,4.06
HIS_000343,New Delhi,2026-03-01 08:30:00,1922,786,926,1354,3.24
HIS_000344,Hauz Khas,2026-03-01 08:30:00,2167,557,978,1362,4.89
HIS_000345,Botanical Garden,2026-03-01 08:30:00,2320,724,1073,1522,3.06
