station_name,entry_count,exit_count,platform_count,concourse_count,crowd_density,hour,day,month,day_of_week,weekend,crowd_level
0,0,0,0,0,0.0,1,1,3,6,1,1
4,0,0,0,0,0.0,1,1,3,6,1,1
6,0,0,0,0,0.0,1,1,3,6,1,1
1,0,0,0,0,0.0,1,1,3,6,1,1
9,0,0,0,0,0.0,1,1,3,6,1,1
3,0,0,0,0,0.0,1,1,3,6,1,1
8,0,0,0,0,0.0,1,1,3,6,1,1
5,0,0,0,0,0.0,1,1,3,6,1,1
7,0,0,0,0,0.0,1,1,3,6,1,1
2,0,0,0,0,0.0,1,1,3,6,1,1
0,0,0,0,0,0.0,1,1,3,6,1,1
4,0,0,0,0,0.0,1,1,3,6,1,1
6,0,0,0,0,0.0,1,1,3,6,1,1
1,0,0,0,0,0.0,1,1,3,6,1,1
9,0,0,0,0,0.0,1,1,3,6,1,1
3,0,0,0,0,0.0,1,1,3,6,1,1
8,0,0,0,0,0.0,1,1,3,6,1,1
5,0,0,0,0,0.0,1,1,3,6,1,1
7,0,0,0,0,0.0,1,1,3,6,1,1
2,0,0,0,0,0.0,1,1,3,6,1,1
0,0,0,0,0,0.0,1,1,3,6,1,1
4,0,0,0,0,0.0,1,1,3,6,1,1
6,0,0,0,0,0.0,1,1,3,6,1,1
1,0,0,0,0,0.0,1,1,3,6,1,1
9,0,0,0,0,0.0,1,1,3,6,1,1
3,0,0,0,0,0.0,1,1,3,6,1,1
8,0,0,0,0,0.0,1,1,3,6,1,1
5,0,0,0,0,0.0,1,1,3,6,1,1
7,0,0,0,0,0.0,1,1,3,6,1,1
2,0,0,0,0,0.0,1,1,3,6,1,1
0,0,0,0,0,0.0,1,1,3,6,1,1
4,0,0,0,0,0.0,1,1,3,6,1,1
6,0,0,0,0,0.0,1,1,3,6,1,1
1,0,0,0,0,0.0,1,1,3,6,1,1
9,0,0,0,0,0.0,1,1,3,6,1,1
3,0,0,0,0,0.0,1,1,3,6,1,1
8,0,0,0,0,0.0,2,1,3,6,1,1
5,0,0,0,0,0.0,2,1,3,6,1,1
7,0,0,0,0,0.0,2,1,3,6,1,1
2,0,0,0,0,0.0,2,1,3,6,1,1
0,0,0,0,0,0.0,2,1,3,6,1,1
4,0,0,0,0,0.0,2,1,3,6,1,1
6,0,0,0,0,0.0,2,1,3,6,1,1
1,0,0,0,0,0.0,2,1,3,6,1,1
9,0,0,0,0,0.0,2,1,3,6,1,1
3,0,0,0,0,0.0,2,1,3,6,1,1
8,0,0,0,0,0.0,2,1,3,6,1,1
5,0,0,0,0,0.0,2,1,3,6,1,1
7,0,0,0,0,0.0,2,1,3,6,1,1
2,0,0,0,0,0.0,2,1,3,6,1,1
0,0,0,0,0,0.0,2,1,3,6,1,1
4,0,0,0,0,0.0,2,1,3,6,1,1
6,0,0,0,0,0.0,2,1,3,6,1,1
1,0,0,0,0,0.0,2,1,3,6,1,1
9,0,0,0,0,0.0,2,1,3,6,1,1
3,0,0,0,0,0.0,2,1,3,6,1,1
8,0,0,0,0,0.0,2,1,3,6,1,1
5,0,0,0,0,0.0,2,1,3,6,1,1
7,0,0,0,0,0.0,2,1,3,6,1,1
2,0,0,0,0,0.0,2,1,3,6,1,1
0,0,0,0,0,0.0,2,1,3,6,1,1
4,0,0,0,0,0.0,2,1,3,6,1,1
6,0,0,0,0,0.0,2,1,3,6,1,1
1,0,0,0,0,0.0,2,1,3,6,1,1
9,0,0,0,0,0.0,2,1,3,6,1,1
3,0,0,0,0,0.0,2,1,3,6,1,1
8,0,0,0,0,0.0,2,1,3,6,1,1
5,0,0,0,0,0.0,2,1,3,6,1,1
7,0,0,0,0,0.0,2,1,3,6,1,1
2,0,0,0,0,0.0,2,1,3,6,1,1
0,0,0,0,0,0.0,2,1,3,6,1,1
4,0,0,0,0,0.0,2,1,3,6,1,1
6,0,0,0,0,0.0,2,1,3,6,1,1
1,0,0,0,0,0.0,2,1,3,6,1,1
9,0,0,0,0,0.0,2,1,3,6,1,1
3,0,0,0,0,0.0,2,1,3,6,1,1
8,0,0,0,0,0.0,3,1,3,6,1,1
5,0,0,0,0,0.0,3,1,3,6,1,1
7,0,0,0,0,0.0,3,1,3,6,1,1
2,0,0,0,0,0.0,3,1,3,6,1,1
0,0,0,0,0,0.0,3,1,3,6,1,1
4,0,0,0,0,0.0,3,1,3,6,1,1
6,0,0,0,0,0.0,3,1,3,6,1,1
1,0,0,0,0,0.0,3,1,3,6,1,1
9,0,0,0,0,0.0,3,1,3,6,1,1
3,0,0,0,0,0.0,3,1,3,6,1,1
8,0,0,0,0,0.0,3,1,3,6,1,1
5,0,0,0,0,0.0,3,1,3,6,1,1
7,0,0,0,0,0.0,3,1,3,6,1,1
2,0,0,0,0,0.0,3,1,3,6,1,1
0,0,0,0,0,0.0,3,1,3,6,1,1
4,0,0,0,0,0.0,3,1,3,6,1,1
6,0,0,0,0,0.0,3,1,3,6,1,1
1,0,0,0,0,0.0,3,1,3,6,1,1
9,0,0,0,0,0.0,3,1,3,6,1,1
3,0,0,0,0,0.0,3,1,3,6,1,1
8,0,0,0,0,0.0,3,1,3,6,1,1
5,0,0,0,0,0.0,3,1,3,6,1,1
7,0,0,0,0,0.0,3,1,3,6,1,1
2,0,0,0,0,0.0,3,1,3,6,1,1
0,0,0,0,0,0.0,3,1,3,6,1,1
4,0,0,0,0,0.0,3,1,3,6,1,1
6,0,0,0,0,0.0,3,1,3,6,1,1
1,0,0,0,0,0.0,3,1,3,6,1,1
9,0,0,0,0,0.0,3,1,3,6,1,1
3,0,0,0,0,0.0,3,1,3,6,1,1
8,0,0,0,0,0.0,3,1,3,6,1,1
5,0,0,0,0,0.0,3,1,3,6,1,1
7,0,0,0,0,0.0,3,1,3,6,1,1
2,0,0,0,0,0.0,3,1,3,6,1,1
0,0,0,0,0,0.0,3,1,3,6,1,1
4,0,0,0,0,0.0,3,1,3,6,1,1
6,0,0,0,0,0.0,3,1,3,6,1,1
1,0,0,0,0,0.0,3,1,3,6,1,1
9,0,0,0,0,0.0,3,1,3,6,1,1
3,0,0,0,0,0.0,3,1,3,6,1,1
8,0,0,0,0,0.0,4,1,3,6,1,1
5,0,0,0,0,0.0,4,1,3,6,1,1
7,0,0,0,0,0.0,4,1,3,6,1,1
2,0,0,0,0,0.0,4,1,3,6,1,1
0,0,0,0,0,0.0,4,1,3,6,1,1
4,0,0,0,0,0.0,4,1,3,6,1,1
6,0,0,0,0,0.0,4,1,3,6,1,1
1,0,0,0,0,0.0,4,1,3,6,1,1
9,0,0,0,0,0.0,4,1,3,6,1,1
3,0,0,0,0,0.0,4,1,3,6,1,1
8,0,0,0,0,0.0,4,1,3,6,1,1
5,0,0,0,0,0.0,4,1,3,6,1,1
7,0,0,0,0,0.0,4,1,3,6,1,1
2,0,0,0,0,0.0,4,1,3,6,1,1
0,0,0,0,0,0.0,4,1,3,6,1,1
4,0,0,0,0,0.0,4,1,3,6,1,1
6,0,0,0,0,0.0,4,1,3,6,1,1
1,0,0,0,0,0.0,4,1,3,6,1,1
9,0,0,0,0,0.0,4,1,3,6,1,1
3,0,0,0,0,0.0,4,1,3,6,1,1
8,0,0,0,0,0.0,4,1,3,6,1,1
5,0,0,0,0,0.0,4,1,3,6,1,1
7,0,0,0,0,0.0,4,1,3,6,1,1
2,0,0,0,0,0.0,4,1,3,6,1,1
0,0,0,0,0,0.0,4,1,3,6,1,1
4,0,0,0,0,0.0,4,1,3,6,1,1
6,0,0,0,0,0.0,4,1,3,6,1,1
1,0,0,0,0,0.0,4,1,3,6,1,1
9,0,0,0,0,0.0,4,1,3,6,1,1
3,0,0,0,0,0.0,4,1,3,6,1,1
8,0,0,0,0,0.0,4,1,3,6,1,1
5,0,0,0,0,0.0,4,1,3,6,1,1
7,0,0,0,0,0.0,4,1,3,6,1,1
2,0,0,0,0,0.0,4,1,3,6,1,1
0,0,0,0,0,0.0,4,1,3,6,1,1
4,0,0,0,0,0.0,4,1,3,6,1,1
6,0,0,0,0,0.0,4,1,3,6,1,1
1,0,0,0,0,0.0,4,1,3,6,1,1
9,0,0,0,0,0.0,4,1,3,6,1,1
3,0,0,0,0,0.0,4,1,3,6,1,1
8,0,0,0,0,0.0,5,1,3,6,1,1
5,0,0,0,0,0.0,5,1,3,6,1,1
7,0,0,0,0,0.0,5,1,3,6,1,1
2,0,0,0,0,0.0,5,1,3,6,1,1
0,0,0,0,0,0.0,5,1,3,6,1,1
4,0,0,0,0,0.0,5,1,3,6,1,1
6,0,0,0,0,0.0,5,1,3,6,1,1
1,0,0,0,0,0.0,5,1,3,6,1,1
9,0,0,0,0,0.0,5,1,3,6,1,1
3,0,0,0,0,0.0,5,1,3,6,1,1
8,0,0,0,0,0.0,5,1,3,6,1,1
5,0,0,0,0,0.0,5,1,3,6,1,1
7,0,0,0,0,0.0,5,1,3,6,1,1
2,0,0,0,0,0.0,5,1,3,6,1,1
0,0,0,0,0,0.0,5,1,3,6,1,1
4,0,0,0,0,0.0,5,1,3,6,1,1
6,0,0,0,0,0.0,5,1,3,6,1,1
1,0,0,0,0,0.0,5,1,3,6,1,1
9,0,0,0,0,0.0,5,1,3,6,1,1
3,0,0,0,0,0.0,5,1,3,6,1,1
8,0,0,0,0,0.0,5,1,3,6,1,1
5,0,0,0,0,0.0,5,1,3,6,1,1
7,0,0,0,0,0.0,5,1,3,6,1,1
2,0,0,0,0,0.0,5,1,3,6,1,1
0,0,0,0,0,0.0,5,1,3,6,1,1
4,0,0,0,0,0.0,5,1,3,6,1,1
6,0,0,0,0,0.0,5,1,3,6,1,1
1,0,0,0,0,0.0,5,1,3,6,1,1
9,0,0,0,0,0.0,5,1,3,6,1,1
3,0,0,0,0,0.0,5,1,3,6,1,1
8,0,0,0,0,0.0,5,1,3,6,1,1
5,0,0,0,0,0.0,5,1,3,6,1,1
7,0,0,0,0,0.0,5,1,3,6,1,1
2,0,0,0,0,0.0,5,1,3,6,1,1
0,0,0,0,0,0.0,5,1,3,6,1,1
4,0,0,0,0,0.0,5,1,3,6,1,1
6,0,0,0,0,0.0,5,1,3,6,1,1
1,0,0,0,0,0.0,5,1,3,6,1,1
9,0,0,0,0,0.0,5,1,3,6,1,1
3,0,0,0,0,0.0,5,1,3,6,1,1
8,340,153,167,246,1.15,6,1,3,6,1,2
5,223,405,170,314,0.62,6,1,3,6,1,0
7,363,308,207,336,0.52,6,1,3,6,1,0
2,547,436,306,492,1.0,6,1,3,6,1,2
0,456,543,291,500,0.93,6,1,3,6,1,2
4,371,210,190,290,1.05,6,1,3,6,1,2
6,507,311,265,409,2.0,6,1,3,6,1,2
1,507,243,251,375,1.84,6,1,3,6,1,2
9,244,393,176,318,2.18,6,1,3,6,1,2
3,435,260,226,348,2.04,6,1,3,6,1,2
8,540,242,264,391,1.8,6,1,3,6,1,2
5,380,362,224,371,1.22,6,1,3,6,1,2
7,417,375,242,396,1.29,6,1,3,6,1,2
2,278,281,167,280,0.52,6,1,3,6,1,0
0,257,476,198,366,0.7,6,1,3,6,1,0
4,447,460,271,454,2.42,6,1,3,6,1,2
6,164,279,121,222,2.43,6,1,3,6,1,2
1,271,342,177,306,2.18,6,1,3,6,1,2
9,264,251,156,258,2.4,6,1,3,6,1,2
3,534,276,269,405,0.76,6,1,3,6,1,2
8,168,171,101,170,1.34,6,1,3,6,1,2
5,388,368,229,378,2.42,6,1,3,6,1,2
7,246,280,154,263,0.79,6,1,3,6,1,2
2,482,188,230,335,0.96,6,1,3,6,1,2
0,213,414,168,314,1.54,6,1,3,6,1,2
4,156,548,172,352,2.35,6,1,3,6,1,2
6,302,320,185,311,0.84,6,1,3,6,1,2
1,203,184,118,194,1.83,6,1,3,6,1,2
9,283,410,195,346,0.84,6,1,3,6,1,2
3,315,171,160,243,0.94,6,1,3,6,1,2
8,204,208,123,206,2.02,6,1,3,6,1,2
5,467,388,264,428,1.54,6,1,3,6,1,2
7,166,350,136,258,0.92,6,1,3,6,1,2
2,254,237,149,246,0.8,6,1,3,6,1,2
0,319,154,158,236,1.5,6,1,3,6,1,2
4,186,435,161,310,2.33,6,1,3,6,1,2
6,511,457,296,484,1.13,6,1,3,6,1,2
1,183,475,168,329,1.79,6,1,3,6,1,2
9,544,449,307,496,2.03,6,1,3,6,1,2
3,369,437,235,403,2.38,6,1,3,6,1,2
8,248,284,156,266,1.42,7,1,3,6,1,2
5,412,217,208,314,0.77,7,1,3,6,1,2
7,397,171,193,284,1.62,7,1,3,6,1,2
2,323,318,193,320,1.26,7,1,3,6,1,2
0,303,328,187,316,1.79,7,1,3,6,1,2
4,167,210,109,188,2.05,7,1,3,6,1,2
6,255,312,164,284,0.61,7,1,3,6,1,0
1,190,294,135,242,1.85,7,1,3,6,1,2
9,519,365,281,442,2.04,7,1,3,6,1,2
3,458,467,277,462,2.16,7,1,3,6,1,2
8,298,302,180,300,2.26,7,1,3,6,1,2
5,374,159,181,266,1.09,7,1,3,6,1,2
7,399,443,248,421,1.83,7,1,3,6,1,2
2,452,309,243,380,1.01,7,1,3,6,1,2
0,235,365,167,300,2.45,7,1,3,6,1,2
4,422,503,269,462,2.31,7,1,3,6,1,2
6,495,200,238,348,2.05,7,1,3,6,1,2
1,174,520,174,347,0.61,7,1,3,6,1,0
9,216,185,123,200,2.06,7,1,3,6,1,2
3,360,478,240,419,2.34,7,1,3,6,1,2
8,250,171,134,210,2.32,7,1,3,6,1,2
5,187,313,137,250,2.25,7,1,3,6,1,2
7,417,495,266,456,1.07,7,1,3,6,1,2
2,362,314,208,338,1.22,7,1,3,6,1,2
0,478,540,299,509,1.07,7,1,3,6,1,2
4,180,509,174,344,2.37,7,1,3,6,1,2
6,316,264,179,290,2.4,7,1,3,6,1,2
1,366,150,176,258,2.46,7,1,3,6,1,2
9,299,156,151,228,0.81,7,1,3,6,1,2
3,324,394,208,359,1.21,7,1,3,6,1,2
8,491,272,251,382,1.54,7,1,3,6,1,2
5,421,307,230,364,2.12,7,1,3,6,1,2
7,545,160,250,352,1.21,7,1,3,6,1,2
2,532,503,313,518,1.2,7,1,3,6,1,2
0,481,400,272,440,1.8,7,1,3,6,1,2
4,490,281,252,386,1.33,7,1,3,6,1,2
6,200,390,158,295,2.12,7,1,3,6,1,2
1,220,516,191,368,1.66,7,1,3,6,1,2
9,397,150,189,274,2.38,7,1,3,6,1,2
3,414,423,250,418,1.06,7,1,3,6,1,2
8,1541,919,800,1230,4.38,8,1,3,6,1,2
5,919,975,563,947,4.2,8,1,3,6,1,2
7,1125,412,532,768,5.43,8,1,3,6,1,2
2,841,401,417,621,4.72,8,1,3,6,1,2
0,1744,813,860,1278,5.06,8,1,3,6,1,2
4,2098,759,991,1428,4.04,8,1,3,6,1,2
6,1877,470,845,1174,3.76,8,1,3,6,1,2
1,1888,601,875,1244,5.53,8,1,3,6,1,2
9,2307,811,1085,1559,4.02,8,1,3,6,1,2
3,1985,460,886,1222,3.04,8,1,3,6,1,2
8,2171,762,1021,1466,4.22,8,1,3,6,1,2
5,2229,866,1065,1548,3.88,8,1,3,6,1,2
7,1910,965,957,1438,4.89,8,1,3,6,1,2
2,2110,605,965,1358,3.45,8,1,3,6,1,2
0,2444,610,1100,1527,4.51,8,1,3,6,1,2
4,1814,577,841,1196,4.75,8,1,3,6,1,2
6,1770,770,862,1270,4.8,8,1,3,6,1,2
1,1371,709,690,1040,4.78,8,1,3,6,1,2
9,1029,621,536,825,5.38,8,1,3,6,1,2
3,1882,762,905,1322,4.66,8,1,3,6,1,2
8,1314,977,721,1146,5.35,8,1,3,6,1,2
5,2303,756,1072,1530,4.06,8,1,3,6,1,2
7,1922,786,926,1354,3.24,8,1,3,6,1,2
2,2167,557,978,1362,4.89,8,1,3,6,1,2
0,2320,724,1073,1522,3.06,8,1,3,6,1,2
4,1964,633,912,1298,3.62,8,1,3,6,1,2
6,1284,511,616,898,4.79,8,1,3,6,1,2
1,2442,831,1143,1636,5.3,8,1,3,6,1,2
9,1807,992,921,1400,4.77,8,1,3,6,1,2
3,2321,907,1110,1614,3.75,8,1,3,6,1,2
8,2041,811,979,1426,4.46,8,1,3,6,1,2
5,1026,626,536,826,5.64,8,1,3,6,1,2
7,1905,437,849,1171,3.03,8,1,3,6,1,2
2,1416,731,713,1074,4.19,8,1,3,6,1,2
0,1120,557,559,838,3.34,8,1,3,6,1,2
4,842,644,466,743,4.91,8,1,3,6,1,2
6,1730,992,890,1361,4.15,8,1,3,6,1,2
1,2219,803,1048,1511,5.02,8,1,3,6,1,2
9,1323,770,683,1046,4.73,8,1,3,6,1,2
3,2319,462,1020,1390,3.21,8,1,3,6,1,2
8,2461,411,1067,1436,5.09,9,1,3,6,1,2
5,1014,483,502,748,4.09,9,1,3,6,1,2
7,1394,699,697,1046,4.58,9,1,3,6,1,2
2,1185,796,633,990,5.75,9,1,3,6,1,2
0,1957,777,938,1367,3.6,9,1,3,6,1,2
4,2393,888,1135,1640,4.91,9,1,3,6,1,2
6,1715,930,872,1322,4.54,9,1,3,6,1,2
1,1874,708,891,1291,4.1,9,1,3,6,1,2
9,1015,575,521,795,5.13,9,1,3,6,1,2
3,1441,575,691,1008,5.15,9,1,3,6,1,2
8,2095,811,1000,1453,3.95,9,1,3,6,1,2
5,2199,894,1058,1546,4.2,9,1,3,6,1,2
7,1281,735,659,1008,5.68,9,1,3,6,1,2
2,949,442,468,696,3.86,9,1,3,6,1,2
0,1994,869,971,1432,5.7,9,1,3,6,1,2
4,1336,909,716,1122,3.09,9,1,3,6,1,2
6,2472,743,1137,1608,3.61,9,1,3,6,1,2
1,2369,729,1093,1549,4.61,9,1,3,6,1,2
9,1483,956,784,1220,4.83,9,1,3,6,1,2
3,1989,785,953,1387,3.41,9,1,3,6,1,2
8,1833,834,900,1334,4.6,9,1,3,6,1,2
5,1523,713,752,1118,4.54,9,1,3,6,1,2
7,1968,565,900,1266,4.18,9,1,3,6,1,2
2,1554,630,748,1092,4.76,9,1,3,6,1,2
0,1630,819,816,1224,5.48,9,1,3,6,1,2
4,963,982,582,972,4.76,9,1,3,6,1,2
6,2442,781,1133,1612,4.28,9,1,3,6,1,2
1,826,455,421,640,4.23,9,1,3,6,1,2
9,1441,508,678,974,3.34,9,1,3,6,1,2
3,1341,419,620,880,4.83,9,1,3,6,1,2
8,1704,610,804,1157,3.05,9,1,3,6,1,2
5,1263,559,617,911,3.92,9,1,3,6,1,2
7,2487,945,1184,1716,3.78,9,1,3,6,1,2
2,1189,900,656,1044,5.6,9,1,3,6,1,2
0,2083,424,918,1254,4.69,9,1,3,6,1,2
4,1365,423,631,894,5.36,9,1,3,6,1,2
6,1668,553,778,1110,3.36,9,1,3,6,1,2
1,919,968,561,944,3.2,9,1,3,6,1,2
9,2330,468,1026,1399,4.54,9,1,3,6,1,2
3,2294,718,1061,1506,5.73,9,1,3,6,1,2
8,1773,777,865,1275,4.05,10,1,3,6,1,2
5,2029,472,906,1250,5.08,10,1,3,6,1,2
7,1948,465,872,1206,4.33,10,1,3,6,1,2
2,958,888,561,923,3.44,10,1,3,6,1,2
0,1828,729,877,1278,5.14,10,1,3,6,1,2
4,1723,727,835,1225,3.28,10,1,3,6,1,2
6,1396,696,698,1046,4.37,10,1,3,6,1,2
1,1686,879,850,1282,4.38,10,1,3,6,1,2
9,2376,575,1065,1476,5.33,10,1,3,6,1,2
3,2263,785,1062,1524,4.74,10,1,3,6,1,2
8,1511,523,709,1017,4.48,10,1,3,6,1,2
5,1404,660,694,1032,4.1,10,1,3,6,1,2
7,1221,892,667,1056,5.41,10,1,3,6,1,2
2,1511,902,785,1206,4.25,10,1,3,6,1,2
0,2117,635,974,1376,3.16,10,1,3,6,1,2
4,1663,416,748,1040,4.77,10,1,3,6,1,2
6,2278,480,1007,1379,3.8,10,1,3,6,1,2
1,1954,827,947,1390,4.13,10,1,3,6,1,2
9,2020,952,998,1486,4.4,10,1,3,6,1,2
3,1655,923,847,1289,4.3,10,1,3,6,1,2
8,986,886,572,936,3.95,10,1,3,6,1,2
5,1567,562,739,1064,5.43,10,1,3,6,1,2
7,2380,495,1051,1438,5.18,10,1,3,6,1,2
2,2234,773,1048,1504,3.56,10,1,3,6,1,2
0,894,925,543,910,4.32,10,1,3,6,1,2
4,2147,525,964,1336,3.16,10,1,3,6,1,2
6,975,684,527,830,5.48,10,1,3,6,1,2
1,1661,499,764,1080,5.49,10,1,3,6,1,2
9,1451,739,728,1095,3.39,10,1,3,6,1,2
3,1204,582,598,893,4.88,10,1,3,6,1,2
8,2415,576,1081,1496,3.25,10,1,3,6,1,2
5,852,724,486,788,3.33,10,1,3,6,1,2
7,2290,945,1105,1618,4.59,10,1,3,6,1,2
2,884,517,457,700,4.5,10,1,3,6,1,2
0,2399,423,1044,1411,5.11,10,1,3,6,1,2
4,1251,822,665,1036,3.47,10,1,3,6,1,2
6,1844,907,919,1376,4.78,10,1,3,6,1,2
1,2424,422,1054,1423,4.41,10,1,3,6,1,2
9,2010,962,996,1486,3.18,10,1,3,6,1,2
3,1042,837,584,940,5.17,10,1,3,6,1,2
8,292,456,208,374,1.73,11,1,3,6,1,2
5,279,183,148,231,1.42,11,1,3,6,1,2
7,164,157,97,160,1.8,11,1,3,6,1,2
2,297,510,221,404,2.32,11,1,3,6,1,2
0,393,157,189,275,0.65,11,1,3,6,1,0
4,542,326,282,434,0.93,11,1,3,6,1,2
6,290,510,218,400,1.53,11,1,3,6,1,2
1,424,501,270,462,1.3,11,1,3,6,1,2
9,535,393,293,464,2.29,11,1,3,6,1,2
3,250,177,135,214,0.61,11,1,3,6,1,0
8,185,373,149,279,1.67,11,1,3,6,1,2
5,295,479,214,387,0.91,11,1,3,6,1,2
7,515,302,266,408,1.84,11,1,3,6,1,2
2,168,470,161,319,0.71,11,1,3,6,1,0
0,267,199,147,233,0.88,11,1,3,6,1,2
4,490,208,238,349,0.55,11,1,3,6,1,0
6,498,472,294,485,0.92,11,1,3,6,1,2
1,184,532,180,358,1.52,11,1,3,6,1,2
9,546,511,321,528,1.59,11,1,3,6,1,2
3,246,470,192,358,0.54,11,1,3,6,1,0
8,458,533,290,496,2.48,11,1,3,6,1,2
5,395,526,263,460,1.81,11,1,3,6,1,2
7,420,307,229,364,1.28,11,1,3,6,1,2
2,499,545,309,522,0.68,11,1,3,6,1,0
0,390,173,191,282,1.8,11,1,3,6,1,2
4,158,531,169,344,2.05,11,1,3,6,1,2
6,515,193,245,354,1.44,11,1,3,6,1,2
1,318,368,201,343,1.73,11,1,3,6,1,2
9,313,347,195,330,0.82,11,1,3,6,1,2
3,474,335,257,404,1.51,11,1,3,6,1,2
8,328,442,220,385,1.88,11,1,3,6,1,2
5,336,424,219,380,2.4,11,1,3,6,1,2
7,276,417,194,346,1.58,11,1,3,6,1,2
2,161,156,96,158,1.37,11,1,3,6,1,2
0,412,417,248,414,0.52,11,1,3,6,1,0
4,550,351,290,450,1.45,11,1,3,6,1,2
6,478,179,227,328,0.77,11,1,3,6,1,2
1,476,309,252,392,1.96,11,1,3,6,1,2
9,223,497,189,360,0.58,11,1,3,6,1,0
3,497,509,301,503,1.49,11,1,3,6,1,2
8,246,376,174,311,1.59,12,1,3,6,1,2
5,164,525,171,344,1.37,12,1,3,6,1,2
7,427,321,235,374,2.39,12,1,3,6,1,2
2,150,209,102,180,1.45,12,1,3,6,1,2
0,201,279,136,240,1.94,12,1,3,6,1,2
4,426,303,231,364,0.84,12,1,3,6,1,2
6,244,337,165,290,1.74,12,1,3,6,1,2
1,206,532,189,369,1.59,12,1,3,6,1,2
9,474,443,278,458,2.42,12,1,3,6,1,2
3,535,281,270,408,2.29,12,1,3,6,1,2
8,485,385,271,435,2.17,12,1,3,6,1,2
5,483,222,238,352,1.7,12,1,3,6,1,2
7,283,219,157,251,1.62,12,1,3,6,1,2
2,419,369,241,394,0.86,12,1,3,6,1,2
0,409,489,261,449,2.21,12,1,3,6,1,2
4,157,386,140,272,1.38,12,1,3,6,1,2
6,397,458,250,428,1.75,12,1,3,6,1,2
1,414,204,206,309,1.5,12,1,3,6,1,2
9,469,335,255,402,1.12,12,1,3,6,1,2
3,462,238,232,350,2.22,12,1,3,6,1,2
8,531,275,267,403,2.23,12,1,3,6,1,2
5,537,289,273,413,1.98,12,1,3,6,1,2
7,175,541,178,358,1.9,12,1,3,6,1,2
2,455,165,215,310,2.09,12,1,3,6,1,2
0,315,175,161,245,2.19,12,1,3,6,1,2
4,356,356,214,356,2.15,12,1,3,6,1,2
6,288,317,179,302,1.32,12,1,3,6,1,2
1,232,295,152,264,1.16,12,1,3,6,1,2
9,280,291,170,286,2.15,12,1,3,6,1,2
3,217,287,144,252,2.44,12,1,3,6,1,2
8,216,484,183,350,1.4,12,1,3,6,1,2
5,345,412,220,378,0.92,12,1,3,6,1,2
7,224,241,138,232,1.49,12,1,3,6,1,2
2,508,343,272,426,0.94,12,1,3,6,1,2
0,292,392,195,342,1.5,12,1,3,6,1,2
4,170,237,115,204,1.32,12,1,3,6,1,2
6,354,418,225,386,0.75,12,1,3,6,1,2
1,276,357,182,316,1.19,12,1,3,6,1,2
9,154,245,111,200,1.27,12,1,3,6,1,2
3,495,457,289,476,0.89,12,1,3,6,1,2
8,407,492,261,450,0.88,13,1,3,6,1,2
5,184,304,134,244,1.76,13,1,3,6,1,2
7,198,347,149,272,0.76,13,1,3,6,1,2
2,281,347,182,314,0.93,13,1,3,6,1,2
0,339,259,187,299,2.44,13,1,3,6,1,2
