station_name,entry_count,exit_count,platform_count,concourse_count,hour,day,month,day_of_week,weekend
0,1957,777,938,1367,9,1,3,6,1
4,2393,888,1135,1640,9,1,3,6,1
6,1715,930,872,1322,9,1,3,6,1
1,1874,708,891,1291,9,1,3,6,1
9,1015,575,521,795,9,1,3,6,1
3,1441,575,691,1008,9,1,3,6,1
8,2095,811,1000,1453,9,1,3,6,1
5,2199,894,1058,1546,9,1,3,6,1
7,1281,735,659,1008,9,1,3,6,1
2,949,442,468,696,9,1,3,6,1
0,1994,869,971,1432,9,1,3,6,1
4,1336,909,716,1122,9,1,3,6,1
6,2472,743,1137,1608,9,1,3,6,1
1,2369,729,1093,1549,9,1,3,6,1
9,1483,956,784,1220,9,1,3,6,1
3,1989,785,953,1387,9,1,3,6,1
8,1833,834,900,1334,9,1,3,6,1
5,1523,713,752,1118,9,1,3,6,1
7,1968,565,900,1266,9,1,3,6,1
2,1554,630,748,1092,9,1,3,6,1
0,1630,819,816,1224,9,1,3,6,1
4,963,982,582,972,9,1,3,6,1
6,2442,781,1133,1612,9,1,3,6,1
1,826,455,421,640,9,1,3,6,1
9,1441,508,678,974,9,1,3,6,1
3,1341,419,620,880,9,1,3,6,1
8,1704,610,804,1157,9,1,3,6,1
5,1263,559,617,911,9,1,3,6,1
7,2487,945,1184,1716,9,1,3,6,1
2,1189,900,656,1044,9,1,3,6,1
0,2083,424,918,1254,9,1,3,6,1
4,1365,423,631,894,9,1,3,6,1
6,1668,553,778,1110,9,1,3,6,1
1,919,968,561,944,9,1,3,6,1
9,2330,468,1026,1399,9,1,3,6,1
3,2294,718,1061,1506,9,1,3,6,1
8,1773,777,865,1275,10,1,3,6,1
5,2029,472,906,1250,10,1,3,6,1
7,1948,465,872,1206,10,1,3,6,1
2,958,888,561,923,10,1,3,6,1
0,1828,729,877,1278,10,1,3,6,1
4,1723,727,835,1225,10,1,3,6,1
6,1396,696,698,1046,10,1,3,6,1
1,1686,879,850,1282,10,1,3,6,1
9,2376,575,1065,1476,10,1,3,6,1
3,2263,785,1062,1524,10,1,3,6,1
8,1511,523,709,1017,10,1,3,6,1
5,1404,660,694,1032,10,1,3,6,1
7,1221,892,667,1056,10,1,3,6,1
2,1511,902,785,1206,10,1,3,6,1
0,2117,635,974,1376,10,1,3,6,1
4,1663,416,748,1040,10,1,3,6,1
6,2278,480,1007,1379,10,1,3,6,1
1,1954,827,947,1390,10,1,3,6,1
9,2020,952,998,1486,10,1,3,6,1
3,1655,923,847,1289,10,1,3,6,1
8,986,886,572,936,10,1,3,6,1
5,1567,562,739,1064,10,1,3,6,1
7,2380,495,1051,1438,10,1,3,6,1
2,2234,773,1048,1504,10,1,3,6,1
0,894,925,543,910,10,1,3,6,1
4,2147,525,964,1336,10,1,3,6,1
6,975,684,527,830,10,1,3,6,1
1,1661,499,764,1080,10,1,3,6,1
9,1451,739,728,1095,10,1,3,6,1
3,1204,582,598,893,10,1,3,6,1
8,2415,576,1081,1496,10,1,3,6,1
5,852,724,486,788,10,1,3,6,1
7,2290,945,1105,1618,10,1,3,6,1
2,884,517,457,700,10,1,3,6,1
0,2399,423,1044,1411,10,1,3,6,1
4,1251,822,665,1036,10,1,3,6,1
6,1844,907,919,1376,10,1,3,6,1
1,2424,422,1054,1423,10,1,3,6,1
9,2010,962,996,1486,10,1,3,6,1
3,1042,837,584,940,10,1,3,6,1
8,292,456,208,374,11,1,3,6,1
5,279,183,148,231,11,1,3,6,1
7,164,157,97,160,11,1,3,6,1
2,297,510,221,404,11,1,3,6,1
0,393,157,189,275,11,1,3,6,1
4,542,326,282,434,11,1,3,6,1
6,290,510,218,400,11,1,3,6,1
1,424,501,270,462,11,1,3,6,1
9,535,393,293,464,11,1,3,6,1
3,250,177,135,214,11,1,3,6,1
8,185,373,149,279,11,1,3,6,1
5,295,479,214,387,11,1,3,6,1
7,515,302,266,408,11,1,3,6,1
2,168,470,161,319,11,1,3,6,1
0,267,199,147,233,11,1,3,6,1
4,490,208,238,349,11,1,3,6,1
6,498,472,294,485,11,1,3,6,1
1,184,532,180,358,11,1,3,6,1
9,546,511,321,528,11,1,3,6,1
3,246,470,192,358,11,1,3,6,1
8,458,533,290,496,11,1,3,6,1
5,395,526,263,460,11,1,3,6,1
7,420,307,229,364,11,1,3,6,1
2,499,545,309,522,11,1,3,6,1
0,390,173,191,282,11,1,3,6,1
4,158,531,169,344,11,1,3,6,1
6,515,193,245,354,11,1,3,6,1
1,318,368,201,343,11,1,3,6,1
9,313,347,195,330,11,1,3,6,1
3,474,335,257,404,11,1,3,6,1
8,328,442,220,385,11,1,3,6,1
5,336,424,219,380,11,1,3,6,1
7,276,417,194,346,11,1,3,6,1
2,161,156,96,158,11,1,3,6,1
0,412,417,248,414,11,1,3,6,1
4,550,351,290,450,11,1,3,6,1
6,478,179,227,328,11,1,3,6,1
1,476,309,252,392,11,1,3,6,1
9,223,497,189,360,11,1,3,6,1
3,497,509,301,503,11,1,3,6,1
8,246,376,174,311,12,1,3,6,1
5,164,525,171,344,12,1,3,6,1
7,427,321,235,374,12,1,3,6,1
2,150,209,102,180,12,1,3,6,1
0,201,279,136,240,12,1,3,6,1
4,426,303,231,364,12,1,3,6,1
6,244,337,165,290,12,1,3,6,1
1,206,532,189,369,12,1,3,6,1
9,474,443,278,458,12,1,3,6,1
3,535,281,270,408,12,1,3,6,1
8,485,385,271,435,12,1,3,6,1
5,483,222,238,352,12,1,3,6,1
7,283,219,157,251,12,1,3,6,1
2,419,369,241,394,12,1,3,6,1
0,409,489,261,449,12,1,3,6,1
4,157,386,140,272,12,1,3,6,1
6,397,458,250,428,12,1,3,6,1
1,414,204,206,309,12,1,3,6,1
9,469,335,255,402,12,1,3,6,1
3,462,238,232,350,12,1,3,6,1
8,531,275,267,403,12,1,3,6,1
5,537,289,273,413,12,1,3,6,1
7,175,541,178,358,12,1,3,6,1
2,455,165,215,310,12,1,3,6,1
0,315,175,161,245,12,1,3,6,1
4,356,356,214,356,12,1,3,6,1
6,288,317,179,302,12,1,3,6,1
1,232,295,152,264,12,1,3,6,1
9,280,291,170,286,12,1,3,6,1
3,217,287,144,252,12,1,3,6,1
8,216,484,183,350,12,1,3,6,1
5,345,412,220,378,12,1,3,6,1
7,224,241,138,232,12,1,3,6,1
2,508,343,272,426,12,1,3,6,1
0,292,392,195,342,12,1,3,6,1
4,170,237,115,204,12,1,3,6,1
6,354,418,225,386,12,1,3,6,1
1,276,357,182,316,12,1,3,6,1
9,154,245,111,200,12,1,3,6,1
3,495,457,289,476,12,1,3,6,1
8,407,492,261,450,13,1,3,6,1
5,184,304,134,244,13,1,3,6,1
7,198,347,149,272,13,1,3,6,1
2,281,347,182,314,13,1,3,6,1
0,339,259,187,299,13,1,3,6,1
4,181,331,139,256,13,1,3,6,1
6,366,512,249,439,13,1,3,6,1
1,417,175,202,296,13,1,3,6,1
9,498,232,246,365,13,1,3,6,1
3,241,384,173,312,13,1,3,6,1
8,496,369,272,432,13,1,3,6,1
5,179,469,165,324,13,1,3,6,1
7,330,415,215,372,13,1,3,6,1
2,195,217,121,206,13,1,3,6,1
0,207,210,125,208,13,1,3,6,1
4,537,286,272,412,13,1,3,6,1
6,297,299,179,298,13,1,3,6,1
1,413,447,255,430,13,1,3,6,1
9,477,514,294,496,13,1,3,6,1
3,161,236,112,198,13,1,3,6,1
8,322,305,190,314,13,1,3,6,1
5,488,523,300,506,13,1,3,6,1
7,301,442,209,372,13,1,3,6,1
2,180,205,113,192,13,1,3,6,1
0,315,351,196,333,13,1,3,6,1
4,461,463,277,462,13,1,3,6,1
6,303,534,228,418,13,1,3,6,1
1,486,485,291,486,13,1,3,6,1
9,383,244,202,314,13,1,3,6,1
3,219,167,121,193,13,1,3,6,1
8,238,189,133,214,13,1,3,6,1
5,254,189,139,222,13,1,3,6,1
7,312,359,197,336,13,1,3,6,1
2,388,212,198,300,13,1,3,6,1
0,411,267,218,339,13,1,3,6,1
4,393,180,193,286,13,1,3,6,1
6,490,397,275,444,13,1,3,6,1
1,235,538,202,386,13,1,3,6,1
9,506,506,304,506,13,1,3,6,1
3,504,244,250,374,13,1,3,6,1
8,187,426,160,306,14,1,3,6,1
5,183,461,165,322,14,1,3,6,1
7,309,543,232,426,14,1,3,6,1
2,220,233,135,226,14,1,3,6,1
0,242,325,162,284,14,1,3,6,1
4,531,269,266,400,14,1,3,6,1
6,287,153,145,220,14,1,3,6,1
1,236,536,202,386,14,1,3,6,1
9,354,280,198,317,14,1,3,6,1
3,380,394,231,387,14,1,3,6,1
8,422,368,242,395,14,1,3,6,1
5,420,538,276,479,14,1,3,6,1
7,220,181,124,200,14,1,3,6,1
2,338,315,198,326,14,1,3,6,1
0,269,240,156,254,14,1,3,6,1
4,264,485,203,374,14,1,3,6,1
6,431,150,202,290,14,1,3,6,1
1,549,298,279,424,14,1,3,6,1
9,173,540,177,356,14,1,3,6,1
3,220,453,179,336,14,1,3,6,1
8,430,460,264,445,14,1,3,6,1
5,217,203,127,210,14,1,3,6,1
7,244,333,164,288,14,1,3,6,1
2,451,524,285,488,14,1,3,6,1
0,463,235,232,349,14,1,3,6,1
4,428,437,259,432,14,1,3,6,1
6,297,548,228,422,14,1,3,6,1
1,201,519,184,360,14,1,3,6,1
9,309,401,204,355,14,1,3,6,1
3,250,261,152,256,14,1,3,6,1
8,382,493,251,438,14,1,3,6,1
5,418,229,213,324,14,1,3,6,1
7,453,427,267,440,14,1,3,6,1
2,331,171,167,251,14,1,3,6,1
0,426,328,236,377,14,1,3,6,1
4,362,538,252,450,14,1,3,6,1
6,309,155,155,232,14,1,3,6,1
1,485,370,268,428,14,1,3,6,1
9,173,340,137,256,14,1,3,6,1
3,255,521,206,388,14,1,3,6,1
8,204,444,170,324,15,1,3,6,1
5,534,537,321,536,15,1,3,6,1
7,188,519,179,354,15,1,3,6,1
2,408,363,236,386,15,1,3,6,1
0,389,208,197,298,15,1,3,6,1
4,382,154,184,268,15,1,3,6,1
6,350,333,207,342,15,1,3,6,1
1,521,545,317,533,15,1,3,6,1
9,467,203,227,335,15,1,3,6,1
3,252,344,170,298,15,1,3,6,1
8,278,170,145,224,15,1,3,6,1
5,488,240,243,364,15,1,3,6,1
7,502,496,300,499,15,1,3,6,1
2,513,309,267,411,15,1,3,6,1
0,444,440,266,442,15,1,3,6,1
4,367,361,219,364,15,1,3,6,1
6,339,468,229,404,15,1,3,6,1
1,528,526,316,527,15,1,3,6,1
9,417,252,217,334,15,1,3,6,1
3,492,494,296,493,15,1,3,6,1
8,424,460,262,442,15,1,3,6,1
5,315,362,198,338,15,1,3,6,1
7,165,158,98,162,15,1,3,6,1
2,459,173,218,316,15,1,3,6,1
0,447,533,285,490,15,1,3,6,1
4,208,334,150,271,15,1,3,6,1
6,179,200,112,190,15,1,3,6,1
1,494,454,288,474,15,1,3,6,1
9,333,422,218,378,15,1,3,6,1
3,486,533,301,510,15,1,3,6,1
8,533,425,298,479,15,1,3,6,1
5,349,477,235,413,15,1,3,6,1
7,306,482,219,394,15,1,3,6,1
2,272,302,169,287,15,1,3,6,1
0,388,447,245,418,15,1,3,6,1
4,355,373,217,364,15,1,3,6,1
6,433,225,218,329,15,1,3,6,1
1,221,280,144,250,15,1,3,6,1
9,309,176,159,242,15,1,3,6,1
3,309,314,186,312,15,1,3,6,1
8,356,222,187,289,16,1,3,6,1
5,316,177,162,246,16,1,3,6,1
7,271,178,144,224,16,1,3,6,1
2,456,348,252,402,16,1,3,6,1
0,451,283,237,367,16,1,3,6,1
4,317,452,217,384,16,1,3,6,1
6,164,176,101,170,16,1,3,6,1
1,188,299,135,244,16,1,3,6,1
9,387,270,209,328,16,1,3,6,1
3,445,291,236,368,16,1,3,6,1
8,400,402,240,401,16,1,3,6,1
5,378,166,184,272,16,1,3,6,1
7,334,309,195,322,16,1,3,6,1
2,517,427,292,472,16,1,3,6,1
0,284,301,174,292,16,1,3,6,1
4,201,410,162,306,16,1,3,6,1
6,384,533,260,458,16,1,3,6,1
1,325,192,168,258,16,1,3,6,1
9,162,299,125,230,16,1,3,6,1
3,253,174,136,214,16,1,3,6,1
8,544,375,293,460,16,1,3,6,1
5,203,526,186,364,16,1,3,6,1
7,282,321,177,302,16,1,3,6,1
2,335,449,224,392,16,1,3,6,1
0,180,425,157,302,16,1,3,6,1
4,333,309,195,321,16,1,3,6,1
6,236,427,180,332,16,1,3,6,1
1,435,245,223,340,16,1,3,6,1
9,401,492,259,446,16,1,3,6,1
3,501,423,285,462,16,1,3,6,1
8,213,506,186,360,16,1,3,6,1
5,283,429,199,356,16,1,3,6,1
7,456,191,221,324,16,1,3,6,1
2,366,446,236,406,16,1,3,6,1
0,492,335,264,414,16,1,3,6,1
4,257,541,211,399,16,1,3,6,1
6,387,184,192,286,16,1,3,6,1
1,404,412,244,408,16,1,3,6,1
9,542,382,293,462,16,1,3,6,1
3,284,218,157,251,16,1,3,6,1
8,1095,2202,878,1648,17,1,3,6,1
5,798,2694,858,1746,17,1,3,6,1
7,1101,1701,781,1401,17,1,3,6,1
2,611,2062,657,1336,17,1,3,6,1
0,1087,1345,704,1216,17,1,3,6,1
4,789,1330,582,1060,17,1,3,6,1
6,1110,2148,874,1629,17,1,3,6,1
1,839,2525,841,1682,17,1,3,6,1
9,633,2088,671,1360,17,1,3,6,1
3,1199,1207,721,1203,17,1,3,6,1
8,1144,2745,1007,1944,17,1,3,6,1
5,1084,2137,861,1610,17,1,3,6,1
7,1187,1710,817,1448,17,1,3,6,1
2,733,2700,833,1716,17,1,3,6,1
0,764,1887,683,1326,17,1,3,6,1
4,611,1665,577,1138,17,1,3,6,1
6,748,2459,791,1604,17,1,3,6,1
1,991,2251,847,1621,17,1,3,6,1
9,893,2398,837,1646,17,1,3,6,1
3,810,1286,581,1048,17,1,3,6,1
8,680,2513,775,1596,17,1,3,6,1
5,1046,1297,678,1172,17,1,3,6,1
7,1194,1210,720,1202,17,1,3,6,1
2,650,2645,789,1648,17,1,3,6,1
0,965,1738,734,1352,17,1,3,6,1
4,1121,2376,924,1748,17,1,3,6,1
6,1138,2642,984,1890,17,1,3,6,1
1,679,1299,531,989,17,1,3,6,1
9,949,2259,831,1604,17,1,3,6,1
3,1003,2226,846,1614,17,1,3,6,1
8,778,1708,653,1243,17,1,3,6,1
5,936,1437,662,1186,17,1,3,6,1
7,778,2342,780,1560,17,1,3,6,1
2,1064,1173,660,1118,17,1,3,6,1
0,749,2275,755,1512,17,1,3,6,1
4,994,1082,614,1038,17,1,3,6,1
6,893,2701,897,1797,17,1,3,6,1
1,723,1738,637,1230,17,1,3,6,1
9,1183,1246,722,1214,17,1,3,6,1
3,708,1086,500,897,17,1,3,6,1
8,1189,2117,899,1653,18,1,3,6,1
5,1145,2000,858,1572,18,1,3,6,1
7,746,1469,592,1108,18,1,3,6,1
2,919,1934,754,1426,18,1,3,6,1
0,984,1652,724,1318,18,1,3,6,1
4,1021,2096,828,1558,18,1,3,6,1
6,1101,2505,941,1803,18,1,3,6,1
1,879,1141,580,1010,18,1,3,6,1
9,959,2734,930,1846,18,1,3,6,1
3,1171,2062,881,1616,18,1,3,6,1
8,965,2007,787,1486,18,1,3,6,1
5,1068,2420,911,1744,18,1,3,6,1
7,1077,2440,919,1758,18,1,3,6,1
2,1103,1492,740,1298,18,1,3,6,1
0,1069,1992,826,1530,18,1,3,6,1
4,704,1580,598,1142,18,1,3,6,1
6,1050,1146,649,1098,18,1,3,6,1
1,1074,1786,787,1430,18,1,3,6,1
9,991,2180,832,1586,18,1,3,6,1
3,948,2265,832,1606,18,1,3,6,1
8,719,1614,610,1166,18,1,3,6,1
5,1188,2166,908,1677,18,1,3,6,1
7,616,1684,583,1150,18,1,3,6,1
2,625,1007,451,816,18,1,3,6,1
0,723,1952,680,1338,18,1,3,6,1
4,721,1090,506,906,18,1,3,6,1
6,1006,2662,935,1834,18,1,3,6,1
1,832,1961,725,1396,18,1,3,6,1
9,1106,2238,890,1672,18,1,3,6,1
3,922,1377,644,1150,18,1,3,6,1
8,1026,2261,863,1644,18,1,3,6,1
5,781,1935,699,1358,18,1,3,6,1
7,636,2618,778,1627,18,1,3,6,1
2,1037,1801,775,1419,18,1,3,6,1
0,666,2011,669,1338,18,1,3,6,1
4,609,1650,574,1130,18,1,3,6,1
6,642,1459,549,1050,18,1,3,6,1
1,986,1069,608,1028,18,1,3,6,1
9,907,1783,719,1345,18,1,3,6,1
3,807,1836,690,1322,18,1,3,6,1
8,1174,1261,722,1218,19,1,3,6,1
5,949,1504,680,1226,19,1,3,6,1
7,1054,1219,665,1136,19,1,3,6,1
2,1186,1697,814,1442,19,1,3,6,1
0,949,1382,656,1166,19,1,3,6,1
4,1017,2550,917,1784,19,1,3,6,1
6,695,2040,686,1368,19,1,3,6,1
1,1090,2720,980,1905,19,1,3,6,1
9,693,1609,599,1151,19,1,3,6,1
3,1029,1750,762,1390,19,1,3,6,1
8,1112,1257,696,1184,19,1,3,6,1
5,976,1855,761,1416,19,1,3,6,1
7,739,2751,846,1745,19,1,3,6,1
2,1132,2797,1012,1964,19,1,3,6,1
0,1112,1334,712,1223,19,1,3,6,1
4,971,2256,840,1614,19,1,3,6,1
6,846,1667,672,1256,19,1,3,6,1
1,1093,1112,660,1102,19,1,3,6,1
9,808,1600,643,1204,19,1,3,6,1
3,802,1005,522,904,19,1,3,6,1
8,804,1774,676,1289,19,1,3,6,1
5,1014,2120,830,1567,19,1,3,6,1
7,860,1090,562,975,19,1,3,6,1
2,927,2303,831,1615,19,1,3,6,1
0,871,1538,656,1204,19,1,3,6,1
4,629,1497,551,1063,19,1,3,6,1
6,807,1294,582,1050,19,1,3,6,1
1,1026,1151,641,1088,19,1,3,6,1
9,892,2454,848,1673,19,1,3,6,1
3,986,1107,616,1046,19,1,3,6,1
8,892,1653,687,1272,19,1,3,6,1
5,1061,1415,707,1238,19,1,3,6,1
7,1067,1642,755,1354,19,1,3,6,1
2,889,1115,579,1002,19,1,3,6,1
0,775,2653,841,1714,19,1,3,6,1
4,753,1208,543,980,19,1,3,6,1
6,1040,2452,906,1746,19,1,3,6,1
1,942,1463,669,1202,19,1,3,6,1
9,1045,1214,661,1130,19,1,3,6,1
3,1021,2012,811,1516,19,1,3,6,1
8,847,2755,890,1801,20,1,3,6,1
5,937,2499,875,1718,20,1,3,6,1
7,969,2583,904,1776,20,1,3,6,1
2,799,2010,722,1404,20,1,3,6,1
0,1000,1728,746,1364,20,1,3,6,1
4,794,1841,686,1318,20,1,3,6,1
6,702,2548,790,1625,20,1,3,6,1
1,1102,1510,743,1306,20,1,3,6,1
9,728,2158,723,1443,20,1,3,6,1
3,636,2686,792,1661,20,1,3,6,1
8,637,1936,642,1286,20,1,3,6,1
5,1152,2406,942,1779,20,1,3,6,1
7,991,1459,688,1225,20,1,3,6,1
2,1058,1215,666,1136,20,1,3,6,1
0,991,2703,937,1847,20,1,3,6,1
4,837,1212,577,1024,20,1,3,6,1
6,996,2758,950,1877,20,1,3,6,1
1,779,2746,861,1762,20,1,3,6,1
9,794,1121,542,958,20,1,3,6,1
3,600,1584,557,1092,20,1,3,6,1
8,1091,1903,817,1497,20,1,3,6,1
5,802,1077,536,940,20,1,3,6,1
7,1169,2319,931,1744,20,1,3,6,1
2,609,1075,459,842,20,1,3,6,1
0,863,1782,702,1322,20,1,3,6,1
4,939,1577,691,1258,20,1,3,6,1
6,672,2015,672,1344,20,1,3,6,1
1,795,1388,596,1092,20,1,3,6,1
9,877,1932,737,1404,20,1,3,6,1
3,656,1788,620,1222,20,1,3,6,1
8,696,1396,558,1046,20,1,3,6,1
5,617,2399,727,1508,20,1,3,6,1
7,1065,1515,729,1290,20,1,3,6,1
2,1174,2024,874,1599,20,1,3,6,1
0,973,1572,704,1272,20,1,3,6,1
4,1181,1439,760,1310,20,1,3,6,1
6,909,2182,800,1546,20,1,3,6,1
1,672,1458,560,1065,20,1,3,6,1
9,1013,2165,838,1589,20,1,3,6,1
3,1026,1128,636,1077,20,1,3,6,1
8,458,385,260,422,21,1,3,6,1
5,196,312,141,254,21,1,3,6,1
7,280,173,147,226,21,1,3,6,1
2,158,501,163,330,21,1,3,6,1
0,467,414,270,440,21,1,3,6,1
