station_nlc,station,borough,note,weekday,saturday,sunday,weekday_1,saturday_1,sunday_1,million,source_sheet,year,station_nlc_outlier,weekday_outlier,saturday_outlier,sunday_outlier,weekday_1_outlier,saturday_1_outlier,sunday_1_outlier,million_outlier,year_outlier
708.0,South Kensington,Kensington And Chelsea,,50391.0,42818.0,34161.0,49744.0,44056.0,33783.0,33.860299,2017 Entry & Exit,2017,0,1,1,1,1,1,1,1,0
778.0,Brixton,Lambeth,,51028.0,40770.0,28965.0,48822.0,40211.0,28135.0,32.841962,2017 Entry & Exit,2017,0,1,1,1,1,1,1,1,0
607.0,Holborn,Camden,,51101.0,28823.0,17598.0,56804.0,31315.0,18187.0,32.538456,2017 Entry & Exit,2017,0,1,1,0,1,1,1,1,0
580.0,Finsbury Park,Islington,D,52158.0,41968.0,25405.0,45233.0,30510.0,22325.0,31.224849,2017 Entry & Exit,2017,0,1,1,1,1,1,1,1,0
777.0,Vauxhall,Lambeth,,50772.0,32387.0,24662.0,46714.0,30150.0,24796.0,30.833904,2017 Entry & Exit,2017,0,1,1,1,1,1,1,1,0
593.0,Hammersmith (Dis),Hammersmith And Fulham,Unknown,47068.0,31449.0,22271.0,45894.0,30229.0,21442.0,29.305709,2017 Entry & Exit,2017,0,1,1,1,1,1,1,1,0
511.0,Baker Street,City Of Westminster,,47116.0,29088.0,22260.0,44913.0,27901.0,20754.0,28.784591,2017 Entry & Exit,2017,0,1,1,1,1,1,1,1,0
789.0,North Greenwich,Greenwich,,40613.0,35817.0,28314.0,42343.0,36024.0,29738.0,28.148668,2017 Entry & Exit,2017,0,1,1,1,1,1,1,1,0
645.0,Moorgate,City Of London,A,46698.0,5823.0,3961.0,54744.0,7320.0,4878.0,26.869763,2017 Entry & Exit,2017,0,1,0,0,1,0,0,1,0
665.0,Old Street,Islington,,42971.0,26666.0,18023.0,41107.0,31508.0,17321.0,26.382078,2017 Entry & Exit,2017,0,1,1,0,1,1,0,1,0
761.0,Westminster,City Of Westminster,,38241.0,31057.0,24309.0,39001.0,31405.0,23236.0,25.595405,2017 Entry & Exit,2017,0,0,1,1,1,1,1,1,0
700.0,Shepherd'S Bush (Cen),Hammersmith And Fulham,,35840.0,31455.0,20749.0,31808.0,28881.0,19340.0,22.617667,2017 Entry & Exit,2017,0,0,1,1,0,1,1,0,0
535.0,Camden Town,Camden,,31046.0,37481.0,16303.0,31183.0,41851.0,28383.0,22.505675,2017 Entry & Exit,2017,0,0,1,0,0,1,1,0,0
542.0,Embankment,City Of Westminster,,34869.0,28002.0,17980.0,33686.0,25955.0,15578.0,22.130101,2017 Entry & Exit,2017,0,0,1,0,0,1,0,0,0
570.0,Elephant & Castle,Southwark,,37290.0,23949.0,17597.0,32954.0,21378.0,15851.0,22.102168,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
731.0,Tower Hill,Tower Hamlets,,30036.0,24595.0,19675.0,33220.0,27252.0,19866.0,21.032731,2017 Entry & Exit,2017,0,0,0,1,0,1,1,0,0
577.0,Farringdon,Islington,C,36844.0,7931.0,4687.0,37094.0,9088.0,4550.0,20.136285,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
745.0,Warren Street,Camden,,35810.0,13816.0,9209.0,33944.0,13362.0,8585.0,20.110864,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
603.0,Highbury & Islington,Islington,,31198.0,24555.0,15276.0,30890.0,23441.0,16720.0,20.09182,2017 Entry & Exit,2017,0,0,0,0,0,1,0,0,0
562.0,Earl'S Court,Kensington And Chelsea,,30323.0,24399.0,18840.0,30098.0,24212.0,18053.0,19.990972,2017 Entry & Exit,2017,0,0,0,1,0,1,1,0,0
718.0,Charing Cross,City Of Westminster,Unknown,30496.0,26272.0,16589.0,29715.0,22288.0,12347.0,19.465727,2017 Entry & Exit,2017,0,0,1,0,0,0,0,0,0
507.0,Angel,Islington,,30413.0,20944.0,13916.0,30099.0,22368.0,13832.0,19.198892,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
698.0,Seven Sisters,Haringey,,28355.0,23861.0,17424.0,26646.0,22212.0,16762.0,18.328023,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
514.0,Barking,Barking And Dagenham,,29410.0,19930.0,14113.0,28165.0,18712.0,13372.0,18.197474,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
553.0,Covent Garden,City Of Westminster,,22563.0,27532.0,17730.0,24691.0,36587.0,20431.0,17.540949,2017 Entry & Exit,2017,0,0,1,0,0,1,1,0,0
541.0,Chancery Lane,City Of London,,31085.0,8066.0,4071.0,32778.0,8195.0,4038.0,17.481342,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
702.0,Sloane Square,Kensington And Chelsea,,27847.0,18087.0,12250.0,27104.0,18207.0,12148.0,17.229373,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
626.0,Knightsbridge,Kensington And Chelsea,,25026.0,28003.0,19735.0,23810.0,25435.0,15400.0,17.207249,2017 Entry & Exit,2017,0,0,1,1,0,1,0,0,0
697.0,St. Paul'S,City Of London,,28879.0,13501.0,9087.0,29552.0,13116.0,8497.0,17.204583,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
560.0,Ealing Broadway,Ealing,,27918.0,18907.0,12639.0,25074.0,17762.0,12462.0,16.794723,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
784.0,Southwark,Southwark,,28187.0,12164.0,8458.0,28800.0,12921.0,8234.0,16.706959,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
752.0,Wembley Park,Brent,,24980.0,22413.0,14412.0,25094.0,21274.0,13438.0,16.583596,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
663.0,Notting Hill Gate,Kensington And Chelsea,,23741.0,23951.0,14101.0,23447.0,27388.0,15288.0,16.342143,2017 Entry & Exit,2017,0,0,0,0,0,1,0,0,0
727.0,Tooting Broadway,Wandsworth,,25494.0,19445.0,13028.0,24753.0,18145.0,13072.0,16.207071,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
642.0,Mile End,Tower Hamlets,,24959.0,18224.0,13261.0,23873.0,16737.0,13471.0,15.749656,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
520.0,Bethnal Green,Tower Hamlets,,23869.0,20599.0,15643.0,22390.0,19079.0,14976.0,15.573304,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
788.0,Canada Water,Southwark,,21804.0,21533.0,14625.0,22150.0,21539.0,14887.0,15.101314,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
521.0,Blackfriars,City Of London,,26446.0,10303.0,8112.0,24991.0,8295.0,6211.0,14.825714,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
566.0,East Ham,Newham,,23269.0,17213.0,12184.0,22485.0,15768.0,11628.0,14.695682,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
512.0,Balham,Wandsworth,,22562.0,17441.0,10809.0,22199.0,15581.0,10678.0,14.30941,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
695.0,St. James'S Park,City Of Westminster,,25788.0,7589.0,6085.0,24744.0,7514.0,6119.0,14.289988,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
575.0,Euston Square,Camden,,24492.0,8086.0,6749.0,24727.0,8805.0,6752.0,14.127298,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
640.0,Marble Arch,City Of Westminster,,22337.0,19161.0,13651.0,19926.0,15796.0,11629.0,14.001823,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
503.0,Aldgate East,Tower Hamlets,,22327.0,16166.0,13323.0,21071.0,13893.0,11347.0,13.998292,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
583.0,Gloucester Road,Kensington And Chelsea,,21724.0,16396.0,13126.0,20559.0,15425.0,12030.0,13.836495,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
763.0,Whitechapel,Tower Hamlets,,22590.0,12479.0,8781.0,22633.0,12820.0,8960.0,13.803686,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
641.0,Marylebone,City Of Westminster,,20984.0,14952.0,11935.0,21656.0,15163.0,10853.0,13.698392,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
632.0,Leyton,Waltham Forest,,20416.0,17743.0,12375.0,20276.0,15780.0,11901.0,13.470556,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
884.0,Canning Town,Newham,,20492.0,16422.0,12206.0,19892.0,15457.0,11613.0,13.280181,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
770.0,Wood Green,Haringey,,20042.0,15815.0,11793.0,18949.0,16020.0,11415.0,12.889415,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
605.0,High Street Kensington,Kensington And Chelsea,,20170.0,14260.0,10213.0,19963.0,13917.0,9172.0,12.762568,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
767.0,Wimbledon,Merton,A,18188.0,15969.0,10013.0,20149.0,16795.0,10509.0,12.613787,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
729.0,Tottenham Hale,Haringey,,21847.0,9891.0,7206.0,20344.0,8587.0,6945.0,12.470088,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
501.0,Barbican,City Of London,,20680.0,7416.0,5149.0,20512.0,7702.0,5351.0,11.827212,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
758.0,West Hampstead,Camden,,20776.0,13386.0,9249.0,16880.0,10461.0,8232.0,11.798391,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
716.0,Stockwell,Lambeth,,20187.0,15597.0,9779.0,15592.0,13621.0,9301.0,11.697143,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
694.0,Russell Square,Camden,,18960.0,12688.0,9990.0,16656.0,12317.0,9299.0,11.449159,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
633.0,Leytonstone,Waltham Forest,,17433.0,12923.0,8810.0,16820.0,12061.0,8660.0,10.995907,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
776.0,Pimlico,City Of Westminster,,18185.0,10677.0,8159.0,17077.0,10280.0,8112.0,10.971039,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
598.0,Harrow-On-The-Hill,Harrow,,16908.0,11329.0,7711.0,18067.0,11531.0,7995.0,10.964049,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
773.0,Hammersmith (H&C),Hammersmith And Fulham,,18267.0,10832.0,7344.0,16945.0,10088.0,7076.0,10.847256,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
735.0,Turnpike Lane,Haringey,,16200.0,13744.0,9948.0,16215.0,12547.0,9888.0,10.738451,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
787.0,Bermondsey,Southwark,,16503.0,12706.0,8848.0,16121.0,12536.0,9373.0,10.641495,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
547.0,Clapham Common,Lambeth,,15071.0,13320.0,9002.0,16450.0,13870.0,9582.0,10.485149,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
647.0,Morden,Merton,,17036.0,11546.0,8648.0,15608.0,10490.0,8367.0,10.408689,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
581.0,Fulham Broadway,Hammersmith And Fulham,,15310.0,12139.0,6951.0,15025.0,10125.0,6572.0,9.63034,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
579.0,Finchley Road,Camden,,15534.0,11037.0,7909.0,14715.0,9443.0,7514.0,9.627914,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
742.0,Walthamstow Central,Waltham Forest,D,11961.0,9038.0,6526.0,17390.0,13811.0,10094.0,9.594531,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
739.0,Upton Park,Newham,,15357.0,11407.0,8101.0,14397.0,10574.0,7544.0,9.593829,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
536.0,Cannon Street,City Of London,,18732.0,4360.0,3117.0,15365.0,3398.0,2955.0,9.388205,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
508.0,Archway,Islington,,15336.0,10701.0,7424.0,13956.0,9023.0,6816.0,9.276684,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
522.0,Blackhorse Road,Waltham Forest,,14573.0,10207.0,7512.0,13631.0,9194.0,6984.0,8.999728,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
724.0,Temple,City Of Westminster,,15731.0,5051.0,3396.0,15893.0,5475.0,3355.0,8.946533,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
502.0,Aldgate,City Of London,,15080.0,4397.0,3261.0,16023.0,5909.0,4230.0,8.84694,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
764.0,White City,Hammersmith And Fulham,,14693.0,7316.0,4358.0,15280.0,6845.0,4401.0,8.836322,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
765.0,Willesden Green,Brent,,13820.0,10754.0,8161.0,13073.0,9494.0,7811.0,8.799173,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
638.0,Manor House,Hackney,,13539.0,11134.0,8587.0,12569.0,9598.0,8442.0,8.688099,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
549.0,Clapham South,Wandsworth,,13665.0,10189.0,6726.0,13359.0,9193.0,6880.0,8.64769,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
622.0,Kilburn,Brent,,13475.0,10578.0,7920.0,12733.0,9837.0,7841.0,8.622103,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
681.0,Queensway,City Of Westminster,,11823.0,12040.0,9727.0,12303.0,12466.0,9693.0,8.52397,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
584.0,Golders Green,Barnet,,13364.0,9191.0,7249.0,12928.0,8432.0,7027.0,8.410556,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
740.0,Uxbridge,Hillingdon,,13974.0,8494.0,5256.0,13371.0,7825.0,5194.0,8.383423,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
619.0,Kentish Town,Camden,,13857.0,8998.0,6164.0,12940.0,8053.0,5434.0,8.350575,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
686.0,Richmond,Richmond,A,11845.0,13954.0,7259.0,12226.0,12874.0,7072.0,8.330548,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
588.0,Great Portland Street,City Of Westminster,,14519.0,5020.0,3281.0,13985.0,4835.0,2775.0,8.081276,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
726.0,Tooting Bec,Wandsworth,,13230.0,9607.0,6351.0,12044.0,8184.0,6401.0,8.071822,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
780.0,Heathrow Terminals 123,Hillingdon,,11347.0,12041.0,12845.0,9606.0,9810.0,10471.0,7.813005,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
601.0,Hendon Central,Barnet,,13207.0,7560.0,5685.0,12181.0,6560.0,5278.0,7.804221,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
696.0,St. John'S Wood,City Of Westminster,,12340.0,7879.0,6027.0,12397.0,7987.0,6030.0,7.794856,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
723.0,Swiss Cottage,Camden,,12645.0,8442.0,5867.0,11957.0,8026.0,5636.0,7.759319,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
586.0,Goodge Street,Camden,,12987.0,6054.0,3560.0,12624.0,6194.0,3352.0,7.524287,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
668.0,Oval,Lambeth,,11909.0,8303.0,5763.0,11272.0,7631.0,5485.0,7.356993,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
565.0,East Finchley,Barnet,Unknown,12133.0,7616.0,4980.0,11528.0,6609.0,4958.0,7.312275,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
578.0,Finchley Central,Barnet,,12024.0,7238.0,4118.0,11680.0,6401.0,4266.0,7.200996,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
569.0,Edgware Road (Cir),City Of Westminster,,11970.0,6611.0,4932.0,11396.0,6435.0,4542.0,7.148956,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
551.0,Colindale,Barnet,,11783.0,8076.0,5503.0,10901.0,6829.0,5108.0,7.140161,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
516.0,Barons Court,Hammersmith And Fulham,,12188.0,7011.0,5009.0,10959.0,6051.0,4894.0,7.119692,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
548.0,Clapham North,Lambeth,,9804.0,9237.0,5746.0,10834.0,9097.0,5874.0,6.860362,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
582.0,Gants Hill,Redbridge,,11215.0,7326.0,4905.0,10582.0,6971.0,4806.0,6.831034,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
653.0,North Acton,Ealing,,11190.0,6407.0,4544.0,11023.0,5915.0,4405.0,6.788624,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
609.0,Holloway Road,Islington,,10836.0,7498.0,5453.0,10473.0,6944.0,5466.0,6.786382,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
672.0,Parsons Green,Hammersmith And Fulham,,11793.0,6549.0,3870.0,10566.0,5924.0,3847.0,6.760726,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
552.0,Colliers Wood,Merton,,10755.0,8146.0,5827.0,9870.0,7264.0,5657.0,6.697001,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
639.0,Mansion House,City Of London,,11584.0,2766.0,2046.0,11730.0,2602.0,1818.0,6.405554,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
527.0,Bounds Green,Haringey,,10509.0,7995.0,5470.0,9196.0,6878.0,5232.0,6.390179,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
715.0,Stepney Green,Tower Hamlets,,10703.0,6769.0,4857.0,9583.0,5732.0,4613.0,6.34114,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
629.0,Lancaster Gate,City Of Westminster,,9568.0,7851.0,6492.0,9120.0,7473.0,5692.0,6.243768,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
519.0,Belsize Park,Camden,,10868.0,6114.0,4791.0,9207.0,5596.0,4541.0,6.238483,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
567.0,East Putney,Wandsworth,,10103.0,6648.0,4301.0,9678.0,6019.0,4512.0,6.183244,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
734.0,Turnham Green,Hounslow,,9699.0,6579.0,4508.0,9809.0,6553.0,4591.0,6.155229,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
676.0,Plaistow,Newham,,9930.0,6676.0,4821.0,9429.0,6084.0,4795.0,6.128691,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
556.0,Dagenham Heathway,Barking And Dagenham,,9800.0,6422.0,4174.0,9711.0,6157.0,4109.0,6.079088,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
500.0,Acton Town,Ealing,,9531.0,6716.0,4744.0,9382.0,6617.0,4785.0,6.040516,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
705.0,Southfields,Wandsworth,Unknown,10030.0,7115.0,4368.0,9142.0,5880.0,4229.0,6.033479,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
769.0,Woodford,Redbridge,,9442.0,6937.0,4140.0,9537.0,6301.0,4142.0,5.978701,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
627.0,Ladbroke Grove,Kensington And Chelsea,,9327.0,9009.0,4625.0,8878.0,7205.0,3950.0,5.954918,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
751.0,Wembley Central,Brent,,8953.0,7503.0,5106.0,9173.0,7264.0,4613.0,5.927183,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
540.0,Chalk Farm,Camden,,8997.0,8721.0,7683.0,8003.0,7056.0,5373.0,5.891708,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
755.0,West Brompton,Kensington And Chelsea,,10006.0,4731.0,3077.0,10024.0,4141.0,2825.0,5.877152,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
604.0,Highgate,Haringey,,9839.0,6257.0,4118.0,8948.0,5772.0,4272.0,5.873629,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
525.0,Borough,Southwark,,9525.0,5779.0,3955.0,9318.0,6268.0,4140.0,5.871328,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
534.0,Caledonian Road,Islington,,9277.0,6574.0,4874.0,8591.0,5719.0,4668.0,5.722818,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
591.0,Gunnersbury,Hounslow,,10367.0,4110.0,2691.0,9408.0,3557.0,2454.0,5.705314,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
528.0,Bow Road,Tower Hamlets,,9077.0,6612.0,4787.0,8487.0,5852.0,4801.0,5.657512,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
680.0,Queen'S Park,Brent,,9409.0,6382.0,4651.0,8423.0,5362.0,4298.0,5.650175,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
706.0,Southgate,Enfield,,8777.0,6134.0,4189.0,8831.0,5989.0,4336.0,5.588195,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
616.0,Kennington,Southwark,,8942.0,6777.0,4709.0,8177.0,6390.0,4843.0,5.579359,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
614.0,Hyde Park Corner,City Of Westminster,,7515.0,7654.0,6368.0,8292.0,7400.0,6454.0,5.538477,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
650.0,Newbury Park,Redbridge,,9329.0,6362.0,4269.0,8148.0,5762.0,3775.0,5.526725,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
736.0,Upminster,Havering,A,8860.0,5745.0,2538.0,9533.0,5105.0,2571.0,5.51906,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
678.0,Putney Bridge,Hammersmith And Fulham,,8283.0,6549.0,3856.0,8585.0,6106.0,3921.0,5.384507,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
568.0,Edgware,Barnet,,8705.0,5546.0,4220.0,8014.0,5309.0,4051.0,5.282356,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
712.0,South Woodford,Redbridge,Unknown,7696.0,4656.0,2739.0,9363.0,6226.0,3977.0,5.278035,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
760.0,West Kensington,Hammersmith And Fulham,,8424.0,5987.0,4309.0,8020.0,5069.0,4121.0,5.232614,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
624.0,Kingsbury,Brent,Unknown,8439.0,5685.0,4019.0,8092.0,5386.0,3853.0,5.222483,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
657.0,Northolt,Ealing,,8427.0,5747.0,3834.0,8044.0,5234.0,3657.0,5.180144,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
648.0,Mornington Crescent,Camden,,7868.0,4752.0,11598.0,7293.0,3435.0,2327.0,5.083032,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
711.0,South Wimbledon,Merton,Unknown,8219.0,5503.0,3598.0,7180.0,5108.0,3605.0,4.872696,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
597.0,Harrow & Wealdstone,Harrow,,8496.0,4650.0,3093.0,7332.0,4465.0,2929.0,4.833762,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
594.0,Hampstead,Camden,,7192.0,5531.0,4827.0,7223.0,5740.0,5349.0,4.833471,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
517.0,Bayswater,City Of Westminster,,6946.0,6916.0,6033.0,6309.0,6409.0,5286.0,4.714236,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
589.0,Greenford,Ealing,,7635.0,4982.0,3143.0,7453.0,4611.0,3040.0,4.680897,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
766.0,Willesden Junction,Brent,A,7566.0,5164.0,2908.0,7514.0,4743.0,3028.0,4.680628,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
679.0,Queensbury,Brent,,7534.0,4941.0,3248.0,7372.0,4646.0,3116.0,4.645218,2017 Entry & Exit,2017,0,0,0,0,0,0,0,0,0
