id,station_id,day_of_week,hour,avg_passengers,peak_status
246,2,Thursday,5,376,off-peak
247,2,Thursday,6,368,off-peak
248,2,Thursday,7,1126,peak
249,2,Thursday,8,1144,peak
250,2,Thursday,9,1003,peak
251,2,Thursday,10,339,off-peak
252,2,Thursday,11,146,off-peak
253,2,Thursday,12,388,off-peak
254,2,Thursday,13,306,off-peak
255,2,Thursday,14,307,off-peak
256,2,Thursday,15,330,off-peak
257,2,Thursday,16,382,off-peak
258,2,Thursday,17,1086,peak
259,2,Thursday,18,1013,peak
260,2,Thursday,19,1115,peak
261,2,Thursday,20,208,off-peak
262,2,Thursday,21,380,off-peak
263,2,Thursday,22,120,off-peak
264,2,Thursday,23,297,off-peak
265,2,Friday,0,122,off-peak
266,2,Friday,1,122,off-peak
267,2,Friday,2,278,off-peak
268,2,Friday,3,195,off-peak
269,2,Friday,4,227,off-peak
270,2,Friday,5,116,off-peak
271,2,Friday,6,311,off-peak
272,2,Friday,7,812,peak
273,2,Friday,8,1009,peak
274,2,Friday,9,1139,peak
275,2,Friday,10,155,off-peak
276,2,Friday,11,396,off-peak
277,2,Friday,12,392,off-peak
278,2,Friday,13,327,off-peak
279,2,Friday,14,265,off-peak
280,2,Friday,15,394,off-peak
281,2,Friday,16,171,off-peak
282,2,Friday,17,1074,peak
283,2,Friday,18,1171,peak
284,2,Friday,19,1169,peak
285,2,Friday,20,293,off-peak
286,2,Friday,21,251,off-peak
287,2,Friday,22,325,off-peak
288,2,Friday,23,329,off-peak
289,2,Saturday,0,371,off-peak
290,2,Saturday,1,251,off-peak
291,2,Saturday,2,264,off-peak
292,2,Saturday,3,303,off-peak
293,2,Saturday,4,248,off-peak
294,2,Saturday,5,182,off-peak
295,2,Saturday,6,340,off-peak
296,2,Saturday,7,895,peak
297,2,Saturday,8,1061,peak
298,2,Saturday,9,905,peak
299,2,Saturday,10,338,off-peak
300,2,Saturday,11,163,off-peak
301,2,Saturday,12,314,off-peak
302,2,Saturday,13,326,off-peak
303,2,Saturday,14,259,off-peak
304,2,Saturday,15,344,off-peak
305,2,Saturday,16,118,off-peak
306,2,Saturday,17,962,peak
307,2,Saturday,18,1129,peak
308,2,Saturday,19,1010,peak
309,2,Saturday,20,340,off-peak
310,2,Saturday,21,148,off-peak
311,2,Saturday,22,258,off-peak
312,2,Saturday,23,335,off-peak
313,2,Sunday,0,129,off-peak
314,2,Sunday,1,174,off-peak
315,2,Sunday,2,118,off-peak
316,2,Sunday,3,398,off-peak
317,2,Sunday,4,264,off-peak
318,2,Sunday,5,192,off-peak
319,2,Sunday,6,258,off-peak
320,2,Sunday,7,972,peak
321,2,Sunday,8,1033,peak
322,2,Sunday,9,937,peak
323,2,Sunday,10,316,off-peak
324,2,Sunday,11,349,off-peak
325,2,Sunday,12,161,off-peak
326,2,Sunday,13,148,off-peak
327,2,Sunday,14,367,off-peak
328,2,Sunday,15,158,off-peak
329,2,Sunday,16,214,off-peak
330,2,Sunday,17,1133,peak
331,2,Sunday,18,957,peak
332,2,Sunday,19,1068,peak
333,2,Sunday,20,102,off-peak
334,2,Sunday,21,365,off-peak
335,2,Sunday,22,183,off-peak
336,2,Sunday,23,199,off-peak
337,3,Monday,0,250,off-peak
338,3,Monday,1,274,off-peak
339,3,Monday,2,331,off-peak
340,3,Monday,3,342,off-peak
341,3,Monday,4,109,off-peak
342,3,Monday,5,279,off-peak
343,3,Monday,6,282,off-peak
344,3,Monday,7,1040,peak
345,3,Monday,8,1100,peak
346,3,Monday,9,928,peak
347,3,Monday,10,361,off-peak
348,3,Monday,11,281,off-peak
349,3,Monday,12,316,off-peak
350,3,Monday,13,296,off-peak
351,3,Monday,14,295,off-peak
352,3,Monday,15,210,off-peak
353,3,Monday,16,213,off-peak
354,3,Monday,17,932,peak
355,3,Monday,18,969,peak
356,3,Monday,19,1144,peak
357,3,Monday,20,218,off-peak
358,3,Monday,21,376,off-peak
359,3,Monday,22,313,off-peak
360,3,Monday,23,217,off-peak
361,3,Tuesday,0,399,off-peak
362,3,Tuesday,1,125,off-peak
363,3,Tuesday,2,188,off-peak
364,3,Tuesday,3,135,off-peak
365,3,Tuesday,4,379,off-peak
366,3,Tuesday,5,150,off-peak
367,3,Tuesday,6,157,off-peak
368,3,Tuesday,7,1108,peak
369,3,Tuesday,8,878,peak
370,3,Tuesday,9,824,peak
371,3,Tuesday,10,172,off-peak
372,3,Tuesday,11,306,off-peak
373,3,Tuesday,12,183,off-peak
374,3,Tuesday,13,211,off-peak
375,3,Tuesday,14,255,off-peak
376,3,Tuesday,15,148,off-peak
377,3,Tuesday,16,303,off-peak
378,3,Tuesday,17,1078,peak
379,3,Tuesday,18,862,peak
380,3,Tuesday,19,943,peak
381,3,Tuesday,20,240,off-peak
382,3,Tuesday,21,325,off-peak
383,3,Tuesday,22,180,off-peak
384,3,Tuesday,23,296,off-peak
385,3,Wednesday,0,129,off-peak
386,3,Wednesday,1,396,off-peak
387,3,Wednesday,2,348,off-peak
388,3,Wednesday,3,275,off-peak
389,3,Wednesday,4,272,off-peak
390,3,Wednesday,5,331,off-peak
391,3,Wednesday,6,209,off-peak
392,3,Wednesday,7,846,peak
393,3,Wednesday,8,809,peak
394,3,Wednesday,9,1196,peak
395,3,Wednesday,10,225,off-peak
396,3,Wednesday,11,152,off-peak
397,3,Wednesday,12,314,off-peak
398,3,Wednesday,13,197,off-peak
399,3,Wednesday,14,293,off-peak
400,3,Wednesday,15,303,off-peak
401,3,Wednesday,16,232,off-peak
402,3,Wednesday,17,831,peak
403,3,Wednesday,18,1098,peak
404,3,Wednesday,19,1153,peak
405,3,Wednesday,20,209,off-peak
406,3,Wednesday,21,203,off-peak
407,3,Wednesday,22,145,off-peak
408,3,Wednesday,23,220,off-peak
409,3,Thursday,0,256,off-peak
410,3,Thursday,1,158,off-peak
411,3,Thursday,2,357,off-peak
412,3,Thursday,3,311,off-peak
413,3,Thursday,4,286,off-peak
414,3,Thursday,5,289,off-peak
415,3,Thursday,6,180,off-peak
416,3,Thursday,7,1053,peak
417,3,Thursday,8,892,peak
418,3,Thursday,9,1187,peak
419,3,Thursday,10,304,off-peak
420,3,Thursday,11,276,off-peak
421,3,Thursday,12,107,off-peak
422,3,Thursday,13,390,off-peak
423,3,Thursday,14,329,off-peak
424,3,Thursday,15,307,off-peak
425,3,Thursday,16,252,off-peak
426,3,Thursday,17,1025,peak
427,3,Thursday,18,880,peak
428,3,Thursday,19,1051,peak
429,3,Thursday,20,264,off-peak
430,3,Thursday,21,385,off-peak
431,3,Thursday,22,145,off-peak
432,3,Thursday,23,134,off-peak
433,3,Friday,0,196,off-peak
434,3,Friday,1,377,off-peak
435,3,Friday,2,296,off-peak
436,3,Friday,3,186,off-peak
437,3,Friday,4,275,off-peak
438,3,Friday,5,382,off-peak
439,3,Friday,6,116,off-peak
440,3,Friday,7,1126,peak
441,3,Friday,8,1001,peak
442,3,Friday,9,920,peak
443,3,Friday,10,280,off-peak
444,3,Friday,11,329,off-peak
445,3,Friday,12,239,off-peak
446,3,Friday,13,146,off-peak
447,3,Friday,14,381,off-peak
448,3,Friday,15,367,off-peak
449,3,Friday,16,318,off-peak
450,3,Friday,17,959,peak
451,3,Friday,18,959,peak
452,3,Friday,19,844,peak
453,3,Friday,20,202,off-peak
454,3,Friday,21,329,off-peak
455,3,Friday,22,156,off-peak
456,3,Friday,23,225,off-peak
457,3,Saturday,0,200,off-peak
458,3,Saturday,1,368,off-peak
459,3,Saturday,2,341,off-peak
460,3,Saturday,3,379,off-peak
461,3,Saturday,4,320,off-peak
462,3,Saturday,5,307,off-peak
463,3,Saturday,6,368,off-peak
464,3,Saturday,7,1053,peak
465,3,Saturday,8,853,peak
466,3,Saturday,9,1006,peak
467,3,Saturday,10,244,off-peak
468,3,Saturday,11,117,off-peak
469,3,Saturday,12,219,off-peak
470,3,Saturday,13,132,off-peak
471,3,Saturday,14,354,off-peak
472,3,Saturday,15,114,off-peak
473,3,Saturday,16,301,off-peak
474,3,Saturday,17,885,peak
475,3,Saturday,18,1133,peak
476,3,Saturday,19,1096,peak
477,3,Saturday,20,220,off-peak
478,3,Saturday,21,139,off-peak
479,3,Saturday,22,198,off-peak
480,3,Saturday,23,238,off-peak
481,3,Sunday,0,240,off-peak
482,3,Sunday,1,124,off-peak
483,3,Sunday,2,187,off-peak
484,3,Sunday,3,318,off-peak
485,3,Sunday,4,360,off-peak
486,3,Sunday,5,285,off-peak
487,3,Sunday,6,389,off-peak
488,3,Sunday,7,967,peak
489,3,Sunday,8,858,peak
490,3,Sunday,9,1126,peak
491,3,Sunday,10,255,off-peak
492,3,Sunday,11,161,off-peak
493,3,Sunday,12,257,off-peak
494,3,Sunday,13,128,off-peak
495,3,Sunday,14,375,off-peak
496,3,Sunday,15,317,off-peak
497,3,Sunday,16,130,off-peak
498,3,Sunday,17,805,peak
499,3,Sunday,18,1054,peak
500,3,Sunday,19,1084,peak
501,3,Sunday,20,387,off-peak
502,3,Sunday,21,153,off-peak
503,3,Sunday,22,350,off-peak
504,3,Sunday,23,394,off-peak
505,4,Monday,0,130,off-peak
506,4,Monday,1,394,off-peak
507,4,Monday,2,294,off-peak
508,4,Monday,3,391,off-peak
509,4,Monday,4,160,off-peak
510,4,Monday,5,249,off-peak
511,4,Monday,6,150,off-peak
512,4,Monday,7,976,peak
513,4,Monday,8,918,peak
514,4,Monday,9,815,peak
515,4,Monday,10,323,off-peak
516,4,Monday,11,264,off-peak
517,4,Monday,12,264,off-peak
518,4,Monday,13,121,off-peak
519,4,Monday,14,348,off-peak
520,4,Monday,15,145,off-peak
521,4,Monday,16,318,off-peak
522,4,Monday,17,826,peak
523,4,Monday,18,853,peak
524,4,Monday,19,849,peak
525,4,Monday,20,376,off-peak
526,4,Monday,21,373,off-peak
527,4,Monday,22,146,off-peak
528,4,Monday,23,380,off-peak
529,4,Tuesday,0,122,off-peak
530,4,Tuesday,1,360,off-peak
531,4,Tuesday,2,384,off-peak
532,4,Tuesday,3,265,off-peak
533,4,Tuesday,4,173,off-peak
534,4,Tuesday,5,262,off-peak
535,4,Tuesday,6,272,off-peak
536,4,Tuesday,7,993,peak
537,4,Tuesday,8,915,peak
538,4,Tuesday,9,901,peak
539,4,Tuesday,10,363,off-peak
540,4,Tuesday,11,158,off-peak
541,4,Tuesday,12,106,off-peak
542,4,Tuesday,13,338,off-peak
543,4,Tuesday,14,331,off-peak
544,4,Tuesday,15,188,off-peak
545,4,Tuesday,16,140,off-peak
546,4,Tuesday,17,805,peak
547,4,Tuesday,18,961,peak
548,4,Tuesday,19,1098,peak
549,4,Tuesday,20,200,off-peak
550,4,Tuesday,21,330,off-peak
551,4,Tuesday,22,283,off-peak
552,4,Tuesday,23,106,off-peak
553,4,Wednesday,0,373,off-peak
554,4,Wednesday,1,397,off-peak
555,4,Wednesday,2,399,off-peak
556,4,Wednesday,3,108,off-peak
557,4,Wednesday,4,315,off-peak
558,4,Wednesday,5,184,off-peak
559,4,Wednesday,6,281,off-peak
560,4,Wednesday,7,957,peak
561,4,Wednesday,8,1165,peak
562,4,Wednesday,9,874,peak
563,4,Wednesday,10,386,off-peak
564,4,Wednesday,11,207,off-peak
565,4,Wednesday,12,396,off-peak
566,4,Wednesday,13,178,off-peak
567,4,Wednesday,14,157,off-peak
568,4,Wednesday,15,304,off-peak
569,4,Wednesday,16,327,off-peak
570,4,Wednesday,17,1041,peak
571,4,Wednesday,18,1095,peak
572,4,Wednesday,19,936,peak
573,4,Wednesday,20,377,off-peak
574,4,Wednesday,21,246,off-peak
575,4,Wednesday,22,291,off-peak
576,4,Wednesday,23,213,off-peak
577,4,Thursday,0,324,off-peak
578,4,Thursday,1,135,off-peak
579,4,Thursday,2,358,off-peak
580,4,Thursday,3,134,off-peak
581,4,Thursday,4,382,off-peak
582,4,Thursday,5,246,off-peak
583,4,Thursday,6,356,off-peak
584,4,Thursday,7,994,peak
585,4,Thursday,8,912,peak
586,4,Thursday,9,1104,peak
587,4,Thursday,10,218,off-peak
588,4,Thursday,11,300,off-peak
589,4,Thursday,12,381,off-peak
590,4,Thursday,13,269,off-peak
591,4,Thursday,14,125,off-peak
592,4,Thursday,15,153,off-peak
593,4,Thursday,16,118,off-peak
594,4,Thursday,17,988,peak
595,4,Thursday,18,1005,peak
596,4,Thursday,19,874,peak
597,4,Thursday,20,350,off-peak
598,4,Thursday,21,185,off-peak
599,4,Thursday,22,171,off-peak
600,4,Thursday,23,223,off-peak
601,4,Friday,0,195,off-peak
602,4,Friday,1,372,off-peak
603,4,Friday,2,113,off-peak
604,4,Friday,3,107,off-peak
605,4,Friday,4,345,off-peak
606,4,Friday,5,145,off-peak
607,4,Friday,6,396,off-peak
608,4,Friday,7,1177,peak
609,4,Friday,8,918,peak
610,4,Friday,9,1167,peak
611,4,Friday,10,190,off-peak
612,4,Friday,11,155,off-peak
613,4,Friday,12,224,off-peak
614,4,Friday,13,347,off-peak
615,4,Friday,14,310,off-peak
616,4,Friday,15,196,off-peak
617,4,Friday,16,304,off-peak
618,4,Friday,17,936,peak
619,4,Friday,18,1049,peak
620,4,Friday,19,1070,peak
621,4,Friday,20,189,off-peak
622,4,Friday,21,347,off-peak
623,4,Friday,22,154,off-peak
624,4,Friday,23,209,off-peak
625,4,Saturday,0,392,off-peak
626,4,Saturday,1,285,off-peak
627,4,Saturday,2,371,off-peak
628,4,Saturday,3,324,off-peak
629,4,Saturday,4,322,off-peak
630,4,Saturday,5,259,off-peak
631,4,Saturday,6,175,off-peak
632,4,Saturday,7,1002,peak
633,4,Saturday,8,919,peak
634,4,Saturday,9,982,peak
635,4,Saturday,10,376,off-peak
636,4,Saturday,11,224,off-peak
637,4,Saturday,12,252,off-peak
638,4,Saturday,13,171,off-peak
639,4,Saturday,14,233,off-peak
640,4,Saturday,15,322,off-peak
641,4,Saturday,16,193,off-peak
642,4,Saturday,17,1118,peak
643,4,Saturday,18,1054,peak
644,4,Saturday,19,920,peak
645,4,Saturday,20,384,off-peak
646,4,Saturday,21,392,off-peak
647,4,Saturday,22,141,off-peak
648,4,Saturday,23,213,off-peak
649,4,Sunday,0,352,off-peak
650,4,Sunday,1,260,off-peak
651,4,Sunday,2,217,off-peak
652,4,Sunday,3,138,off-peak
653,4,Sunday,4,315,off-peak
654,4,Sunday,5,349,off-peak
655,4,Sunday,6,126,off-peak
656,4,Sunday,7,922,peak
657,4,Sunday,8,933,peak
658,4,Sunday,9,1060,peak
659,4,Sunday,10,199,off-peak
660,4,Sunday,11,216,off-peak
661,4,Sunday,12,245,off-peak
662,4,Sunday,13,378,off-peak
663,4,Sunday,14,119,off-peak
664,4,Sunday,15,231,off-peak
665,4,Sunday,16,200,off-peak
666,4,Sunday,17,1191,peak
667,4,Sunday,18,1157,peak
668,4,Sunday,19,1017,peak
669,4,Sunday,20,288,off-peak
670,4,Sunday,21,278,off-peak
671,4,Sunday,22,184,off-peak
672,4,Sunday,23,141,off-peak
673,5,Monday,0,187,off-peak
674,5,Monday,1,315,off-peak
675,5,Monday,2,312,off-peak
676,5,Monday,3,331,off-peak
677,5,Monday,4,373,off-peak
678,5,Monday,5,163,off-peak
679,5,Monday,6,136,off-peak
680,5,Monday,7,920,peak
681,5,Monday,8,1134,peak
682,5,Monday,9,1054,peak
683,5,Monday,10,350,off-peak
684,5,Monday,11,359,off-peak
685,5,Monday,12,160,off-peak
686,5,Monday,13,379,off-peak
687,5,Monday,14,205,off-peak
688,5,Monday,15,387,off-peak
689,5,Monday,16,192,off-peak
690,5,Monday,17,863,peak
691,5,Monday,18,934,peak
692,5,Monday,19,1016,peak
693,5,Monday,20,123,off-peak
694,5,Monday,21,306,off-peak
695,5,Monday,22,316,off-peak
696,5,Monday,23,219,off-peak
697,5,Tuesday,0,227,off-peak
698,5,Tuesday,1,215,off-peak
699,5,Tuesday,2,167,off-peak
700,5,Tuesday,3,100,off-peak
701,5,Tuesday,4,370,off-peak
702,5,Tuesday,5,238,off-peak
703,5,Tuesday,6,289,off-peak
704,5,Tuesday,7,1101,peak
705,5,Tuesday,8,940,peak
706,5,Tuesday,9,893,peak
707,5,Tuesday,10,373,off-peak
708,5,Tuesday,11,277,off-peak
709,5,Tuesday,12,387,off-peak
710,5,Tuesday,13,342,off-peak
711,5,Tuesday,14,194,off-peak
712,5,Tuesday,15,302,off-peak
713,5,Tuesday,16,237,off-peak
714,5,Tuesday,17,1055,peak
715,5,Tuesday,18,872,peak
716,5,Tuesday,19,812,peak
717,5,Tuesday,20,177,off-peak
718,5,Tuesday,21,194,off-peak
719,5,Tuesday,22,153,off-peak
720,5,Tuesday,23,301,off-peak
721,5,Wednesday,0,205,off-peak
722,5,Wednesday,1,346,off-peak
723,5,Wednesday,2,340,off-peak
724,5,Wednesday,3,282,off-peak
725,5,Wednesday,4,275,off-peak
726,5,Wednesday,5,266,off-peak
727,5,Wednesday,6,353,off-peak
728,5,Wednesday,7,1015,peak
729,5,Wednesday,8,969,peak
730,5,Wednesday,9,919,peak
731,5,Wednesday,10,164,off-peak
732,5,Wednesday,11,164,off-peak
733,5,Wednesday,12,115,off-peak
734,5,Wednesday,13,211,off-peak
735,5,Wednesday,14,286,off-peak
736,5,Wednesday,15,147,off-peak
737,5,Wednesday,16,212,off-peak
738,5,Wednesday,17,818,peak
739,5,Wednesday,18,1167,peak
740,5,Wednesday,19,825,peak
741,5,Wednesday,20,278,off-peak
742,5,Wednesday,21,153,off-peak
743,5,Wednesday,22,391,off-peak
744,5,Wednesday,23,181,off-peak
745,5,Thursday,0,225,off-peak
746,5,Thursday,1,300,off-peak
747,5,Thursday,2,354,off-peak
748,5,Thursday,3,256,off-peak
749,5,Thursday,4,190,off-peak
750,5,Thursday,5,335,off-peak
751,5,Thursday,6,301,off-peak
752,5,Thursday,7,844,peak
753,5,Thursday,8,1132,peak
754,5,Thursday,9,821,peak
755,5,Thursday,10,175,off-peak
756,5,Thursday,11,246,off-peak
757,5,Thursday,12,322,off-peak
758,5,Thursday,13,280,off-peak
759,5,Thursday,14,352,off-peak
760,5,Thursday,15,168,off-peak
761,5,Thursday,16,346,off-peak
762,5,Thursday,17,877,peak
763,5,Thursday,18,944,peak
764,5,Thursday,19,1062,peak
765,5,Thursday,20,326,off-peak
766,5,Thursday,21,172,off-peak
767,5,Thursday,22,213,off-peak
768,5,Thursday,23,153,off-peak
769,5,Friday,0,191,off-peak
770,5,Friday,1,195,off-peak
771,5,Friday,2,330,off-peak
772,5,Friday,3,366,off-peak
773,5,Friday,4,105,off-peak
774,5,Friday,5,135,off-peak
775,5,Friday,6,278,off-peak
776,5,Friday,7,1051,peak
777,5,Friday,8,816,peak
778,5,Friday,9,838,peak
779,5,Friday,10,399,off-peak
780,5,Friday,11,114,off-peak
781,5,Friday,12,105,off-peak
782,5,Friday,13,329,off-peak
783,5,Friday,14,232,off-peak
784,5,Friday,15,218,off-peak
785,5,Friday,16,187,off-peak
786,5,Friday,17,918,peak
787,5,Friday,18,872,peak
788,5,Friday,19,1114,peak
789,5,Friday,20,250,off-peak
790,5,Friday,21,250,off-peak
