id,trip_id,station_id,occupancy_percentage,current_passengers,capacity,timestamp
301,10001,1,72.0,720,1000,2026-07-07 23:26:03.612993
302,10001,2,88.0,880,1000,2026-07-07 23:26:03.613038
303,10001,3,62.0,620,1000,2026-07-07 23:26:03.613083
304,10001,4,66.0,660,1000,2026-07-07 23:26:03.613128
305,10001,5,45.0,450,1000,2026-07-07 23:26:03.613172
306,10001,6,63.0,630,1000,2026-07-07 23:26:03.613222
307,10001,7,48.0,480,1000,2026-07-07 23:26:03.613267
308,10001,8,81.0,810,1000,2026-07-07 23:26:03.619251
309,10001,9,57.0,570,1000,2026-07-07 23:26:03.619349
310,10001,10,41.0,410,1000,2026-07-07 23:26:03.619417
311,10001,11,89.0,890,1000,2026-07-07 23:26:03.619493
312,10001,12,50.0,500,1000,2026-07-07 23:26:03.619542
313,10001,13,57.0,570,1000,2026-07-07 23:26:03.619588
314,10001,14,87.0,870,1000,2026-07-07 23:26:03.619642
315,10001,15,72.0,720,1000,2026-07-07 23:26:03.619689
316,10001,16,78.0,780,1000,2026-07-07 23:26:03.619735
317,10001,17,73.0,730,1000,2026-07-07 23:26:03.619785
318,10001,18,90.0,900,1000,2026-07-07 23:26:03.619836
319,10001,19,56.0,560,1000,2026-07-07 23:26:03.619882
320,10001,20,42.0,420,1000,2026-07-07 23:26:03.619934
321,10001,21,65.0,650,1000,2026-07-07 23:26:03.619979
322,10001,22,84.0,840,1000,2026-07-07 23:26:03.620106
323,10001,23,83.0,830,1000,2026-07-07 23:26:03.620156
324,10001,24,64.0,640,1000,2026-07-07 23:26:03.620202
325,10001,25,70.0,700,1000,2026-07-07 23:26:03.620246
326,10001,26,57.0,570,1000,2026-07-07 23:26:03.620291
327,10001,27,79.0,790,1000,2026-07-07 23:26:03.620344
328,10001,28,47.0,470,1000,2026-07-07 23:26:03.620396
329,10001,29,86.0,860,1000,2026-07-07 23:26:03.620442
330,10001,30,73.0,730,1000,2026-07-07 23:26:03.620491
331,10001,31,41.0,410,1000,2026-07-07 23:26:03.620536
332,10001,32,69.0,690,1000,2026-07-07 23:26:03.620585
333,10001,33,91.0,910,1000,2026-07-07 23:26:03.620635
334,10001,34,76.0,760,1000,2026-07-07 23:26:03.620684
335,10001,35,76.0,760,1000,2026-07-07 23:26:03.620729
336,10001,36,95.0,950,1000,2026-07-07 23:26:03.620774
337,10001,37,45.0,450,1000,2026-07-07 23:26:03.620819
338,10001,38,74.0,740,1000,2026-07-07 23:26:03.620871
339,10001,39,42.0,420,1000,2026-07-07 23:26:03.620919
340,10001,40,77.0,770,1000,2026-07-07 23:26:03.620963
341,10001,41,89.0,890,1000,2026-07-07 23:26:03.621013
342,10001,42,85.0,850,1000,2026-07-07 23:26:03.621100
343,10001,43,75.0,750,1000,2026-07-07 23:26:03.621158
344,10001,44,43.0,430,1000,2026-07-07 23:26:03.621204
345,10001,45,71.0,710,1000,2026-07-07 23:26:03.621248
346,10001,46,66.0,660,1000,2026-07-07 23:26:03.621294
347,10001,47,53.0,530,1000,2026-07-07 23:26:03.621338
348,10001,48,93.0,930,1000,2026-07-07 23:26:03.621396
349,10001,49,82.0,820,1000,2026-07-07 23:26:03.621449
350,10001,50,86.0,860,1000,2026-07-07 23:26:03.621499
351,10002,1,83.0,830,1000,2026-07-07 23:26:03.621547
352,10002,2,62.0,620,1000,2026-07-07 23:26:03.621592
353,10002,3,43.0,430,1000,2026-07-07 23:26:03.621637
354,10002,4,79.0,790,1000,2026-07-07 23:26:03.621682
355,10002,5,40.0,400,1000,2026-07-07 23:26:03.621727
356,10002,6,72.0,720,1000,2026-07-07 23:26:03.621771
357,10002,7,82.0,820,1000,2026-07-07 23:26:03.621823
358,10002,8,58.0,580,1000,2026-07-07 23:26:03.621868
359,10002,9,53.0,530,1000,2026-07-07 23:26:03.621912
360,10002,10,69.0,690,1000,2026-07-07 23:26:03.621956
361,10002,11,42.0,420,1000,2026-07-07 23:26:03.621999
362,10002,12,91.0,910,1000,2026-07-07 23:26:03.622084
363,10002,13,65.0,650,1000,2026-07-07 23:26:03.622242
364,10002,14,94.0,940,1000,2026-07-07 23:26:03.622327
365,10002,15,41.0,410,1000,2026-07-07 23:26:03.622386
366,10002,16,45.0,450,1000,2026-07-07 23:26:03.622433
367,10002,17,95.0,950,1000,2026-07-07 23:26:03.622487
368,10002,18,83.0,830,1000,2026-07-07 23:26:03.622537
369,10002,19,80.0,800,1000,2026-07-07 23:26:03.622582
370,10002,20,89.0,890,1000,2026-07-07 23:26:03.622626
371,10002,21,78.0,780,1000,2026-07-07 23:26:03.622670
372,10002,22,83.0,830,1000,2026-07-07 23:26:03.622716
373,10002,23,48.0,480,1000,2026-07-07 23:26:03.622760
374,10002,24,75.0,750,1000,2026-07-07 23:26:03.622804
375,10002,25,53.0,530,1000,2026-07-07 23:26:03.622854
376,10002,26,89.0,890,1000,2026-07-07 23:26:03.622905
377,10002,27,59.0,590,1000,2026-07-07 23:26:03.622958
378,10002,28,93.0,930,1000,2026-07-07 23:26:03.623008
379,10002,29,52.0,520,1000,2026-07-07 23:26:03.623053
380,10002,30,75.0,750,1000,2026-07-07 23:26:03.623099
381,10002,31,41.0,410,1000,2026-07-07 23:26:03.623149
382,10002,32,54.0,540,1000,2026-07-07 23:26:03.623235
383,10002,33,58.0,580,1000,2026-07-07 23:26:03.623304
384,10002,34,88.0,880,1000,2026-07-07 23:26:03.623356
385,10002,35,44.0,440,1000,2026-07-07 23:26:03.623401
386,10002,36,74.0,740,1000,2026-07-07 23:26:03.623453
387,10002,37,42.0,420,1000,2026-07-07 23:26:03.623502
388,10002,38,62.0,620,1000,2026-07-07 23:26:03.623547
389,10002,39,77.0,770,1000,2026-07-07 23:26:03.623611
390,10002,40,49.0,490,1000,2026-07-07 23:26:03.623681
391,10002,41,95.0,950,1000,2026-07-07 23:26:03.623731
392,10002,42,66.0,660,1000,2026-07-07 23:26:03.623775
393,10002,43,42.0,420,1000,2026-07-07 23:26:03.623819
394,10002,44,75.0,750,1000,2026-07-07 23:26:03.623873
395,10002,45,75.0,750,1000,2026-07-07 23:26:03.623917
396,10002,46,40.0,400,1000,2026-07-07 23:26:03.623970
397,10002,47,82.0,820,1000,2026-07-07 23:26:03.624032
398,10002,48,89.0,890,1000,2026-07-07 23:26:03.624090
399,10002,49,74.0,740,1000,2026-07-07 23:26:03.624136
400,10002,50,82.0,820,1000,2026-07-07 23:26:03.624181
401,10003,1,72.0,720,1000,2026-07-07 23:26:03.624229
402,10003,2,89.0,890,1000,2026-07-07 23:26:03.624273
403,10003,3,81.0,810,1000,2026-07-07 23:26:03.624317
404,10003,4,51.0,510,1000,2026-07-07 23:26:03.624374
405,10003,5,51.0,510,1000,2026-07-07 23:26:03.624419
406,10003,6,95.0,950,1000,2026-07-07 23:26:03.624470
407,10003,7,72.0,720,1000,2026-07-07 23:26:03.624515
408,10003,8,64.0,640,1000,2026-07-07 23:26:03.624560
409,10003,9,91.0,910,1000,2026-07-07 23:26:03.624604
410,10003,10,93.0,930,1000,2026-07-07 23:26:03.624654
411,10003,11,80.0,800,1000,2026-07-07 23:26:03.624709
412,10003,12,74.0,740,1000,2026-07-07 23:26:03.624761
413,10003,13,79.0,790,1000,2026-07-07 23:26:03.624805
414,10003,14,49.0,490,1000,2026-07-07 23:26:03.624849
415,10003,15,75.0,750,1000,2026-07-07 23:26:03.624894
416,10003,16,71.0,710,1000,2026-07-07 23:26:03.624945
417,10003,17,56.0,560,1000,2026-07-07 23:26:03.624990
418,10003,18,51.0,510,1000,2026-07-07 23:26:03.625040
419,10003,19,84.0,840,1000,2026-07-07 23:26:03.625101
420,10003,20,65.0,650,1000,2026-07-07 23:26:03.625148
421,10003,21,55.0,550,1000,2026-07-07 23:26:03.625218
422,10003,22,87.0,870,1000,2026-07-07 23:26:03.625272
423,10003,23,59.0,590,1000,2026-07-07 23:26:03.625317
424,10003,24,81.0,810,1000,2026-07-07 23:26:03.625363
425,10003,25,52.0,520,1000,2026-07-07 23:26:03.625421
426,10003,26,89.0,890,1000,2026-07-07 23:26:03.625480
427,10003,27,91.0,910,1000,2026-07-07 23:26:03.625531
428,10003,28,78.0,780,1000,2026-07-07 23:26:03.625582
429,10003,29,88.0,880,1000,2026-07-07 23:26:03.625657
430,10003,30,92.0,920,1000,2026-07-07 23:26:03.625789
431,10003,31,51.0,510,1000,2026-07-07 23:26:03.625870
432,10003,32,61.0,610,1000,2026-07-07 23:26:03.625965
433,10003,33,58.0,580,1000,2026-07-07 23:26:03.626042
434,10003,34,43.0,430,1000,2026-07-07 23:26:03.626116
435,10003,35,95.0,950,1000,2026-07-07 23:26:03.626193
436,10003,36,77.0,770,1000,2026-07-07 23:26:03.626243
437,10003,37,48.0,480,1000,2026-07-07 23:26:03.626288
438,10003,38,61.0,610,1000,2026-07-07 23:26:03.626339
439,10003,39,57.0,570,1000,2026-07-07 23:26:03.626384
440,10003,40,69.0,690,1000,2026-07-07 23:26:03.626432
441,10003,41,64.0,640,1000,2026-07-07 23:26:03.626478
