Station ID,Station Name,Distance from Start (km),Line,Opening Date,Station Layout,Latitude,Longitude,Opening Year
59,Pitam Pura,29.6,Red line,2004-03-31,Elevated,28.70317,77.13223,2004
60,Moti Nagar,21.8,Blue line,2005-12-30,Elevated,28.65784,77.14248,2005
61,Pandit Shree Ram Sharma,21.5,Green line,2018-06-24,Elevated,28.689281,76.9511988,2018
62,Nangloi Railway Station,11.2,Green line,2010-02-04,Elevated,28.68208,77.05596,2010
63,Noida Sector 50,1.3,Aqua line,2019-01-25,Elevated,28.535517,77.391029,2019
64,Shastri Nagar,23.1,Red line,2003-03-10,Elevated,28.66999,77.18169,2003
65,Sarita Vihar,22.1,Voilet line,2010-03-10,Elevated,28.52878,77.28826,2010
66,Mundka,13.7,Green line,2010-02-04,Elevated,28.68321,77.03133,2010
67,"Kashmere Gate [Conn: Violet,Yellow]",18.5,Red line,2002-12-24,Elevated,28.6675,77.22817,2002
68,Mansarovar Park,11.4,Red line,2008-04-06,Elevated,28.67544,77.30095,2008
69,Mayur Vihar Phase-1 [Conn: Pink],38.3,Blue line,2009-12-11,Elevated,28.60442,77.29455,2009
70,Vishwavidyalaya,9.8,Yellow line,2004-12-20,Underground,28.6948,77.21483,2004
71,Tis Hazari,19.7,Red line,2002-12-25,Elevated,28.66711,77.21653,2002
72,Noida Sector 59,51.5,Blue line,2019-09-03,Elevated,28.4808629,77.0848883,2019
73,IGI Airport,17.9,Orange line,2011-02-23,Underground,28.55693,77.08669,2011
74,Dwarka Sector 8,1.7,Blue line,2010-10-30,Elevated,28.56583,77.06706,2010
75,Noida Sector 62,52.7,Blue line,2019-09-03,Elevated,28.4808629,77.0848883,2019
76,JAMIA MILLIA ISLAMIA,26.1,Magenta line,2017-12-25,Elevated,28.55849025,77.28116474,2017
77,Janpath,7.2,Voilet line,2014-06-26,Underground,28.6088598,77.2181649,2014
78,Noida Sector 52 [Conn: Aqua],49.3,Blue line,2019-09-03,Elevated,28.4808629,77.0848883,2019
79,Munirka,14.0,Magenta line,2018-05-29,Underground,28.554886,77.1710841,2018
80,Sarai Kale Khan Hazrat Nizamuddin,32.2,Pink line,2018-12-31,Underground,28.5887494,77.2572494,2018
81,Pratap Nagar,21.4,Red line,2003-03-10,Elevated,28.66662,77.19882,2003
82,Satguru Ram Singh Marg,1.1,Green line branch,2011-08-24,Elevated,28.66199,77.15748,2011
83,Botanical Garden [Conn: Blue],33.1,Magenta line,2017-12-25,Elevated,28.5638964,77.334332,2017
84,Rajouri Garden [Conn: Pink],19.6,Blue line,2005-12-30,Elevated,28.64902,77.1227,2005
85,Sikandarpur [Conn: Yellow],6.6,Rapid Metro,2013-11-14,Elevated,28.4936,77.0935,2013
86,GNIDA Office,26.2,Aqua line,2019-01-25,Elevated,28.474388,77.50399,2019
87,N.H.P.C. Chowk,30.4,Voilet line,2015-06-09,Elevated,28.45769,77.2219388,2015
88,Saket,30.0,Yellow line,2010-03-09,Underground,28.5206,77.20138,2010
89,Noida Sector 61,50.5,Blue line,2019-09-03,Elevated,28.4808629,77.0848883,2019
90,Shakurpur,6.3,Pink line,2018-03-14,Elevated,28.6857668,77.1496094,2018
91,Vidhan Sabha,10.8,Yellow line,2004-12-20,Underground,28.68802,77.2214,2004
92,Sarojini Nagar,23.8,Pink line,2018-06-08,Underground,28.5741575,77.1953703,2018
93,Supreme Court (Pragati Maidan),32.6,Blue line,2006-11-11,Elevated,28.62342,77.2425,2006
94,Chhattarpur,33.0,Yellow line,2010-08-26,Elevated,28.50671,77.17484,2010
95,Delhi Aerocity,14.5,Orange line,2011-08-15,Underground,28.54881,77.12092,2011
96,Sector 55-66,0.0,Rapid Metro,2017-03-31,Elevated,28.4936,77.0935,2017
97,Terminal 1 IGI Airport,8.9,Magenta line,2018-05-29,Underground,28.5771509,77.1111533,2018
98,Brigadier Hoshiar Singh,24.8,Green line,2018-06-24,Elevated,28.6974603,76.9192027,2018
99,Haiderpur Badli Mor,2.1,Yellow line,2015-10-11,Elevated,28.7301214,77.1494029,2015
100,Noida Sector 142,10.5,Aqua line,2019-01-25,Elevated,28.4758348,77.55447875,2019
101,Uttam Nagar East,13.4,Blue line,2005-12-30,Elevated,28.62177,77.05585,2005
102,Delhi Cantt,16.1,Pink line,2018-03-14,Elevated,28.5938331,77.13497891,2018
103,Noida Sector 147,17.3,Aqua line,2019-01-25,Elevated,28.4089049,76.9155232,2019
104,Maujpur,49.1,Pink line,2018-10-31,Elevated,28.69197845,77.27962397,2018
105,Karkar Duma [Conn: Pink],4.6,Blue line branch,2010-06-01,Elevated,28.64849,77.30558,2010
106,Central Secretariat [Conn: Yellow],8.5,Voilet line,2010-03-10,Underground,28.61474,77.21191,2010
107,Laxmi Nagar,1.3,Blue line branch,2010-06-01,Elevated,28.63064,77.27749,2010
108,Shivaji Stadium,1.9,Orange line,2011-02-23,Underground,28.62901,77.2119,2011
109,Nirman Vihar,2.4,Blue line branch,2010-06-01,Elevated,28.63663,77.28683,2010
110,Nehru Place,17.4,Voilet line,2010-03-10,Elevated,28.55148,77.25154,2010
111,Dwarka Sector 10,3.8,Blue line,2006-01-04,Elevated,28.58068,77.05682,2006
112,Kirti Nagar [Conn: Blue],2.1,Green line branch,2011-08-27,At-Grade,28.65575,77.15057,2011
113,Arthala,2.5,Red line,2019-08-03,Elevated,28.676999,77.3918919,2019
114,Noida Sector 15,41.4,Blue line,2009-12-11,Elevated,28.58512,77.31139,2009
115,Nawada,11.4,Blue line,2005-12-30,Elevated,28.62025,77.04514,2005
116,Yamuna Bank,0.0,Blue line branch,2009-10-05,At-Grade,28.62331,77.26792,2009
117,Anand Vihar [Conn: Pink],5.7,Blue line branch,2010-06-01,Elevated,28.64695,77.31603,2010
118,Cyber City,8.6,Rapid Metro,2014-07-05,Elevated,28.4936,77.0935,2014
119,Lal Quila,1.5,Voilet line,2017-05-28,Underground,28.6576,77.2366,2017
120,Mandi House [Conn: Violet],31.8,Blue line,2006-11-11,Underground,28.62588,77.2341,2006
121,Ashok Park Main,1.4,Green line,2010-02-04,Elevated,28.67153,77.15527,2010
122,Dashrath Puri,3.1,Magenta line,2018-05-29,Underground,28.6018751,77.0823561,2018
123,Okhla Bird Sanctuary,31.4,Magenta line,2017-12-25,Elevated,28.5529418,77.321595,2017
124,Noida Sector 144,12.9,Aqua line,2019-01-25,Elevated,28.4089049,76.9155232,2019
125,Preet Vihar,3.4,Blue line branch,2010-06-01,Elevated,28.64171,77.29543,2010
126,Nangli,1.5,Gray line,2019-04-10,Elevated,28.6173003,77.0104375,2019
127,Dwarka [Conn: Gray],9.1,Blue line,2005-12-30,Elevated,28.61564,77.02197,2005
128,Sarai,28.8,Voilet line,2015-06-09,Elevated,28.6517178,77.2219388,2015
129,Samaypur Badli(First Station),0.0,Yellow line,2015-10-11,Elevated,28.7446158,77.1382654,2015
130,Ashram,30.3,Pink line,2018-12-31,Underground,28.5724231,77.2585979,2018
131,Jasola Vihar Shaheen Bagh,28.4,Magenta line,2017-12-25,Elevated,28.5458279,77.2966578,2017
132,Botanical Garden [Conn: Magenta],44.7,Blue line,2009-12-11,Elevated,28.56409,77.3342,2009
133,Kalkaji Mandir [Conn: Magenta],18.2,Voilet line,2010-03-10,Elevated,28.55007,77.25835,2010
134,Mewala Maharajpur,31.3,Voilet line,2015-06-09,Elevated,28.4418747,77.3023001,2015
135,Netaji Subash Place [Conn: Red],5.1,Pink line,2018-03-14,Underground,28.69605175,77.15264042,2018
136,Krishna Nagar,44.7,Pink line,2018-10-31,Elevated,28.6578461,77.2901853,2018
137,Janak Puri West [Conn: Blue],0.0,Magenta line,2018-05-29,Underground,28.6289502,77.0779235,2018
138,Huda City Centre,45.7,Yellow line,2010-06-21,Elevated,28.45927,77.07268,2010
139,Sir Vishweshwaraiah Moti Bagh,21.0,Pink line,2018-06-08,Elevated,28.5785326,77.175741,2018
140,Ramesh Nagar,20.6,Blue line,2005-12-30,Elevated,28.65274,77.13164,2005
141,Panchsheel Park,19.0,Magenta line,2018-05-29,Underground,28.5433525,77.2140757,2018
142,Welcome [Conn: Pink],13.7,Red line,2002-12-25,Elevated,28.6718,77.27756,2002
143,Model Town,7.6,Yellow line,2009-04-02,Elevated,28.70278,77.19363,2009
144,Rithala(last station),32.7,Red line,2004-03-31,Elevated,28.72072,77.10713,2004
145,Tikri Kalan,18.9,Green line,2018-06-24,Elevated,28.6868661,76.9772069,2018
146,Punjabi Bagh West,7.7,Pink line,2018-03-14,Elevated,28.6703201,77.1420875,2018
147,Sector 54 Chowk,1.1,Rapid Metro,2017-03-31,Elevated,28.4936,77.0935,2017
148,AIIMS,24.6,Yellow line,2010-02-09,Underground,28.56892,77.20771,2010
149,Barakhamba,30.8,Blue line,2005-12-30,Underground,28.63003,77.22436,2005
150,Sector 28 Faridabad,32.5,Voilet line,2015-06-09,Elevated,28.54525655,77.03257609,2015
151,Sadar Bazaar Cantonment,7.2,Magenta line,2018-05-29,Elevated,28.5771509,77.1111533,2018
152,Chandni Chowk,14.3,Yellow line,2005-03-07,Underground,28.65785,77.23014,2005
153,Mayur Vihar Pocket I,36.6,Pink line,2018-10-31,Elevated,28.6058619,77.2987023,2018
154,Dabri Mor - Janakpuri South,2.0,Magenta line,2018-05-29,Underground,28.6157555,77.085178,2018
155,Nangloi,10.3,Green line,2010-02-04,Elevated,28.68231,77.06471,2010
156,Rohini East,30.4,Red line,2004-03-31,Elevated,28.7076,77.12591,2004
157,Najafgarh,3.9,Gray line,2019-04-10,Underground,28.612304,76.9823908,2019
158,Ghevra Metro station,17.1,Green line,2018-06-24,Elevated,28.6852384,76.9961591,2018
159,Jasola,20.9,Voilet line,2010-03-10,Elevated,28.53824,77.28319,2010
160,Shaheed Sthal(First Station),0.0,Red line,2019-08-03,Elevated,28.6706109,77.4155822,2019
161,Johri Enclave,51.7,Pink line,2018-10-31,Elevated,28.71288,77.2861253,2018
162,Akshardham,36.5,Blue line,2009-12-11,Elevated,28.61806,77.27869,2009
163,Noida Sector 145,14.1,Aqua line,2019-01-25,Elevated,28.4089049,76.9155232,2019
164,ESI BASAI DARAPUR,10.2,Pink line,2018-03-14,Elevated,28.6580737,77.1272678,2018
165,Indraprastha,33.4,Blue line,2006-11-11,Elevated,28.62051,77.24993,2006
166,Guru Tegh Bahadur Nagar,9.0,Yellow line,2009-04-02,Underground,28.69785,77.20722,2009
167,Guru Dronacharya,40.9,Yellow line,2010-06-21,Elevated,28.48203,77.10232,2010
168,Sector 42-43,3.9,Rapid Metro,2017-04-25,Elevated,28.4936,77.0935,2017
169,Nehru Enclave,22.1,Magenta line,2018-05-29,Underground,28.5460584,77.2515057,2018
170,Mohan Estate,23.3,Voilet line,2011-01-14,Elevated,28.51938,77.29388,2011
171,Okhla Vihar,26.6,Magenta line,2017-12-25,Elevated,28.5613002,77.2919304,2017
172,Shahdara,12.5,Red line,2002-12-24,Elevated,28.67345,77.28962,2002
173,Dhaula Kuan [Conn: Pink],8.3,Orange line,2011-08-15,Elevated,28.59178,77.16155,2011
174,Jaffrabad,48.0,Pink line,2018-10-31,Elevated,28.6826822,77.2748055,2018
175,Rohini West,31.7,Red line,2004-03-31,Elevated,28.71483,77.11467,2004
176,Palam,4.6,Magenta line,2018-05-29,Underground,28.5918933,77.0828242,2018
177,Shyam park,4.5,Red line,2019-08-03,Elevated,28.6782,77.3709,2019
178,Vaishali,8.1,Blue line branch,2011-07-14,Elevated,28.64997,77.33974,2011
179,Jahangirpuri,3.4,Yellow line,2009-04-02,Elevated,28.72592,77.16267,2009
180,Badarpur Border,26.3,Voilet line,2011-01-14,Elevated,28.49334,77.30307,2011
181,ITO,5.0,Voilet line,2015-08-06,Underground,28.6305091,77.2414363,2015
182,Badkal Mor,34.2,Voilet line,2015-06-09,Elevated,28.422814,77.310278,2015
183,Naraina Vihar,14.3,Pink line,2018-03-14,Underground,28.6273375,77.1403175,2018
184,Rajdhani Park,12.4,Green line,2010-02-04,Elevated,28.68221,77.04381,2010
185,Sikandarpur [Conn: Rapid],41.9,Yellow line,2010-06-21,Elevated,28.48182,77.09235,2010
186,Maharaja Surajmal Stadium,9.5,Green line,2010-02-04,Elevated,28.6818,77.07385,2010
187,Punjabi Bagh,2.3,Green line,2010-02-04,Elevated,28.67289,77.14614,2010
188,Depot Greater Noida,27.1,Aqua line,2019-01-25,Elevated,28.474388,77.50399,2019
189,Trilokpuri Sanjay Lake,37.9,Pink line,2018-10-31,Elevated,28.613453,77.3088549,2018
190,Dwarka Sector 11,4.8,Blue line,2006-01-04,Elevated,28.58657,77.04929,2006
191,Anand Vihar [Conn: Blue],41.9,Pink line,2018-10-31,Elevated,28.6467533,77.3180037,2018
192,IFFCO Chowk,44.2,Yellow line,2010-06-21,Elevated,28.47209,77.07175,2010
193,Rajiv Chowk [Conn: Blue],17.2,Yellow line,2005-03-07,Underground,28.63282,77.21826,2005
194,Greater Kailash,20.8,Magenta line,2018-05-29,Underground,28.5418777,77.2384553,2018
195,Moulsari Avenue,9.2,Rapid Metro,2013-11-14,Elevated,28.4936,77.0935,2013
196,Kashmere Gate [Conn: Violet],13.2,Yellow line,2004-12-20,Underground,28.6675,77.22817,2004
197,Ashok Park Main,0.0,Green line branch,2010-02-04,Elevated,28.67292,77.1442,2010
198,South Extension,26.1,Pink line,2018-06-08,Underground,28.6517178,77.2219388,2018
199,DLF Phase 2,7.3,Rapid Metro,2013-11-14,Elevated,28.4936,77.0935,2013
200,Netaji Subash Place [Conn: Pink],27.4,Red line,2018-03-14,Elevated,28.69591,77.15226,2018
201,Mayur Vihar Phase-1 [Conn: Blue],35.8,Pink line,2018-12-31,Elevated,28.603133,77.2925892,2018
202,Lajpat Nagar [Conn: Violet],27.7,Pink line,2018-06-08,Underground,28.57079,77.23653,2018
203,Tilak Nagar,16.7,Blue line,2005-12-30,Elevated,28.63657,77.09648,2005
204,Civil Lines,12.1,Yellow line,2004-12-20,Underground,28.6768508,77.2250299,2004
205,Sukhdev Vihar,24.9,Magenta line,2017-12-25,Elevated,28.5597477,77.2749004,2017
206,Vasant Vihar,12.8,Magenta line,2018-05-29,Underground,28.56069055,77.16079073,2018
207,Shastri Park,16.4,Red line,2002-12-25,Elevated,28.668,77.24994,2002
208,Udyog Bhawan,19.7,Yellow line,2010-03-09,Underground,28.61166,77.21198,2010
209,Rajiv Chowk [Conn: Yellow],30.1,Blue line,2005-12-30,Underground,28.63282,77.21826,2005
210,Mandawali - West Vinod Nagar,39.3,Pink line,2018-10-31,Elevated,28.6249712,77.3044906,2018
211,NSEZ Noida,6.3,Aqua line,2019-01-25,Elevated,28.535517,77.391029,2019
212,RK Puram,15.4,Magenta line,2018-05-29,Underground,28.5514261,77.1847012,2018
213,Delhi Gate,3.7,Voilet line,2017-05-28,Underground,28.6392036,77.2407823,2017
214,New Delhi [Conn: Orange],16.1,Yellow line,2005-03-07,Underground,28.64307,77.22144,2005
215,Bahdurgarh City,23.0,Green line,2018-06-24,Elevated,28.6907847,76.9354851,2018
216,Sant Surdas - Sihi,41.8,Voilet line,2018-11-19,Elevated,28.3546513,77.3162264,2018
217,Shalimar Bagh,3.7,Pink line,2018-03-14,Underground,28.71745265,77.15086655,2018
218,Mohan Nagar,3.2,Red line,2019-08-03,Elevated,28.60631905,77.10608185,2019
219,Noida Sector 16,42.5,Blue line,2009-12-11,Elevated,28.57819,77.31757,2009
220,Hauz Khas [Conn: Magenta],27.4,Yellow line,2010-03-09,Underground,28.54335,77.20667,2010
221,Peera Garhi,7.6,Green line,2010-02-04,Elevated,28.67959,77.09261,2010
222,Hindon River,1.0,Red line,2019-08-03,Elevated,28.6734,77.4064,2019
223,Karkar Duma [Conn: Blue],42.9,Pink line,2018-10-31,Elevated,28.6491622,77.30620811,2018
224,New Ashok Nagar,40.4,Blue line,2009-12-11,Elevated,28.58916,77.30204,2009
225,Jor Bagh,22.5,Yellow line,2010-03-09,Underground,28.58708,77.21209,2010
226,Mandi House [Conn: Blue],5.8,Voilet line,2014-06-26,Underground,28.6255556,77.234195,2014
227,Janak Puri East,15.7,Blue line,2005-12-30,Elevated,28.63305,77.08669,2005
228,Chirag Delhi,19.9,Magenta line,2018-05-29,Underground,28.5381411,77.2280694,2018
229,Azadpur [Conn: Pink],6.2,Yellow line,2009-04-02,Elevated,28.70696,77.18053,2009
230,Noida Sector 81,4.3,Aqua line,2019-01-25,Elevated,28.6225753,77.3743146,2019
231,Shaheed Nagar,8.2,Red line,2019-08-03,Elevated,28.5307795,77.2120573,2019
232,Kailash Colony,16.4,Voilet line,2010-03-10,Elevated,28.55527,77.24205,2010
233,Shankar Vihar,10.7,Magenta line,2018-05-29,Elevated,28.55743865,77.13966549,2018
234,Noida Sector 83,7.4,Aqua line,2019-01-25,Elevated,28.524115,77.397244,2019
235,Noida Sector 34,48.1,Blue line,2019-09-03,Elevated,28.4808629,77.0848883,2019
236,Karol Bagh,26.7,Blue line,2005-12-30,Elevated,28.644,77.18855,2005
237,Tagore Garden,18.5,Blue line,2005-12-30,Elevated,28.64379,77.11284,2005
238,Shivaji Park,3.9,Green line,2010-02-04,Elevated,28.6749,77.13056,2010
239,Green Park,25.6,Yellow line,2010-03-09,Underground,28.55979,77.20682,2010
240,Patel Nagar,24.8,Blue line,2005-12-30,Elevated,28.64498,77.16929,2005
241,Dilshad Garden,9.4,Red line,2008-04-06,Elevated,28.67592,77.32142,2008
242,Vinod Nagar East,38.7,Pink line,2018-10-31,Elevated,28.6200437,77.3054069,2018
243,Seelampur,14.8,Red line,2002-12-25,Elevated,28.66989,77.2667,2002
244,Ghitorni,35.9,Yellow line,2010-06-21,Elevated,28.49383,77.14922,2010
245,Shadipur,23.5,Blue line,2005-12-30,Elevated,28.6516,77.15824,2005
246,Paschim Vihar (East),5.7,Green line,2010-02-04,Elevated,28.6773,77.11228,2010
247,Pul Bangash,20.6,Red line,2003-03-10,Elevated,28.66636,77.20727,2003
248,Khan Market,10.6,Voilet line,2010-03-10,Underground,28.60276,77.22829,2010
249,Dwarka Sector 13,6.7,Blue line,2006-01-04,Elevated,28.59722,77.03326,2006
250,New Delhi-Airport Express [Conn: Yellow],0.0,Orange line,2011-02-23,Underground,28.64307,77.22144,2011
251,Udyog Nagar,8.8,Green line,2010-02-04,Elevated,28.6809,77.08077,2010
252,Noida Sector 101,3.4,Aqua line,2019-01-25,Elevated,28.556402,77.384798,2019
253,Durgabai Deshmukh South Campus [Conn: Orange],19.7,Pink line,2018-03-14,Elevated,28.5894384,77.1690817,2018
254,Alpha 1 Greater Noida,23.4,Aqua line,2019-01-25,Elevated,28.4709,77.5127,2019
255,East Azad Nagar,45.7,Pink line,2018-10-31,Elevated,28.6646964,77.284881,2018
256,MG Road,43.1,Yellow line,2010-06-21,Elevated,28.47957,77.08006,2010
257,IP Extension,40.3,Pink line,2018-10-31,Elevated,28.6288991,77.31019788,2018
258,Malviya Nagar,29.1,Yellow line,2010-03-09,Underground,28.52798,77.20565,2010
259,Dilli Haat INA [Conn: Pink],23.8,Yellow line,2010-03-09,Underground,28.57526,77.20935,2010
260,Govind Puri,18.9,Voilet line,2010-03-10,Elevated,28.54451,77.26401,2010
261,Escorts Mujesar,40.1,Voilet line,2015-06-09,Elevated,28.3702344,77.3149203,2015
262,Neelam Chowk Ajronda,37.0,Voilet line,2015-06-09,Elevated,28.3974824,77.3123599,2015
263,Lajpat Nagar [Conn: Pink],14.4,Voilet line,2010-03-10,Elevated,28.57079,77.23653,2010
264,Sultanpur,34.6,Yellow line,2010-06-21,Elevated,28.49927,77.16153,2010
265,Lok Kalyan Marg,21.3,Yellow line,2010-03-09,Underground,28.59726,77.21088,2010
266,Vinobapuri,29.1,Pink line,2018-12-31,Underground,28.5669763,77.2491906,2018
267,Gokulpuri,50.4,Pink line,2018-10-31,Elevated,28.7024752,77.2861253,2018
268,Kanhaiya Nagar,25.5,Red line,2004-03-31,Elevated,28.68254,77.16459,2004
269,Jama Masjid,2.3,Voilet line,2017-05-28,Underground,28.65001015,77.23767617,2017
270,Raja Nahar Singh,43.5,Voilet line,2018-11-19,Elevated,28.3400192,77.3164281,2018
271,Noida Sector 76,2.3,Aqua line,2019-01-25,Elevated,28.568746,77.382685,2019
272,Sector 53-54,2.6,Rapid Metro,2017-04-25,Elevated,28.4936,77.0935,2017
273,Madipur,5.0,Green line,2010-02-04,Elevated,28.67734,77.11965,2010
274,DLF Phase 1,5.5,Rapid Metro,2017-03-31,Elevated,28.4936,77.0935,2017
275,Yamuna Bank,35.2,Blue line,2009-10-05,At-Grade,28.62331,77.26792,2009
276,Kirti Nagar [Conn: Green],22.8,Blue line,2005-12-30,Elevated,28.65575,77.15057,2005
277,Kalindi Kunj,29.8,Magenta line,2017-12-25,Elevated,28.5452187,77.3059891,2017
278,Kaushambi,6.5,Blue line branch,2011-07-14,Elevated,28.64544,77.32432,2011
279,Dwarka Sector 21 [Conn: Blue],20.8,Orange line,2011-02-23,Underground,28.55226,77.05828,2011
280,Inderlok [Conn: Green],24.3,Red line,2003-03-10,Elevated,28.67319,77.16994,2003
281,Bata Chowk,38.3,Voilet line,2015-06-09,Elevated,28.3858361,77.313462,2015
282,Dwarka Sector 12,5.8,Blue line,2006-01-04,Elevated,28.59232,77.04051,2006
283,Noida Sector 18,43.6,Blue line,2009-12-11,Elevated,28.57081,77.32612,2009
284,Knowledge Park II,21.4,Aqua line,2019-01-25,Elevated,28.4568669,77.50005403,2019
285,Mayur Vihar Extention,39.5,Blue line,2009-12-11,Elevated,28.59415815,77.29458935,2009
