timestamp,sensor_id,station,line,sensor_type,value,unit,status,alert_flag,maintenance_required,last_calibration_date,weather
2026-01-02 16:07:19,SEN-NEH-AIR-0027,Nehru Place,Violet Line,Air_Quality_Index,28.18,AQI,Normal,0,0,2025-11-04,Clear
2026-02-22 18:46:22,SEN-UDY-VIB-0028,Udyog Nagar,Green Line,Vibration,0.6,mm/s,Normal,0,0,2025-12-16,Clear
2026-02-16 15:39:08,SEN-MAL-PLA-0029,Malviya Nagar,Yellow Line,Platform_Weight,9596.91,kg,Normal,0,0,2025-12-09,Rainy
2026-01-29 09:19:01,SEN-MEW-NOI-0030,Mewala Maharajpur,Violet Line,Noise_Level,50.23,dB,Normal,0,0,2026-01-12,Clear
2026-01-03 20:03:06,SEN-NEH-PLA-0031,Nehru Place,Violet Line,Platform_Weight,40285.35,kg,Alert,1,0,2025-12-10,Foggy
2026-01-07 06:58:30,SEN-IND-TEM-0032,Inderlok,Red Line,Temperature,39.67,°C,Alert,1,1,2025-12-23,Rainy
2026-02-13 10:51:11,SEN-JAH-POW-0033,Jahangirpuri,Yellow Line,Power_Consumption,80.96,kW,Normal,0,0,2025-12-30,Cloudy
2026-01-02 06:35:00,SEN-PAS-POW-0034,Paschim Vihar East,Green Line,Power_Consumption,737.4,kW,Alert,1,1,2025-10-21,Clear
2026-01-26 13:12:03,SEN-GOV-POW-0035,Govindpuri,Violet Line,Power_Consumption,136.19,kW,Normal,0,0,2025-12-02,Foggy
2026-01-14 12:39:56,SEN-GUR-TEM-0036,Guru Dronacharya,Yellow Line,Temperature,26.09,°C,Normal,0,0,2025-10-28,Cloudy
2026-02-03 11:30:54,SEN-CEN-PLA-0037,Central Secretariat,Yellow Line,Platform_Weight,37140.81,kg,Normal,0,0,2026-01-12,Rainy
2026-02-09 12:59:28,SEN-ROH-BRA-0038,Rohini West,Red Line,Brake_Pressure,6.01,bar,Normal,0,0,2026-01-23,Rainy
2026-02-12 08:20:53,SEN-RIT-NOI-0039,Rithala,Red Line,Noise_Level,84.86,dB,Normal,0,0,2026-01-24,Foggy
2026-02-09 18:09:24,SEN-ESC-AIR-0040,Escorts Mujesar,Violet Line,Air_Quality_Index,309.05,AQI,Alert,1,1,2026-02-08,Cloudy
2026-02-27 07:05:05,SEN-HAR-TEM-0041,Harkesh Nagar Okhla,Violet Line,Temperature,23.29,°C,Normal,0,0,2026-02-23,Clear
2026-01-19 17:54:09,SEN-JAN-TEM-0042,Janpath,Violet Line,Temperature,40.16,°C,Alert,1,1,2025-12-26,Cloudy
2026-01-28 06:48:56,SEN-GOV-VIB-0043,Govindpuri,Violet Line,Vibration,8.39,mm/s,Normal,0,0,2025-11-01,Clear
2026-01-16 13:32:22,SEN-CHA-AIR-0044,Chawri Bazar,Yellow Line,Air_Quality_Index,272.14,AQI,Normal,0,0,2025-12-28,Clear
2026-02-09 07:06:01,SEN-BAD-HUM-0045,Badarpur Border,Violet Line,Humidity,32.44,%,Normal,0,0,2026-01-29,Foggy
2026-01-09 16:39:09,SEN-NOI-BRA-0046,Noida City Centre,Blue Line,Brake_Pressure,8.14,bar,Normal,0,0,2025-11-16,Foggy
2026-01-30 05:51:10,SEN-SEE-POW-0047,Seelampur,Red Line,Power_Consumption,600.34,kW,Normal,0,0,2025-12-03,Smoggy
2026-01-05 22:14:41,SEN-NEH-VIB-0048,Nehru Place,Violet Line,Vibration,11.77,mm/s,Alert,1,1,2025-12-16,Rainy
2026-01-20 16:37:24,SEN-HUD-VIB-0049,HUDA City Centre,Yellow Line,Vibration,7.33,mm/s,Normal,0,0,2025-12-24,Clear
2026-01-01 07:45:47,SEN-ITO-NOI-0050,ITO,Violet Line,Noise_Level,59.6,dB,Normal,0,0,2025-11-03,Clear
2026-02-21 18:33:42,SEN-SEE-NOI-0051,Seelampur,Red Line,Noise_Level,80.91,dB,Normal,0,0,2025-11-25,Foggy
2026-02-20 09:56:51,SEN-PUN-VIB-0052,Punjabi Bagh,Green Line,Vibration,4.51,mm/s,Normal,0,0,2025-12-24,Smoggy
2026-01-25 20:32:38,SEN-CEN-BRA-0053,Central Secretariat,Yellow Line,Brake_Pressure,3.21,bar,Normal,0,0,2025-12-28,Clear
2026-01-06 12:24:55,SEN-GTB-DOO-0054,GTB Nagar,Yellow Line,Door_Cycle_Count,416.25,cycles,Alert,1,1,2025-10-17,Rainy
2026-01-23 08:39:40,SEN-PRA-POW-0055,Pragati Maidan,Blue Line,Power_Consumption,689.07,kW,Normal,0,0,2025-11-28,Cloudy
2026-01-06 23:34:55,SEN-WEL-HUM-0056,Welcome,Red Line,Humidity,33.33,%,Normal,0,0,2025-11-16,Smoggy
2026-02-13 12:46:20,SEN-RIT-POW-0057,Rithala,Red Line,Power_Consumption,407.97,kW,Normal,0,0,2025-11-22,Foggy
2026-01-02 17:15:44,SEN-RIT-CO2-0058,Rithala,Red Line,CO2_Level,1849.65,ppm,Alert,1,0,2025-12-23,Clear
2026-01-22 06:39:42,SEN-KAS-CO2-0059,Kashmere Gate,Yellow Line,CO2_Level,1822.03,ppm,Alert,1,0,2025-11-13,Foggy
2026-02-18 07:39:28,SEN-MG -CO2-0060,MG Road,Yellow Line,CO2_Level,969.74,ppm,Normal,0,0,2026-02-17,Clear
2026-01-15 11:23:08,SEN-PAT-HUM-0061,Patel Chowk,Yellow Line,Humidity,87.65,%,Alert,1,0,2025-11-24,Cloudy
2026-01-19 05:32:47,SEN-QUT-HUM-0062,Qutab Minar,Yellow Line,Humidity,36.98,%,Warning,0,0,2025-11-17,Clear
2026-02-28 21:09:09,SEN-SEC-POW-0063,Sector 28,Violet Line,Power_Consumption,465.31,kW,Warning,0,0,2026-01-02,Clear
2026-01-31 15:32:23,SEN-GOV-CO2-0064,Govindpuri,Violet Line,CO2_Level,871.38,ppm,Normal,0,0,2026-01-20,Smoggy
2026-02-25 20:41:03,SEN-BRI-PLA-0065,Brigadier Hoshiar Singh,Green Line,Platform_Weight,26080.6,kg,Normal,0,0,2025-12-03,Smoggy
2026-02-05 12:47:11,SEN-GHI-BRA-0066,Ghitorni,Yellow Line,Brake_Pressure,5.36,bar,Normal,0,0,2025-11-16,Clear
2026-01-20 15:31:25,SEN-SEE-TEM-0067,Seelampur,Red Line,Temperature,27.26,°C,Normal,0,0,2025-10-27,Smoggy
2026-02-16 19:28:53,SEN-CEN-AIR-0068,Central Secretariat,Yellow Line,Air_Quality_Index,181.21,AQI,Normal,0,0,2026-02-09,Foggy
2026-02-28 16:44:20,SEN-CEN-PLA-0069,Central Secretariat,Yellow Line,Platform_Weight,6038.38,kg,Normal,0,0,2026-02-02,Foggy
2026-01-21 09:02:54,SEN-SEE-HUM-0070,Seelampur,Red Line,Humidity,47.17,%,Normal,0,0,2025-11-08,Foggy
2026-01-04 23:21:43,SEN-MOH-DOO-0071,Mohan Estate,Violet Line,Door_Cycle_Count,443.34,cycles,Alert,1,1,2025-10-29,Cloudy
2026-02-27 13:19:53,SEN-HAI-VIB-0072,Haiderpur Badli Mor,Yellow Line,Vibration,5.99,mm/s,Normal,0,0,2026-01-20,Cloudy
2026-02-06 11:22:23,SEN-PAT-BRA-0073,Patel Chowk,Yellow Line,Brake_Pressure,3.1,bar,Normal,0,0,2025-12-24,Foggy
2026-01-29 17:23:12,SEN-SUL-CO2-0074,Sultanpur,Yellow Line,CO2_Level,1695.15,ppm,Alert,1,1,2025-12-31,Rainy
2026-01-02 15:20:50,SEN-TUG-NOI-0075,Tughlakabad,Violet Line,Noise_Level,96.48,dB,Alert,1,0,2025-10-12,Clear
2026-02-12 09:40:22,SEN-IFF-HUM-0076,IFFCO Chowk,Yellow Line,Humidity,73.86,%,Normal,0,0,2026-01-05,Smoggy
2026-02-23 14:42:22,SEN-SHA-HUM-0077,Shahdara,Red Line,Humidity,55.52,%,Normal,0,0,2026-02-15,Cloudy
2026-02-13 22:09:18,SEN-JAM-POW-0078,Jama Masjid,Violet Line,Power_Consumption,352.0,kW,Warning,0,0,2026-01-12,Foggy
2026-02-06 10:59:11,SEN-MAL-NOI-0079,Malviya Nagar,Yellow Line,Noise_Level,42.4,dB,Normal,0,0,2025-12-13,Rainy
2026-02-12 12:43:01,SEN-BAD-POW-0080,Badkhal Mor,Violet Line,Power_Consumption,414.4,kW,Normal,0,0,2025-12-31,Clear
2026-02-08 21:03:51,SEN-JAN-CO2-0081,Janpath,Violet Line,CO2_Level,2391.58,ppm,Alert,1,0,2026-01-20,Smoggy
2026-02-04 21:25:26,SEN-NOI-NOI-0082,Noida Sector 15,Blue Line,Noise_Level,51.85,dB,Normal,0,0,2025-12-22,Clear
2026-01-29 05:38:35,SEN-MOH-HUM-0083,Mohan Estate,Violet Line,Humidity,54.26,%,Normal,0,0,2026-01-17,Clear
2026-02-16 17:14:06,SEN-KAS-NOI-0084,Kashmere Gate,Yellow Line,Noise_Level,79.81,dB,Normal,0,0,2026-01-16,Cloudy
2026-01-12 17:34:34,SEN-NOI-POW-0085,Noida City Centre,Blue Line,Power_Consumption,739.12,kW,Alert,1,0,2025-11-12,Foggy
2026-02-07 17:11:09,SEN-RAJ-NOI-0086,Rajouri Garden,Blue Line,Noise_Level,73.35,dB,Normal,0,0,2025-11-17,Clear
2026-02-19 13:41:09,SEN-AII-BRA-0087,AIIMS,Yellow Line,Brake_Pressure,7.92,bar,Normal,0,0,2025-12-25,Foggy
2026-02-14 06:50:40,SEN-SAT-AIR-0088,Satguru Ram Singh Marg,Green Line,Air_Quality_Index,372.11,AQI,Alert,1,1,2026-01-07,Smoggy
2026-02-21 05:18:14,SEN-RAJ-VIB-0089,Raja Nahar Singh,Violet Line,Vibration,8.19,mm/s,Normal,0,0,2026-02-17,Smoggy
2026-01-26 20:00:21,SEN-CHH-AIR-0090,Chhattarpur,Yellow Line,Air_Quality_Index,355.36,AQI,Alert,1,1,2026-01-03,Foggy
2026-02-25 22:53:53,SEN-QUT-CO2-0091,Qutab Minar,Yellow Line,CO2_Level,635.22,ppm,Normal,0,0,2026-02-12,Foggy
2026-01-09 20:38:00,SEN-PAT-TEM-0092,Patel Chowk,Yellow Line,Temperature,21.3,°C,Normal,0,0,2025-11-12,Foggy
2026-02-22 07:03:43,SEN-IND-PLA-0093,Inderlok,Red Line,Platform_Weight,46381.46,kg,Alert,1,1,2026-01-24,Foggy
2026-02-25 23:08:52,SEN-RAJ-PLA-0094,Rajdhani Park,Green Line,Platform_Weight,19388.64,kg,Normal,0,0,2026-01-28,Foggy
2026-02-23 21:06:20,SEN-LAJ-CO2-0095,Lajpat Nagar,Violet Line,CO2_Level,1000.4,ppm,Warning,0,0,2025-12-07,Smoggy
2026-02-04 19:33:02,SEN-QUT-AIR-0096,Qutab Minar,Yellow Line,Air_Quality_Index,48.94,AQI,Normal,0,0,2026-01-14,Rainy
2026-02-19 05:26:49,SEN-PUL-HUM-0097,Pulbangash,Red Line,Humidity,67.73,%,Normal,0,0,2026-02-12,Foggy
2026-02-27 19:05:00,SEN-INA-BRA-0098,INA,Yellow Line,Brake_Pressure,7.56,bar,Normal,0,0,2025-12-25,Clear
2026-01-01 16:50:29,SEN-PRA-NOI-0099,Pragati Maidan,Blue Line,Noise_Level,60.21,dB,Normal,0,0,2025-11-12,Cloudy
2026-02-22 13:44:10,SEN-MOD-VIB-0100,Model Town,Yellow Line,Vibration,11.96,mm/s,Alert,1,0,2026-01-21,Clear
2026-01-29 15:23:08,SEN-RIT-NOI-0101,Rithala,Red Line,Noise_Level,75.08,dB,Normal,0,0,2025-12-31,Clear
2026-01-30 13:34:26,SEN-KOH-VIB-0102,Kohat Enclave,Red Line,Vibration,5.71,mm/s,Normal,0,0,2026-01-24,Smoggy
2026-02-24 05:06:41,SEN-JAS-AIR-0103,Jasola Apollo,Violet Line,Air_Quality_Index,213.61,AQI,Normal,0,0,2025-12-01,Foggy
2026-01-15 19:41:32,SEN-SIK-POW-0104,Sikanderpur,Yellow Line,Power_Consumption,244.34,kW,Normal,0,0,2025-10-25,Cloudy
2026-01-12 07:20:32,SEN-ROH-POW-0105,Rohini West,Red Line,Power_Consumption,363.58,kW,Normal,0,0,2025-12-18,Cloudy
2026-01-05 05:50:36,SEN-SAR-DOO-0106,Sarita Vihar,Violet Line,Door_Cycle_Count,336.46,cycles,Normal,0,0,2025-12-30,Cloudy
2026-01-25 18:45:44,SEN-QUT-DOO-0107,Qutab Minar,Yellow Line,Door_Cycle_Count,289.9,cycles,Warning,0,0,2026-01-18,Clear
2026-02-20 07:27:11,SEN-JAN-VIB-0108,Janpath,Violet Line,Vibration,8.59,mm/s,Normal,0,0,2026-01-09,Clear
2026-01-26 21:28:28,SEN-JLN-BRA-0109,JLN Stadium,Violet Line,Brake_Pressure,8.49,bar,Normal,0,0,2025-11-23,Cloudy
2026-02-21 10:30:25,SEN-SHI-BRA-0110,Shivaji Park,Green Line,Brake_Pressure,7.17,bar,Normal,0,0,2025-11-29,Smoggy
2026-02-23 20:58:15,SEN-SIK-VIB-0111,Sikanderpur,Yellow Line,Vibration,3.35,mm/s,Normal,0,0,2025-11-29,Cloudy
2026-01-27 16:45:43,SEN-PAS-AIR-0112,Paschim Vihar East,Green Line,Air_Quality_Index,306.75,AQI,Alert,1,0,2025-11-25,Smoggy
2026-01-15 15:52:31,SEN-TUG-DOO-0113,Tughlakabad,Violet Line,Door_Cycle_Count,174.13,cycles,Normal,0,0,2025-11-06,Clear
2026-01-02 21:35:32,SEN-OLD-HUM-0114,Old Faridabad,Violet Line,Humidity,42.48,%,Normal,0,0,2025-12-02,Clear
2026-01-18 08:59:24,SEN-JOR-POW-0115,Jor Bagh,Yellow Line,Power_Consumption,333.85,kW,Normal,0,0,2025-11-03,Foggy
2026-01-27 22:34:09,SEN-MAN-VIB-0116,Mandi House,Blue Line,Vibration,1.88,mm/s,Normal,0,0,2025-11-16,Foggy
2026-02-27 14:41:23,SEN-SAK-HUM-0117,Saket,Yellow Line,Humidity,78.9,%,Normal,0,0,2026-01-08,Cloudy
2026-01-17 17:23:41,SEN-SAT-AIR-0118,Satguru Ram Singh Marg,Green Line,Air_Quality_Index,182.13,AQI,Normal,0,0,2025-12-16,Foggy
2026-01-24 06:57:52,SEN-JAS-HUM-0119,Jasola Apollo,Violet Line,Humidity,87.51,%,Alert,1,1,2026-01-09,Foggy
2026-01-24 11:44:40,SEN-PEE-NOI-0120,Peeragarhi,Green Line,Noise_Level,61.96,dB,Normal,0,0,2025-10-27,Clear
2026-02-06 15:58:59,SEN-DIL-NOI-0121,Dilshad Garden,Red Line,Noise_Level,77.52,dB,Normal,0,0,2026-02-01,Foggy
2026-01-31 11:13:52,SEN-PIT-BRA-0122,Pitampura,Red Line,Brake_Pressure,3.21,bar,Normal,0,0,2025-11-11,Foggy
2026-01-28 09:15:21,SEN-BAT-TEM-0123,Bata Chowk,Violet Line,Temperature,35.94,°C,Normal,0,0,2025-12-23,Foggy
2026-01-11 19:37:41,SEN-NET-TEM-0124,Netaji Subhash Place,Red Line,Temperature,34.8,°C,Normal,0,0,2025-11-05,Smoggy
2026-01-02 09:31:54,SEN-CHH-NOI-0125,Chhattarpur,Yellow Line,Noise_Level,94.06,dB,Normal,0,0,2025-11-12,Rainy
2026-01-12 18:43:54,SEN-AZA-NOI-0126,Azadpur,Yellow Line,Noise_Level,84.99,dB,Normal,0,0,2025-12-06,Rainy
2026-01-20 10:05:08,SEN-SAR-PLA-0127,Sarita Vihar,Violet Line,Platform_Weight,32685.45,kg,Normal,0,0,2025-12-27,Foggy
2026-02-25 10:03:54,SEN-PEE-PLA-0128,Peeragarhi,Green Line,Platform_Weight,18195.22,kg,Normal,0,0,2026-02-06,Smoggy
2026-02-11 11:10:12,SEN-MOO-HUM-0129,Moolchand,Violet Line,Humidity,59.15,%,Warning,0,0,2025-12-16,Clear
2026-01-05 14:53:49,SEN-PAT-DOO-0130,Patel Chowk,Yellow Line,Door_Cycle_Count,342.82,cycles,Normal,0,0,2025-11-11,Rainy
2026-02-08 21:55:57,SEN-NEH-POW-0131,Nehru Place,Violet Line,Power_Consumption,743.2,kW,Alert,1,1,2025-12-18,Clear
2026-02-19 15:16:36,SEN-MAH-VIB-0132,Maharaja Surajmal Stadium,Green Line,Vibration,6.16,mm/s,Normal,0,0,2025-12-05,Clear
2026-02-26 11:43:13,SEN-UDY-BRA-0133,Udyog Nagar,Green Line,Brake_Pressure,6.5,bar,Normal,0,0,2026-01-25,Clear
2026-01-26 11:53:49,SEN-PRA-PLA-0134,Pragati Maidan,Blue Line,Platform_Weight,47282.9,kg,Alert,1,1,2025-11-30,Clear
2026-02-01 16:05:22,SEN-RAJ-BRA-0135,Rajiv Chowk,Blue Line,Brake_Pressure,3.61,bar,Normal,0,0,2026-01-31,Foggy
2026-02-20 06:39:06,SEN-SUL-HUM-0136,Sultanpur,Yellow Line,Humidity,89.9,%,Alert,1,1,2026-01-28,Cloudy
2026-02-01 16:18:26,SEN-CEN-AIR-0137,Central Secretariat,Yellow Line,Air_Quality_Index,374.28,AQI,Alert,1,0,2025-11-06,Foggy
2026-02-05 17:26:00,SEN-UDY-NOI-0138,Udyog Bhawan,Yellow Line,Noise_Level,80.01,dB,Warning,0,0,2025-11-18,Foggy
2026-01-20 22:03:09,SEN-PAS-TEM-0139,Paschim Vihar East,Green Line,Temperature,41.79,°C,Alert,1,0,2026-01-08,Clear
2026-02-02 07:43:00,SEN-PUL-AIR-0140,Pulbangash,Red Line,Air_Quality_Index,28.47,AQI,Normal,0,0,2025-12-02,Clear
2026-02-24 18:52:14,SEN-PEE-DOO-0141,Peeragarhi,Green Line,Door_Cycle_Count,336.03,cycles,Normal,0,0,2026-01-05,Rainy
2026-02-23 17:17:22,SEN-KHA-PLA-0142,Khan Market,Violet Line,Platform_Weight,24724.66,kg,Normal,0,0,2025-12-25,Foggy
2026-02-18 14:42:21,SEN-HAI-AIR-0143,Haiderpur Badli Mor,Yellow Line,Air_Quality_Index,52.12,AQI,Normal,0,0,2025-11-22,Cloudy
2026-02-14 20:39:12,SEN-PAS-PLA-0144,Paschim Vihar West,Green Line,Platform_Weight,4309.58,kg,Normal,0,0,2026-01-11,Cloudy
2026-01-01 20:22:08,SEN-SAT-AIR-0145,Satguru Ram Singh Marg,Green Line,Air_Quality_Index,338.68,AQI,Alert,1,0,2025-10-13,Rainy
2026-02-18 16:03:32,SEN-MAL-AIR-0146,Malviya Nagar,Yellow Line,Air_Quality_Index,219.95,AQI,Normal,0,0,2026-01-15,Rainy
2026-01-13 05:08:27,SEN-TIS-DOO-0147,Tis Hazari,Red Line,Door_Cycle_Count,183.53,cycles,Warning,0,0,2025-11-18,Foggy
2026-02-01 17:30:52,SEN-RAM-DOO-0148,Ramesh Nagar,Blue Line,Door_Cycle_Count,206.16,cycles,Normal,0,0,2026-01-28,Foggy
2026-01-24 18:14:29,SEN-MG -DOO-0149,MG Road,Yellow Line,Door_Cycle_Count,69.96,cycles,Normal,0,0,2025-12-28,Smoggy
2026-02-02 14:45:21,SEN-VIS-HUM-0150,Vishwavidyalaya,Yellow Line,Humidity,35.96,%,Normal,0,0,2025-11-14,Foggy
2026-02-05 21:29:00,SEN-UDY-HUM-0151,Udyog Nagar,Green Line,Humidity,82.94,%,Alert,1,1,2026-01-03,Foggy
2026-01-17 12:31:08,SEN-JLN-DOO-0152,JLN Stadium,Violet Line,Door_Cycle_Count,383.09,cycles,Normal,0,0,2025-11-05,Foggy
2026-01-31 08:23:31,SEN-KAN-POW-0153,Kanhaiya Nagar,Red Line,Power_Consumption,492.66,kW,Warning,0,0,2025-12-19,Smoggy
2026-02-05 23:38:13,SEN-KAN-NOI-0154,Kanhaiya Nagar,Red Line,Noise_Level,66.14,dB,Normal,0,0,2026-01-11,Clear
2026-02-27 14:37:56,SEN-DWA-CO2-0155,Dwarka Sector 21,Blue Line,CO2_Level,1133.57,ppm,Normal,0,0,2026-01-30,Foggy
2026-02-15 12:56:34,SEN-SAR-AIR-0156,Sarai,Violet Line,Air_Quality_Index,383.42,AQI,Alert,1,0,2025-12-16,Clear
2026-02-20 14:44:07,SEN-RAJ-BRA-0157,Rajendra Place,Blue Line,Brake_Pressure,4.2,bar,Normal,0,0,2025-11-30,Foggy
2026-02-05 22:08:27,SEN-MUN-VIB-0158,Mundka,Green Line,Vibration,14.71,mm/s,Alert,1,1,2025-12-20,Clear
2026-01-04 20:57:12,SEN-KAS-HUM-0159,Kashmere Gate,Yellow Line,Humidity,65.0,%,Warning,0,0,2025-10-12,Cloudy
2026-01-31 11:34:14,SEN-KOH-HUM-0160,Kohat Enclave,Red Line,Humidity,71.97,%,Normal,0,0,2026-01-26,Clear
2026-02-07 19:26:53,SEN-ROH-DOO-0161,Rohini West,Red Line,Door_Cycle_Count,22.33,cycles,Normal,0,0,2025-11-24,Foggy
2026-01-03 21:54:30,SEN-LAJ-VIB-0162,Lajpat Nagar,Violet Line,Vibration,6.96,mm/s,Normal,0,0,2025-10-10,Foggy
2026-02-19 08:33:00,SEN-NEE-AIR-0163,Neelam Chowk Ajronda,Violet Line,Air_Quality_Index,253.9,AQI,Normal,0,0,2025-12-31,Foggy
2026-01-04 08:44:44,SEN-KHA-TEM-0164,Khan Market,Violet Line,Temperature,41.56,°C,Alert,1,1,2025-11-25,Clear
2026-02-20 17:17:16,SEN-SAT-DOO-0165,Satguru Ram Singh Marg,Green Line,Door_Cycle_Count,249.44,cycles,Normal,0,0,2026-01-19,Clear
2026-01-31 23:49:20,SEN-HAI-VIB-0166,Haiderpur Badli Mor,Yellow Line,Vibration,8.14,mm/s,Normal,0,0,2025-11-07,Clear
2026-01-06 17:59:34,SEN-GOV-VIB-0167,Govindpuri,Violet Line,Vibration,9.48,mm/s,Normal,0,0,2026-01-02,Rainy
2026-01-13 19:04:27,SEN-ROH-TEM-0168,Rohini West,Red Line,Temperature,21.52,°C,Normal,0,0,2025-12-18,Cloudy
2026-01-10 10:34:51,SEN-RAJ-AIR-0169,Rajdhani Park,Green Line,Air_Quality_Index,184.97,AQI,Normal,0,0,2025-11-18,Rainy
2026-02-26 06:10:36,SEN-DEL-NOI-0170,Delhi Gate,Violet Line,Noise_Level,87.57,dB,Normal,0,0,2025-12-27,Cloudy
2026-01-24 13:12:34,SEN-NOI-POW-0171,Noida Sector 16,Blue Line,Power_Consumption,249.83,kW,Warning,0,0,2026-01-09,Smoggy
2026-01-07 09:56:52,SEN-JAN-PLA-0172,Janpath,Violet Line,Platform_Weight,26353.71,kg,Warning,0,0,2025-11-14,Smoggy
2026-02-20 21:43:59,SEN-JAS-POW-0173,Jasola Apollo,Violet Line,Power_Consumption,213.26,kW,Normal,0,0,2025-12-27,Cloudy
2026-02-02 17:36:26,SEN-NOI-POW-0174,Noida Sector 15,Blue Line,Power_Consumption,460.33,kW,Normal,0,0,2025-12-06,Foggy
2026-01-04 15:58:46,SEN-JAN-DOO-0175,Jangpura,Violet Line,Door_Cycle_Count,394.64,cycles,Normal,0,0,2025-10-30,Cloudy
2026-02-18 06:16:21,SEN-MUN-DOO-0176,Mundka,Green Line,Door_Cycle_Count,332.8,cycles,Normal,0,0,2025-12-04,Foggy
2026-02-06 22:00:46,SEN-LAJ-POW-0177,Lajpat Nagar,Violet Line,Power_Consumption,536.43,kW,Normal,0,0,2026-01-17,Foggy
2026-02-16 15:28:40,SEN-AZA-POW-0178,Azadpur,Yellow Line,Power_Consumption,715.3,kW,Alert,1,1,2026-02-01,Cloudy
2026-01-13 15:26:54,SEN-GRE-NOI-0179,Green Park,Yellow Line,Noise_Level,75.01,dB,Normal,0,0,2025-12-29,Foggy
2026-02-26 10:34:09,SEN-LAJ-NOI-0180,Lajpat Nagar,Violet Line,Noise_Level,68.22,dB,Normal,0,0,2026-01-24,Clear
